# Synthetic flood depth hydrograph — case 032
# type=short  T_peak=316.6 min  h_peak=2.006 m  alpha=3.662  recession_ratio=3.360
# time (min), depth (m)
0.0,0.0
15.0,0.0009
30.0,0.0099
45.0,0.0366
60.0,0.0883
75.0,0.1681
90.0,0.2756
105.0,0.4074
120.0,0.5586
135.0,0.7228
150.0,0.8938
165.0,1.0653
180.0,1.2317
195.0,1.3882
210.0,1.5309
225.0,1.657
240.0,1.7644
255.0,1.8521
270.0,1.9196
285.0,1.9672
300.0,1.9956
315.0,2.0059
330.0,1.8928
345.0,1.7738
360.0,1.6622
375.0,1.5577
390.0,1.4598
405.0,1.368
420.0,1.282
435.0,1.2014
450.0,1.1258
465.0,1.055
480.0,0.9887
495.0,0.9265
510.0,0.8683
525.0,0.8137
540.0,0.7625
555.0,0.7146
570.0,0.6696
585.0,0.6275
600.0,0.5881
615.0,0.5511
630.0,0.5165
645.0,0.484
660.0,0.4536
675.0,0.425
690.0,0.3983
705.0,0.3733
720.0,0.3498
735.0,0.3278
750.0,0.3072
765.0,0.2879
780.0,0.2698
795.0,0.2528
810.0,0.2369
825.0,0.222
840.0,0.2081
855.0,0.195
870.0,0.1827
885.0,0.1712
900.0,0.1605
915.0,0.1504
930.0,0.1409
945.0,0.1321
960.0,0.1238
975.0,0.116
990.0,0.1087
1005.0,0.1018
1020.0,0.0954
1035.0,0.0894
1050.0,0.0838
1065.0,0.0785
1080.0,0.0736
1095.0,0.069
1110.0,0.0646
1125.0,0.0606
1140.0,0.0568
1155.0,0.0532
1170.0,0.0499
1185.0,0.0467
1200.0,0.0438
1215.0,0.041
1230.0,0.0385
1245.0,0.036
1260.0,0.0338
1275.0,0.0316
1290.0,0.0297
1305.0,0.0278
1320.0,0.026
1335.0,0.0244
1350.0,0.0229
1365.0,0.0214
1380.0,0.0201
1395.0,0.0188
1410.0,0.0176
1425.0,0.0165
1500.0,0.0
