# Synthetic flood depth hydrograph — case 057
# type=short  T_peak=248.5 min  h_peak=0.266 m  alpha=4.000  recession_ratio=2.579
# time (min), depth (m)
0.0,0.0
15.0,0.0002
30.0,0.0019
45.0,0.0076
60.0,0.0188
75.0,0.036
90.0,0.0587
105.0,0.0854
120.0,0.1145
135.0,0.144
150.0,0.1724
165.0,0.1983
180.0,0.2206
195.0,0.2386
210.0,0.2521
225.0,0.261
240.0,0.2654
255.0,0.2538
270.0,0.2279
285.0,0.2046
300.0,0.1837
315.0,0.1649
330.0,0.1481
345.0,0.1329
360.0,0.1194
375.0,0.1072
390.0,0.0962
405.0,0.0864
420.0,0.0775
435.0,0.0696
450.0,0.0625
465.0,0.0561
480.0,0.0504
495.0,0.0452
510.0,0.0406
525.0,0.0365
540.0,0.0327
555.0,0.0294
570.0,0.0264
585.0,0.0237
600.0,0.0213
615.0,0.0191
630.0,0.0171
645.0,0.0154
660.0,0.0138
675.0,0.0124
690.0,0.0111
705.0,0.01
720.0,0.009
735.0,0.0081
750.0,0.0072
765.0,0.0065
780.0,0.0058
795.0,0.0052
810.0,0.0047
825.0,0.0042
840.0,0.0038
855.0,0.0034
870.0,0.0031
885.0,0.0027
900.0,0.0025
915.0,0.0022
930.0,0.002
1005.0,0.0
