# Synthetic flood depth hydrograph — case 052
# type=short  T_peak=1114.0 min  h_peak=0.375 m  alpha=2.451  recession_ratio=3.031
# time (min), depth (m)
0.0,0.0
15.0,0.0001
30.0,0.0006
45.0,0.0015
60.0,0.003
75.0,0.005
90.0,0.0075
105.0,0.0106
120.0,0.0142
135.0,0.0183
150.0,0.023
165.0,0.0281
180.0,0.0336
195.0,0.0395
210.0,0.0459
225.0,0.0526
240.0,0.0596
255.0,0.0669
270.0,0.0745
285.0,0.0822
300.0,0.0902
315.0,0.0984
330.0,0.1067
345.0,0.1151
360.0,0.1236
375.0,0.1322
390.0,0.1408
405.0,0.1494
420.0,0.1581
435.0,0.1667
450.0,0.1752
465.0,0.1837
480.0,0.1922
495.0,0.2005
510.0,0.2087
525.0,0.2168
540.0,0.2247
555.0,0.2326
570.0,0.2402
585.0,0.2477
600.0,0.255
615.0,0.2621
630.0,0.269
645.0,0.2757
660.0,0.2823
675.0,0.2886
690.0,0.2946
705.0,0.3005
720.0,0.3061
735.0,0.3116
750.0,0.3167
765.0,0.3217
780.0,0.3264
795.0,0.3309
810.0,0.3352
825.0,0.3392
840.0,0.343
855.0,0.3466
870.0,0.35
885.0,0.3531
900.0,0.356
915.0,0.3587
930.0,0.3611
945.0,0.3634
960.0,0.3654
975.0,0.3673
990.0,0.3689
1005.0,0.3703
1020.0,0.3715
1035.0,0.3726
1050.0,0.3734
1065.0,0.3741
1080.0,0.3746
1095.0,0.3749
1110.0,0.375
1125.0,0.3694
1140.0,0.3619
1155.0,0.3546
1170.0,0.3474
1185.0,0.3404
1200.0,0.3335
1215.0,0.3267
1230.0,0.3201
1245.0,0.3136
1260.0,0.3073
1275.0,0.3011
1290.0,0.295
1305.0,0.289
1320.0,0.2831
1335.0,0.2774
1350.0,0.2718
1365.0,0.2663
1380.0,0.2609
1395.0,0.2556
1410.0,0.2504
1425.0,0.2454
1440.0,0.2404
1455.0,0.2355
1470.0,0.2308
1485.0,0.2261
1500.0,0.2215
1515.0,0.217
1530.0,0.2126
1545.0,0.2083
1560.0,0.2041
1575.0,0.2
1590.0,0.1959
1605.0,0.1919
1620.0,0.1881
1635.0,0.1843
1650.0,0.1805
1665.0,0.1769
1680.0,0.1733
1695.0,0.1698
1710.0,0.1663
1725.0,0.163
1740.0,0.1597
