# Synthetic flood depth hydrograph — case 094
# type=flash  T_peak=98.5 min  h_peak=0.391 m  alpha=3.439  recession_ratio=1.387
# time (min), depth (m)
0.0,0.0
5.0,0.0004
10.0,0.0033
15.0,0.0111
20.0,0.0252
25.0,0.0456
30.0,0.0716
35.0,0.1022
40.0,0.1359
45.0,0.1711
50.0,0.2064
55.0,0.2406
60.0,0.2726
65.0,0.3014
70.0,0.3267
75.0,0.3478
80.0,0.3647
85.0,0.3773
90.0,0.3857
95.0,0.3901
100.0,0.372
105.0,0.3143
110.0,0.2656
115.0,0.2244
120.0,0.1896
125.0,0.1602
130.0,0.1353
135.0,0.1144
140.0,0.0966
145.0,0.0816
150.0,0.069
155.0,0.0583
160.0,0.0492
165.0,0.0416
170.0,0.0352
175.0,0.0297
180.0,0.0251
185.0,0.0212
190.0,0.0179
195.0,0.0151
200.0,0.0128
205.0,0.0108
210.0,0.0091
215.0,0.0077
220.0,0.0065
225.0,0.0055
230.0,0.0047
235.0,0.0039
240.0,0.0033
245.0,0.0028
250.0,0.0024
275.0,0.0
