# Synthetic flood depth hydrograph — case 090
# type=short  T_peak=866.6 min  h_peak=0.735 m  alpha=2.184  recession_ratio=2.518
# time (min), depth (m)
0.0,0.0
15.0,0.0009
30.0,0.0039
45.0,0.0091
60.0,0.0165
75.0,0.0258
90.0,0.037
105.0,0.0499
120.0,0.0643
135.0,0.0801
150.0,0.097
165.0,0.1151
180.0,0.134
195.0,0.1537
210.0,0.174
225.0,0.1947
240.0,0.2159
255.0,0.2373
270.0,0.2589
285.0,0.2805
300.0,0.3022
315.0,0.3237
330.0,0.345
345.0,0.3661
360.0,0.3868
375.0,0.4072
390.0,0.4272
405.0,0.4467
420.0,0.4656
435.0,0.4841
450.0,0.5019
465.0,0.5192
480.0,0.5358
495.0,0.5518
510.0,0.5672
525.0,0.5818
540.0,0.5958
555.0,0.6091
570.0,0.6216
585.0,0.6335
600.0,0.6447
615.0,0.6552
630.0,0.665
645.0,0.6741
660.0,0.6825
675.0,0.6902
690.0,0.6973
705.0,0.7037
720.0,0.7095
735.0,0.7146
750.0,0.7192
765.0,0.7231
780.0,0.7265
795.0,0.7292
810.0,0.7314
825.0,0.7331
840.0,0.7342
855.0,0.7349
870.0,0.7298
885.0,0.7071
900.0,0.685
915.0,0.6637
930.0,0.643
945.0,0.623
960.0,0.6036
975.0,0.5848
990.0,0.5665
1005.0,0.5489
1020.0,0.5318
1035.0,0.5152
1050.0,0.4992
1065.0,0.4836
1080.0,0.4685
1095.0,0.4539
1110.0,0.4398
1125.0,0.4261
1140.0,0.4128
1155.0,0.3999
1170.0,0.3875
1185.0,0.3754
1200.0,0.3637
1215.0,0.3524
1230.0,0.3414
1245.0,0.3308
1260.0,0.3205
1275.0,0.3105
1290.0,0.3008
1305.0,0.2914
1320.0,0.2823
1335.0,0.2735
1350.0,0.265
1365.0,0.2568
1380.0,0.2488
1395.0,0.241
1410.0,0.2335
1425.0,0.2262
1440.0,0.2192
1455.0,0.2123
1470.0,0.2057
1485.0,0.1993
1500.0,0.1931
1515.0,0.1871
1530.0,0.1813
1545.0,0.1756
1560.0,0.1701
1575.0,0.1648
1590.0,0.1597
1605.0,0.1547
1620.0,0.1499
1635.0,0.1452
1650.0,0.1407
1665.0,0.1363
1680.0,0.1321
1695.0,0.128
1710.0,0.124
1725.0,0.1201
1740.0,0.1164
1755.0,0.1127
1770.0,0.1092
1785.0,0.1058
1800.0,0.1025
1815.0,0.0993
1830.0,0.0962
1845.0,0.0932
1860.0,0.0903
1875.0,0.0875
1890.0,0.0848
1905.0,0.0822
1920.0,0.0796
1935.0,0.0771
1950.0,0.0747
1965.0,0.0724
1980.0,0.0701
1995.0,0.0679
2010.0,0.0658
2025.0,0.0638
2040.0,0.0618
2055.0,0.0599
2070.0,0.058
2085.0,0.0562
2100.0,0.0544
2115.0,0.0527
2130.0,0.0511
2145.0,0.0495
2160.0,0.048
2175.0,0.0465
2190.0,0.045
2205.0,0.0436
2220.0,0.0423
2235.0,0.0409
2250.0,0.0397
2265.0,0.0384
2280.0,0.0372
2295.0,0.0361
2310.0,0.0349
2325.0,0.0339
2340.0,0.0328
2355.0,0.0318
2370.0,0.0308
2385.0,0.0298
2400.0,0.0289
2415.0,0.028
2430.0,0.0271
2445.0,0.0263
2460.0,0.0255
2475.0,0.0247
2490.0,0.0239
2505.0,0.0232
2520.0,0.0224
2535.0,0.0217
2550.0,0.0211
2565.0,0.0204
2580.0,0.0198
2595.0,0.0192
2610.0,0.0186
2625.0,0.018
2640.0,0.0174
2655.0,0.0169
2670.0,0.0163
2685.0,0.0158
2700.0,0.0153
2715.0,0.0149
2730.0,0.0144
2745.0,0.014
2760.0,0.0135
2775.0,0.0131
2790.0,0.0127
2805.0,0.0123
2820.0,0.0119
2835.0,0.0115
2850.0,0.0112
2865.0,0.0108
2880.0,0.0105
2895.0,0.0102
2910.0,0.0099
2925.0,0.0095
2940.0,0.0092
2955.0,0.009
2970.0,0.0087
2985.0,0.0084
3000.0,0.0081
3015.0,0.0079
3030.0,0.0076
3045.0,0.0074
3060.0,0.0072
3075.0,0.007
3090.0,0.0067
3165.0,0.0
