# Synthetic flood depth hydrograph — case 083
# type=flash  T_peak=121.4 min  h_peak=1.515 m  alpha=1.601  recession_ratio=1.416
# time (min), depth (m)
0.0,0.0
5.0,0.0426
10.0,0.1209
15.0,0.2167
20.0,0.3215
25.0,0.4303
30.0,0.5394
35.0,0.6463
40.0,0.7493
45.0,0.847
50.0,0.9387
55.0,1.0237
60.0,1.1016
65.0,1.1723
70.0,1.2358
75.0,1.2921
80.0,1.3413
85.0,1.3837
90.0,1.4195
95.0,1.4491
100.0,1.4728
105.0,1.4908
110.0,1.5036
115.0,1.5115
120.0,1.5148
125.0,1.3761
130.0,1.2036
135.0,1.0527
140.0,0.9208
145.0,0.8053
150.0,0.7044
155.0,0.6161
160.0,0.5389
165.0,0.4713
170.0,0.4122
175.0,0.3606
180.0,0.3154
185.0,0.2758
190.0,0.2413
195.0,0.211
200.0,0.1846
205.0,0.1614
210.0,0.1412
215.0,0.1235
220.0,0.108
225.0,0.0945
230.0,0.0826
235.0,0.0723
240.0,0.0632
245.0,0.0553
250.0,0.0484
255.0,0.0423
260.0,0.037
265.0,0.0324
270.0,0.0283
275.0,0.0248
280.0,0.0216
285.0,0.0189
290.0,0.0166
295.0,0.0145
300.0,0.0127
305.0,0.0111
310.0,0.0097
335.0,0.0
