# Synthetic flood depth hydrograph — case 064
# type=short  T_peak=389.4 min  h_peak=0.204 m  alpha=2.845  recession_ratio=3.116
# time (min), depth (m)
0.0,0.0
15.0,0.0003
30.0,0.0019
45.0,0.0054
60.0,0.0111
75.0,0.0187
90.0,0.0282
105.0,0.0391
120.0,0.0513
135.0,0.0643
150.0,0.0777
165.0,0.0914
180.0,0.1049
195.0,0.118
210.0,0.1306
225.0,0.1424
240.0,0.1534
255.0,0.1633
270.0,0.1722
285.0,0.18
300.0,0.1867
315.0,0.1922
330.0,0.1966
345.0,0.2
360.0,0.2023
375.0,0.2036
390.0,0.2035
405.0,0.1923
420.0,0.1816
435.0,0.1716
450.0,0.1621
465.0,0.1531
480.0,0.1446
495.0,0.1366
510.0,0.1291
525.0,0.1219
540.0,0.1152
555.0,0.1088
570.0,0.1028
585.0,0.0971
600.0,0.0917
615.0,0.0866
630.0,0.0818
645.0,0.0773
660.0,0.073
675.0,0.069
690.0,0.0652
705.0,0.0616
720.0,0.0582
735.0,0.0549
750.0,0.0519
765.0,0.049
780.0,0.0463
795.0,0.0438
810.0,0.0413
825.0,0.039
840.0,0.0369
855.0,0.0348
870.0,0.0329
885.0,0.0311
900.0,0.0294
915.0,0.0277
930.0,0.0262
945.0,0.0248
960.0,0.0234
975.0,0.0221
990.0,0.0209
1005.0,0.0197
1020.0,0.0186
1035.0,0.0176
1050.0,0.0166
1065.0,0.0157
1080.0,0.0148
1095.0,0.014
1110.0,0.0132
1125.0,0.0125
1140.0,0.0118
1155.0,0.0112
1170.0,0.0105
1185.0,0.01
1200.0,0.0094
1215.0,0.0089
1230.0,0.0084
1245.0,0.0079
1260.0,0.0075
1275.0,0.0071
1290.0,0.0067
1305.0,0.0063
1320.0,0.006
1335.0,0.0056
1350.0,0.0053
1365.0,0.005
1380.0,0.0048
1395.0,0.0045
1410.0,0.0042
1425.0,0.004
1440.0,0.0038
1455.0,0.0036
1470.0,0.0034
1485.0,0.0032
1500.0,0.003
1515.0,0.0028
1530.0,0.0027
1545.0,0.0025
1560.0,0.0024
1575.0,0.0023
1590.0,0.0021
1605.0,0.002
1620.0,0.0019
1635.0,0.0018
1650.0,0.0017
1725.0,0.0
