# Synthetic flood depth hydrograph — case 080
# type=short  T_peak=1055.5 min  h_peak=0.113 m  alpha=1.915  recession_ratio=1.643
# time (min), depth (m)
0.0,0.0
15.0,0.0002
30.0,0.0008
45.0,0.0017
60.0,0.0028
75.0,0.0042
90.0,0.0058
105.0,0.0076
120.0,0.0096
135.0,0.0117
150.0,0.0139
165.0,0.0163
180.0,0.0187
195.0,0.0212
210.0,0.0238
225.0,0.0264
240.0,0.0291
255.0,0.0318
270.0,0.0345
285.0,0.0373
300.0,0.04
315.0,0.0427
330.0,0.0455
345.0,0.0482
360.0,0.0509
375.0,0.0535
390.0,0.0562
405.0,0.0587
420.0,0.0613
435.0,0.0638
450.0,0.0662
465.0,0.0686
480.0,0.071
495.0,0.0733
510.0,0.0755
525.0,0.0777
540.0,0.0798
555.0,0.0818
570.0,0.0838
585.0,0.0857
600.0,0.0875
615.0,0.0893
630.0,0.091
645.0,0.0927
660.0,0.0942
675.0,0.0957
690.0,0.0972
705.0,0.0985
720.0,0.0998
735.0,0.1011
750.0,0.1022
765.0,0.1033
780.0,0.1044
795.0,0.1053
810.0,0.1063
825.0,0.1071
840.0,0.1079
855.0,0.1086
870.0,0.1093
885.0,0.1099
900.0,0.1104
915.0,0.1109
930.0,0.1113
945.0,0.1117
960.0,0.1121
975.0,0.1123
990.0,0.1126
1005.0,0.1127
1020.0,0.1129
1035.0,0.113
1050.0,0.113
1065.0,0.1102
1080.0,0.1059
1095.0,0.1017
1110.0,0.0978
1125.0,0.094
1140.0,0.0903
1155.0,0.0868
1170.0,0.0834
1185.0,0.0801
1200.0,0.077
1215.0,0.074
1230.0,0.0711
1245.0,0.0683
1260.0,0.0656
1275.0,0.0631
1290.0,0.0606
1305.0,0.0583
1320.0,0.056
1335.0,0.0538
1350.0,0.0517
1365.0,0.0497
1380.0,0.0477
1395.0,0.0459
1410.0,0.0441
1425.0,0.0424
1440.0,0.0407
1455.0,0.0391
1470.0,0.0376
1485.0,0.0361
1500.0,0.0347
1515.0,0.0334
1530.0,0.0321
1545.0,0.0308
1560.0,0.0296
1575.0,0.0284
1590.0,0.0273
1605.0,0.0263
1620.0,0.0252
1635.0,0.0243
1650.0,0.0233
1665.0,0.0224
1680.0,0.0215
1695.0,0.0207
1710.0,0.0199
1725.0,0.0191
1740.0,0.0184
1755.0,0.0176
1770.0,0.0169
1785.0,0.0163
1800.0,0.0156
1815.0,0.015
1830.0,0.0144
1845.0,0.0139
1860.0,0.0133
1875.0,0.0128
1890.0,0.0123
1905.0,0.0118
1920.0,0.0114
1935.0,0.0109
1950.0,0.0105
1965.0,0.0101
1980.0,0.0097
1995.0,0.0093
2010.0,0.009
2025.0,0.0086
2040.0,0.0083
2055.0,0.0079
2070.0,0.0076
2085.0,0.0073
2100.0,0.0071
2115.0,0.0068
2130.0,0.0065
2145.0,0.0063
2160.0,0.006
2175.0,0.0058
2190.0,0.0056
2205.0,0.0053
2220.0,0.0051
2235.0,0.0049
2250.0,0.0047
2265.0,0.0046
2280.0,0.0044
2295.0,0.0042
2310.0,0.004
2325.0,0.0039
2340.0,0.0037
2355.0,0.0036
2370.0,0.0034
2385.0,0.0033
2400.0,0.0032
2415.0,0.0031
2430.0,0.0029
2445.0,0.0028
2460.0,0.0027
2475.0,0.0026
2490.0,0.0025
2505.0,0.0024
2520.0,0.0023
2535.0,0.0022
2550.0,0.0021
2565.0,0.0021
2580.0,0.002
2595.0,0.0019
2610.0,0.0018
2625.0,0.0017
2640.0,0.0017
2655.0,0.0016
2670.0,0.0016
2685.0,0.0015
2700.0,0.0014
2715.0,0.0014
2730.0,0.0013
2745.0,0.0013
2760.0,0.0012
2775.0,0.0012
2790.0,0.0011
2805.0,0.0011
2820.0,0.001
2835.0,0.001
2910.0,0.0
