# Synthetic flood depth hydrograph — case 065
# type=prolonged  T_peak=5483.0 min  h_peak=0.920 m  alpha=3.704  recession_ratio=2.347
# time (min), depth (m)
0.0,0.0
60.0,0.0
120.0,0.0
180.0,0.0001
240.0,0.0003
300.0,0.0006
360.0,0.0012
420.0,0.0021
480.0,0.0033
540.0,0.0048
600.0,0.0069
660.0,0.0094
720.0,0.0125
780.0,0.0161
840.0,0.0203
900.0,0.0252
960.0,0.0307
1020.0,0.037
1080.0,0.0439
1140.0,0.0515
1200.0,0.0597
1260.0,0.0687
1320.0,0.0784
1380.0,0.0888
1440.0,0.0998
1500.0,0.1115
1560.0,0.1238
1620.0,0.1367
1680.0,0.1502
1740.0,0.1643
1800.0,0.1789
1860.0,0.1939
1920.0,0.2095
1980.0,0.2254
2040.0,0.2418
2100.0,0.2585
2160.0,0.2755
2220.0,0.2929
2280.0,0.3104
2340.0,0.3282
2400.0,0.3462
2460.0,0.3642
2520.0,0.3824
2580.0,0.4007
2640.0,0.419
2700.0,0.4372
2760.0,0.4555
2820.0,0.4737
2880.0,0.4917
2940.0,0.5097
3000.0,0.5275
3060.0,0.5451
3120.0,0.5624
3180.0,0.5796
3240.0,0.5965
3300.0,0.6131
3360.0,0.6293
3420.0,0.6453
3480.0,0.6609
3540.0,0.6761
3600.0,0.691
3660.0,0.7054
3720.0,0.7194
3780.0,0.733
3840.0,0.7462
3900.0,0.7589
3960.0,0.7712
4020.0,0.783
4080.0,0.7943
4140.0,0.8051
4200.0,0.8154
4260.0,0.8253
4320.0,0.8346
4380.0,0.8435
4440.0,0.8519
4500.0,0.8597
4560.0,0.8671
4620.0,0.874
4680.0,0.8803
4740.0,0.8862
4800.0,0.8916
4860.0,0.8965
4920.0,0.9009
4980.0,0.9048
5040.0,0.9083
5100.0,0.9113
5160.0,0.9139
5220.0,0.916
5280.0,0.9176
5340.0,0.9188
5400.0,0.9196
5460.0,0.92
5520.0,0.9079
5580.0,0.8886
5640.0,0.8697
5700.0,0.8513
5760.0,0.8332
5820.0,0.8155
5880.0,0.7982
5940.0,0.7812
6000.0,0.7646
6060.0,0.7484
6120.0,0.7325
6180.0,0.7169
6240.0,0.7017
6300.0,0.6868
6360.0,0.6722
6420.0,0.6579
6480.0,0.6439
6540.0,0.6302
6600.0,0.6169
6660.0,0.6038
6720.0,0.5909
6780.0,0.5784
6840.0,0.5661
6900.0,0.5541
6960.0,0.5423
7020.0,0.5308
7080.0,0.5195
7140.0,0.5085
7200.0,0.4977
7260.0,0.4871
7320.0,0.4767
7380.0,0.4666
7440.0,0.4567
7500.0,0.447
7560.0,0.4375
7620.0,0.4282
7680.0,0.4191
7740.0,0.4102
7800.0,0.4015
7860.0,0.393
7920.0,0.3846
7980.0,0.3765
8040.0,0.3685
8100.0,0.3606
8160.0,0.353
8220.0,0.3455
8280.0,0.3381
8340.0,0.3309
8400.0,0.3239
8460.0,0.317
8520.0,0.3103
8580.0,0.3037
8640.0,0.2973
8700.0,0.2909
8760.0,0.2848
8820.0,0.2787
8880.0,0.2728
8940.0,0.267
9000.0,0.2613
9060.0,0.2558
9120.0,0.2503
9180.0,0.245
9240.0,0.2398
9300.0,0.2347
9360.0,0.2297
9420.0,0.2249
9480.0,0.2201
9540.0,0.2154
9600.0,0.2108
9660.0,0.2064
9720.0,0.202
9780.0,0.1977
9840.0,0.1935
9900.0,0.1894
9960.0,0.1853
10020.0,0.1814
10080.0,0.1776
10140.0,0.1738
10200.0,0.1701
10260.0,0.1665
10320.0,0.1629
10380.0,0.1595
10440.0,0.1561
10500.0,0.1528
10560.0,0.1495
