# Synthetic flood depth hydrograph — case 079
# type=prolonged  T_peak=5117.2 min  h_peak=0.536 m  alpha=3.153  recession_ratio=4.500
# time (min), depth (m)
0.0,0.0
60.0,0.0
120.0,0.0001
180.0,0.0003
240.0,0.0007
300.0,0.0014
360.0,0.0023
420.0,0.0037
480.0,0.0054
540.0,0.0075
600.0,0.0101
660.0,0.0131
720.0,0.0166
780.0,0.0206
840.0,0.0251
900.0,0.03
960.0,0.0355
1020.0,0.0414
1080.0,0.0478
1140.0,0.0546
1200.0,0.0619
1260.0,0.0695
1320.0,0.0776
1380.0,0.086
1440.0,0.0948
1500.0,0.1039
1560.0,0.1133
1620.0,0.123
1680.0,0.133
1740.0,0.1431
1800.0,0.1535
1860.0,0.164
1920.0,0.1747
1980.0,0.1856
2040.0,0.1965
2100.0,0.2075
2160.0,0.2185
2220.0,0.2296
2280.0,0.2406
2340.0,0.2517
2400.0,0.2627
2460.0,0.2737
2520.0,0.2846
2580.0,0.2954
2640.0,0.306
2700.0,0.3166
2760.0,0.327
2820.0,0.3372
2880.0,0.3473
2940.0,0.3572
3000.0,0.3669
3060.0,0.3763
3120.0,0.3856
3180.0,0.3946
3240.0,0.4033
3300.0,0.4118
3360.0,0.4201
3420.0,0.4281
3480.0,0.4358
3540.0,0.4432
3600.0,0.4504
3660.0,0.4573
3720.0,0.4639
3780.0,0.4702
3840.0,0.4762
3900.0,0.4819
3960.0,0.4873
4020.0,0.4924
4080.0,0.4972
4140.0,0.5017
4200.0,0.506
4260.0,0.5099
4320.0,0.5136
4380.0,0.5169
4440.0,0.52
4500.0,0.5228
4560.0,0.5253
4620.0,0.5275
4680.0,0.5295
4740.0,0.5312
4800.0,0.5326
4860.0,0.5338
4920.0,0.5347
4980.0,0.5354
5040.0,0.5358
5100.0,0.536
5160.0,0.5314
5220.0,0.5251
5280.0,0.5188
5340.0,0.5126
5400.0,0.5065
5460.0,0.5005
5520.0,0.4945
5580.0,0.4886
5640.0,0.4828
5700.0,0.477
5760.0,0.4713
5820.0,0.4657
5880.0,0.4602
5940.0,0.4547
6000.0,0.4493
6060.0,0.4439
6120.0,0.4386
6180.0,0.4334
6240.0,0.4282
6300.0,0.4231
6360.0,0.418
6420.0,0.4131
6480.0,0.4081
6540.0,0.4033
6600.0,0.3985
6660.0,0.3937
6720.0,0.389
6780.0,0.3844
6840.0,0.3798
6900.0,0.3753
6960.0,0.3708
7020.0,0.3664
7080.0,0.362
7140.0,0.3577
7200.0,0.3534
7260.0,0.3492
7320.0,0.345
7380.0,0.3409
7440.0,0.3368
7500.0,0.3328
7560.0,0.3288
7620.0,0.3249
7680.0,0.3211
7740.0,0.3172
7800.0,0.3134
7860.0,0.3097
7920.0,0.306
7980.0,0.3024
8040.0,0.2988
8100.0,0.2952
8160.0,0.2917
8220.0,0.2882
8280.0,0.2847
8340.0,0.2814
8400.0,0.278
8460.0,0.2747
8520.0,0.2714
8580.0,0.2682
8640.0,0.265
8700.0,0.2618
8760.0,0.2587
8820.0,0.2556
8880.0,0.2526
8940.0,0.2495
9000.0,0.2466
9060.0,0.2436
9120.0,0.2407
9180.0,0.2378
9240.0,0.235
9300.0,0.2322
9360.0,0.2294
9420.0,0.2267
9480.0,0.224
9540.0,0.2213
9600.0,0.2187
9660.0,0.2161
9720.0,0.2135
9780.0,0.211
9840.0,0.2084
9900.0,0.2059
9960.0,0.2035
10020.0,0.2011
10080.0,0.1987
10140.0,0.1963
10200.0,0.194
10260.0,0.1916
10320.0,0.1894
10380.0,0.1871
10440.0,0.1849
10500.0,0.1827
10560.0,0.1805
10620.0,0.1783
