# Synthetic flood depth hydrograph — case 037
# type=prolonged  T_peak=1714.5 min  h_peak=0.585 m  alpha=3.321  recession_ratio=3.738
# time (min), depth (m)
0.0,0.0
60.0,0.0002
120.0,0.0019
180.0,0.0064
240.0,0.0148
300.0,0.0277
360.0,0.0452
420.0,0.0672
480.0,0.0932
540.0,0.1227
600.0,0.155
660.0,0.1894
720.0,0.2251
780.0,0.2614
840.0,0.2977
900.0,0.3333
960.0,0.3676
1020.0,0.4003
1080.0,0.4309
1140.0,0.459
1200.0,0.4846
1260.0,0.5073
1320.0,0.5271
1380.0,0.5439
1440.0,0.5577
1500.0,0.5686
1560.0,0.5767
1620.0,0.5819
1680.0,0.5846
1740.0,0.5744
1800.0,0.5501
1860.0,0.5269
1920.0,0.5047
1980.0,0.4834
2040.0,0.463
2100.0,0.4435
2160.0,0.4247
2220.0,0.4068
2280.0,0.3896
2340.0,0.3732
2400.0,0.3575
2460.0,0.3424
2520.0,0.3279
2580.0,0.3141
2640.0,0.3008
2700.0,0.2881
2760.0,0.276
2820.0,0.2643
2880.0,0.2532
2940.0,0.2425
3000.0,0.2323
3060.0,0.2225
3120.0,0.2131
3180.0,0.2041
3240.0,0.1955
3300.0,0.1872
3360.0,0.1793
3420.0,0.1718
3480.0,0.1645
3540.0,0.1576
3600.0,0.1509
3660.0,0.1445
3720.0,0.1384
3780.0,0.1326
3840.0,0.127
3900.0,0.1216
3960.0,0.1165
4020.0,0.1116
4080.0,0.1069
4140.0,0.1024
4200.0,0.0981
4260.0,0.0939
4320.0,0.09
4380.0,0.0862
4440.0,0.0825
4500.0,0.079
4560.0,0.0757
4620.0,0.0725
4680.0,0.0695
4740.0,0.0665
4800.0,0.0637
4860.0,0.061
4920.0,0.0585
4980.0,0.056
5040.0,0.0536
5100.0,0.0514
5160.0,0.0492
5220.0,0.0471
5280.0,0.0451
5340.0,0.0432
5400.0,0.0414
5460.0,0.0397
5520.0,0.038
5580.0,0.0364
5640.0,0.0348
5700.0,0.0334
5760.0,0.032
5820.0,0.0306
5880.0,0.0293
5940.0,0.0281
6000.0,0.0269
6060.0,0.0258
6120.0,0.0247
6180.0,0.0236
6240.0,0.0226
6300.0,0.0217
6360.0,0.0208
6420.0,0.0199
6480.0,0.0191
6540.0,0.0182
6600.0,0.0175
6660.0,0.0167
6720.0,0.016
6780.0,0.0154
6840.0,0.0147
6900.0,0.0141
6960.0,0.0135
7020.0,0.0129
7080.0,0.0124
7140.0,0.0119
7200.0,0.0114
7260.0,0.0109
7320.0,0.0104
7380.0,0.01
7440.0,0.0096
7500.0,0.0092
7560.0,0.0088
7620.0,0.0084
7680.0,0.008
7740.0,0.0077
7800.0,0.0074
7860.0,0.0071
7920.0,0.0068
7980.0,0.0065
8040.0,0.0062
8100.0,0.0059
8160.0,0.0057
8220.0,0.0055
8280.0,0.0052
8580.0,0.0
