# Synthetic flood depth hydrograph — case 088
# type=short  T_peak=526.2 min  h_peak=0.640 m  alpha=1.804  recession_ratio=2.897
# time (min), depth (m)
0.0,0.0
15.0,0.006
30.0,0.02
45.0,0.0395
60.0,0.063
75.0,0.0895
90.0,0.1181
105.0,0.1481
120.0,0.179
135.0,0.2103
150.0,0.2416
165.0,0.2725
180.0,0.3028
195.0,0.3323
210.0,0.3608
225.0,0.3882
240.0,0.4143
255.0,0.439
270.0,0.4623
285.0,0.4841
300.0,0.5044
315.0,0.5232
330.0,0.5405
345.0,0.5562
360.0,0.5705
375.0,0.5833
390.0,0.5947
405.0,0.6047
420.0,0.6133
435.0,0.6207
450.0,0.6267
465.0,0.6316
480.0,0.6353
495.0,0.6379
510.0,0.6394
525.0,0.64
540.0,0.6138
555.0,0.5866
570.0,0.5606
585.0,0.5358
600.0,0.5121
615.0,0.4894
630.0,0.4677
645.0,0.447
660.0,0.4272
675.0,0.4082
690.0,0.3902
705.0,0.3729
720.0,0.3564
735.0,0.3406
750.0,0.3255
765.0,0.3111
780.0,0.2973
795.0,0.2841
810.0,0.2715
825.0,0.2595
840.0,0.248
855.0,0.237
870.0,0.2265
885.0,0.2165
900.0,0.2069
915.0,0.1977
930.0,0.189
945.0,0.1806
960.0,0.1726
975.0,0.1649
990.0,0.1576
1005.0,0.1506
1020.0,0.144
1035.0,0.1376
1050.0,0.1315
1065.0,0.1257
1080.0,0.1201
1095.0,0.1148
1110.0,0.1097
1125.0,0.1048
1140.0,0.1002
1155.0,0.0958
1170.0,0.0915
1185.0,0.0875
1200.0,0.0836
1215.0,0.0799
1230.0,0.0763
1245.0,0.073
1260.0,0.0697
1275.0,0.0666
1290.0,0.0637
1305.0,0.0609
1320.0,0.0582
1335.0,0.0556
1350.0,0.0531
1365.0,0.0508
1380.0,0.0485
1395.0,0.0464
1410.0,0.0443
1425.0,0.0424
1440.0,0.0405
1455.0,0.0387
1470.0,0.037
1485.0,0.0353
1500.0,0.0338
1515.0,0.0323
1530.0,0.0308
1545.0,0.0295
1560.0,0.0282
1575.0,0.0269
1590.0,0.0257
1605.0,0.0246
1620.0,0.0235
1635.0,0.0225
1650.0,0.0215
1665.0,0.0205
1680.0,0.0196
1695.0,0.0187
1710.0,0.0179
1725.0,0.0171
1740.0,0.0164
1755.0,0.0156
1770.0,0.0149
1785.0,0.0143
1800.0,0.0136
1815.0,0.013
1830.0,0.0125
1845.0,0.0119
1860.0,0.0114
1875.0,0.0109
1890.0,0.0104
1905.0,0.0099
1920.0,0.0095
1935.0,0.0091
1950.0,0.0087
1965.0,0.0083
1980.0,0.0079
1995.0,0.0076
2010.0,0.0072
2025.0,0.0069
2040.0,0.0066
2055.0,0.0063
2070.0,0.006
2085.0,0.0058
2100.0,0.0055
2175.0,0.0
