# Synthetic flood depth hydrograph — case 038
# type=short  T_peak=378.8 min  h_peak=0.115 m  alpha=1.504  recession_ratio=2.918
# time (min), depth (m)
0.0,0.0
15.0,0.0038
30.0,0.0101
45.0,0.0176
60.0,0.0255
75.0,0.0336
90.0,0.0417
105.0,0.0495
120.0,0.057
135.0,0.0641
150.0,0.0708
165.0,0.077
180.0,0.0827
195.0,0.0879
210.0,0.0926
225.0,0.0967
240.0,0.1004
255.0,0.1037
270.0,0.1064
285.0,0.1088
300.0,0.1107
315.0,0.1123
330.0,0.1134
345.0,0.1143
360.0,0.1148
375.0,0.115
390.0,0.1098
405.0,0.1031
420.0,0.0969
435.0,0.091
450.0,0.0855
465.0,0.0803
480.0,0.0754
495.0,0.0709
510.0,0.0666
525.0,0.0625
540.0,0.0588
555.0,0.0552
570.0,0.0519
585.0,0.0487
600.0,0.0458
615.0,0.043
630.0,0.0404
645.0,0.0379
660.0,0.0356
675.0,0.0335
690.0,0.0315
705.0,0.0295
720.0,0.0278
735.0,0.0261
750.0,0.0245
765.0,0.023
780.0,0.0216
795.0,0.0203
810.0,0.0191
825.0,0.0179
840.0,0.0168
855.0,0.0158
870.0,0.0149
885.0,0.014
900.0,0.0131
915.0,0.0123
930.0,0.0116
945.0,0.0109
960.0,0.0102
975.0,0.0096
990.0,0.009
1005.0,0.0085
1020.0,0.008
1035.0,0.0075
1050.0,0.007
1065.0,0.0066
1080.0,0.0062
1095.0,0.0058
1110.0,0.0055
1125.0,0.0051
1140.0,0.0048
1155.0,0.0045
1170.0,0.0043
1185.0,0.004
1200.0,0.0038
1215.0,0.0035
1230.0,0.0033
1245.0,0.0031
1260.0,0.0029
1275.0,0.0027
1290.0,0.0026
1305.0,0.0024
1320.0,0.0023
1335.0,0.0021
1350.0,0.002
1365.0,0.0019
1380.0,0.0018
1395.0,0.0017
1410.0,0.0016
1425.0,0.0015
1440.0,0.0014
1455.0,0.0013
1470.0,0.0012
1485.0,0.0011
1500.0,0.0011
1515.0,0.001
1530.0,0.001
1605.0,0.0
