# Synthetic flood depth hydrograph — case 008
# type=short  T_peak=248.5 min  h_peak=0.889 m  alpha=3.697  recession_ratio=3.358
# time (min), depth (m)
0.0,0.0
15.0,0.0009
30.0,0.0092
45.0,0.0331
60.0,0.0767
75.0,0.1401
90.0,0.2199
105.0,0.311
120.0,0.4077
135.0,0.5041
150.0,0.5953
165.0,0.6775
180.0,0.7476
195.0,0.804
210.0,0.846
225.0,0.8734
240.0,0.887
255.0,0.8578
270.0,0.7896
285.0,0.7269
300.0,0.6692
315.0,0.616
330.0,0.5671
345.0,0.522
360.0,0.4805
375.0,0.4424
390.0,0.4072
405.0,0.3749
420.0,0.3451
435.0,0.3177
450.0,0.2924
465.0,0.2692
480.0,0.2478
495.0,0.2281
510.0,0.21
525.0,0.1933
540.0,0.178
555.0,0.1638
570.0,0.1508
585.0,0.1388
600.0,0.1278
615.0,0.1177
630.0,0.1083
645.0,0.0997
660.0,0.0918
675.0,0.0845
690.0,0.0778
705.0,0.0716
720.0,0.0659
735.0,0.0607
750.0,0.0559
765.0,0.0514
780.0,0.0473
795.0,0.0436
810.0,0.0401
825.0,0.0369
840.0,0.034
855.0,0.0313
870.0,0.0288
885.0,0.0265
900.0,0.0244
915.0,0.0225
930.0,0.0207
945.0,0.019
960.0,0.0175
975.0,0.0161
990.0,0.0149
1005.0,0.0137
1020.0,0.0126
1035.0,0.0116
1050.0,0.0107
1065.0,0.0098
1080.0,0.009
1095.0,0.0083
1110.0,0.0077
1125.0,0.0071
1200.0,0.0
