# Synthetic flood depth hydrograph — case 067
# type=short  T_peak=244.4 min  h_peak=0.474 m  alpha=1.714  recession_ratio=3.396
# time (min), depth (m)
0.0,0.0
15.0,0.0198
30.0,0.0585
45.0,0.1056
60.0,0.1556
75.0,0.2053
90.0,0.2526
105.0,0.2961
120.0,0.3351
135.0,0.3691
150.0,0.398
165.0,0.4219
180.0,0.4408
195.0,0.4551
210.0,0.4652
225.0,0.4713
240.0,0.4739
255.0,0.447
270.0,0.4113
285.0,0.3784
300.0,0.3482
315.0,0.3204
330.0,0.2948
345.0,0.2713
360.0,0.2496
375.0,0.2297
390.0,0.2113
405.0,0.1945
420.0,0.1789
435.0,0.1646
450.0,0.1515
465.0,0.1394
480.0,0.1283
495.0,0.118
510.0,0.1086
525.0,0.0999
540.0,0.0919
555.0,0.0846
570.0,0.0778
585.0,0.0716
600.0,0.0659
615.0,0.0606
630.0,0.0558
645.0,0.0513
660.0,0.0472
675.0,0.0435
690.0,0.04
705.0,0.0368
720.0,0.0339
735.0,0.0312
750.0,0.0287
765.0,0.0264
780.0,0.0243
795.0,0.0223
810.0,0.0206
825.0,0.0189
840.0,0.0174
855.0,0.016
870.0,0.0147
885.0,0.0136
900.0,0.0125
915.0,0.0115
930.0,0.0106
945.0,0.0097
960.0,0.0089
975.0,0.0082
990.0,0.0076
1005.0,0.007
1020.0,0.0064
1035.0,0.0059
1050.0,0.0054
1065.0,0.005
1080.0,0.0046
1095.0,0.0042
1110.0,0.0039
1125.0,0.0036
1200.0,0.0
