# Synthetic flood depth hydrograph — case 044
# type=short  T_peak=342.9 min  h_peak=0.399 m  alpha=2.112  recession_ratio=1.549
# time (min), depth (m)
0.0,0.0
15.0,0.0041
30.0,0.016
45.0,0.0343
60.0,0.0574
75.0,0.0838
90.0,0.1123
105.0,0.1418
120.0,0.1715
135.0,0.2005
150.0,0.2283
165.0,0.2546
180.0,0.279
195.0,0.3012
210.0,0.3212
225.0,0.3388
240.0,0.354
255.0,0.3668
270.0,0.3773
285.0,0.3857
300.0,0.3919
315.0,0.3961
330.0,0.3984
345.0,0.3918
360.0,0.344
375.0,0.3021
390.0,0.2652
405.0,0.2329
420.0,0.2045
435.0,0.1795
450.0,0.1577
465.0,0.1384
480.0,0.1215
495.0,0.1067
510.0,0.0937
525.0,0.0823
540.0,0.0722
555.0,0.0634
570.0,0.0557
585.0,0.0489
600.0,0.0429
615.0,0.0377
630.0,0.0331
645.0,0.0291
660.0,0.0255
675.0,0.0224
690.0,0.0197
705.0,0.0173
720.0,0.0152
735.0,0.0133
750.0,0.0117
765.0,0.0103
780.0,0.009
795.0,0.0079
810.0,0.007
825.0,0.0061
840.0,0.0054
855.0,0.0047
870.0,0.0041
885.0,0.0036
900.0,0.0032
915.0,0.0028
990.0,0.0
