# Synthetic flood depth hydrograph — case 029
# type=prolonged  T_peak=4747.4 min  h_peak=0.319 m  alpha=2.569  recession_ratio=4.207
# time (min), depth (m)
0.0,0.0
60.0,0.0001
120.0,0.0003
180.0,0.0008
240.0,0.0017
300.0,0.0029
360.0,0.0045
420.0,0.0065
480.0,0.0089
540.0,0.0117
600.0,0.0148
660.0,0.0183
720.0,0.0222
780.0,0.0264
840.0,0.0309
900.0,0.0357
960.0,0.0408
1020.0,0.0461
1080.0,0.0517
1140.0,0.0575
1200.0,0.0635
1260.0,0.0697
1320.0,0.0761
1380.0,0.0825
1440.0,0.0891
1500.0,0.0958
1560.0,0.1026
1620.0,0.1094
1680.0,0.1163
1740.0,0.1232
1800.0,0.1301
1860.0,0.1371
1920.0,0.144
1980.0,0.1508
2040.0,0.1576
2100.0,0.1644
2160.0,0.1711
2220.0,0.1777
2280.0,0.1842
2340.0,0.1907
2400.0,0.197
2460.0,0.2032
2520.0,0.2092
2580.0,0.2152
2640.0,0.221
2700.0,0.2266
2760.0,0.2321
2820.0,0.2375
2880.0,0.2427
2940.0,0.2477
3000.0,0.2526
3060.0,0.2572
3120.0,0.2618
3180.0,0.2661
3240.0,0.2703
3300.0,0.2743
3360.0,0.2781
3420.0,0.2817
3480.0,0.2852
3540.0,0.2885
3600.0,0.2916
3660.0,0.2945
3720.0,0.2973
3780.0,0.2998
3840.0,0.3023
3900.0,0.3045
3960.0,0.3066
4020.0,0.3084
4080.0,0.3102
4140.0,0.3117
4200.0,0.3131
4260.0,0.3144
4320.0,0.3155
4380.0,0.3164
4440.0,0.3172
4500.0,0.3178
4560.0,0.3183
4620.0,0.3187
4680.0,0.3189
4740.0,0.319
4800.0,0.3152
4860.0,0.3108
4920.0,0.3066
4980.0,0.3023
5040.0,0.2982
5100.0,0.2941
5160.0,0.2901
5220.0,0.2861
5280.0,0.2821
5340.0,0.2783
5400.0,0.2744
5460.0,0.2707
5520.0,0.2669
5580.0,0.2633
5640.0,0.2597
5700.0,0.2561
5760.0,0.2526
5820.0,0.2491
5880.0,0.2457
5940.0,0.2423
6000.0,0.239
6060.0,0.2357
6120.0,0.2325
6180.0,0.2293
6240.0,0.2261
6300.0,0.223
6360.0,0.2199
6420.0,0.2169
6480.0,0.2139
6540.0,0.211
6600.0,0.2081
6660.0,0.2052
6720.0,0.2024
6780.0,0.1996
6840.0,0.1969
6900.0,0.1942
6960.0,0.1915
7020.0,0.1889
7080.0,0.1863
7140.0,0.1837
7200.0,0.1812
7260.0,0.1787
7320.0,0.1763
7380.0,0.1738
7440.0,0.1715
7500.0,0.1691
7560.0,0.1668
7620.0,0.1645
7680.0,0.1622
7740.0,0.16
7800.0,0.1578
7860.0,0.1556
7920.0,0.1535
7980.0,0.1514
8040.0,0.1493
8100.0,0.1473
8160.0,0.1452
8220.0,0.1432
8280.0,0.1413
8340.0,0.1393
8400.0,0.1374
8460.0,0.1355
8520.0,0.1337
8580.0,0.1318
8640.0,0.13
8700.0,0.1282
8760.0,0.1265
8820.0,0.1247
8880.0,0.123
8940.0,0.1213
9000.0,0.1197
9060.0,0.118
9120.0,0.1164
9180.0,0.1148
9240.0,0.1132
9300.0,0.1117
9360.0,0.1101
9420.0,0.1086
9480.0,0.1071
9540.0,0.1057
9600.0,0.1042
9660.0,0.1028
9720.0,0.1014
9780.0,0.1
