# Synthetic flood depth hydrograph — case 020
# type=flash  T_peak=92.6 min  h_peak=0.173 m  alpha=1.643  recession_ratio=1.798
# time (min), depth (m)
0.0,0.0
5.0,0.0068
10.0,0.0193
15.0,0.0344
20.0,0.0506
25.0,0.0668
30.0,0.0824
35.0,0.0972
40.0,0.1107
45.0,0.123
50.0,0.1338
55.0,0.1432
60.0,0.1512
65.0,0.1578
70.0,0.1631
75.0,0.1672
80.0,0.1701
85.0,0.172
90.0,0.1729
95.0,0.162
100.0,0.1411
105.0,0.1229
110.0,0.107
115.0,0.0932
120.0,0.0812
125.0,0.0707
130.0,0.0616
135.0,0.0536
140.0,0.0467
145.0,0.0407
150.0,0.0354
155.0,0.0308
160.0,0.0269
165.0,0.0234
170.0,0.0204
175.0,0.0177
180.0,0.0154
185.0,0.0135
190.0,0.0117
195.0,0.0102
200.0,0.0089
205.0,0.0077
210.0,0.0067
215.0,0.0059
220.0,0.0051
225.0,0.0045
230.0,0.0039
235.0,0.0034
240.0,0.0029
245.0,0.0026
250.0,0.0022
255.0,0.0019
260.0,0.0017
265.0,0.0015
270.0,0.0013
275.0,0.0011
300.0,0.0
