# Synthetic flood depth hydrograph — case 034
# type=short  T_peak=1145.2 min  h_peak=0.226 m  alpha=2.056  recession_ratio=3.217
# time (min), depth (m)
0.0,0.0
15.0,0.0002
30.0,0.0009
45.0,0.0021
60.0,0.0037
75.0,0.0057
90.0,0.008
105.0,0.0108
120.0,0.0138
135.0,0.0171
150.0,0.0207
165.0,0.0245
180.0,0.0285
195.0,0.0327
210.0,0.037
225.0,0.0416
240.0,0.0462
255.0,0.0509
270.0,0.0558
285.0,0.0607
300.0,0.0656
315.0,0.0706
330.0,0.0756
345.0,0.0807
360.0,0.0857
375.0,0.0907
390.0,0.0957
405.0,0.1007
420.0,0.1057
435.0,0.1105
450.0,0.1154
465.0,0.1201
480.0,0.1248
495.0,0.1295
510.0,0.134
525.0,0.1384
540.0,0.1428
555.0,0.1471
570.0,0.1512
585.0,0.1553
600.0,0.1592
615.0,0.1631
630.0,0.1668
645.0,0.1704
660.0,0.1739
675.0,0.1773
690.0,0.1806
705.0,0.1837
720.0,0.1867
735.0,0.1897
750.0,0.1924
765.0,0.1951
780.0,0.1977
795.0,0.2001
810.0,0.2024
825.0,0.2046
840.0,0.2067
855.0,0.2087
870.0,0.2105
885.0,0.2122
900.0,0.2139
915.0,0.2154
930.0,0.2168
945.0,0.2181
960.0,0.2193
975.0,0.2204
990.0,0.2214
1005.0,0.2222
1020.0,0.223
1035.0,0.2237
1050.0,0.2243
1065.0,0.2248
1080.0,0.2252
1095.0,0.2255
1110.0,0.2258
1125.0,0.2259
1140.0,0.226
1155.0,0.2233
1170.0,0.2191
1185.0,0.215
1200.0,0.211
1215.0,0.2071
1230.0,0.2033
1245.0,0.1995
1260.0,0.1958
1275.0,0.1922
1290.0,0.1886
1305.0,0.1851
1320.0,0.1816
1335.0,0.1783
1350.0,0.175
1365.0,0.1717
1380.0,0.1685
1395.0,0.1654
1410.0,0.1623
1425.0,0.1593
1440.0,0.1563
1455.0,0.1534
1470.0,0.1506
1485.0,0.1478
1500.0,0.145
1515.0,0.1424
1530.0,0.1397
1545.0,0.1371
1560.0,0.1346
1575.0,0.1321
1590.0,0.1296
1605.0,0.1272
1620.0,0.1248
1635.0,0.1225
1650.0,0.1202
1665.0,0.118
1680.0,0.1158
1695.0,0.1137
1710.0,0.1116
1725.0,0.1095
1740.0,0.1075
1755.0,0.1055
1770.0,0.1035
1785.0,0.1016
1800.0,0.0997
1815.0,0.0978
1830.0,0.096
1845.0,0.0942
1860.0,0.0925
1875.0,0.0908
1890.0,0.0891
1905.0,0.0874
1920.0,0.0858
1935.0,0.0842
1950.0,0.0826
1965.0,0.0811
1980.0,0.0796
1995.0,0.0781
2010.0,0.0767
2025.0,0.0753
2040.0,0.0739
2055.0,0.0725
2070.0,0.0711
2085.0,0.0698
2100.0,0.0685
2115.0,0.0672
2130.0,0.066
2145.0,0.0648
2160.0,0.0636
2175.0,0.0624
2190.0,0.0612
2205.0,0.0601
2220.0,0.059
2235.0,0.0579
2250.0,0.0568
2265.0,0.0557
2280.0,0.0547
2295.0,0.0537
2310.0,0.0527
2325.0,0.0517
2340.0,0.0508
2355.0,0.0498
2370.0,0.0489
2385.0,0.048
2400.0,0.0471
2415.0,0.0462
2430.0,0.0454
2445.0,0.0445
2460.0,0.0437
2475.0,0.0429
2490.0,0.0421
2505.0,0.0413
2520.0,0.0405
2535.0,0.0398
2550.0,0.039
2565.0,0.0383
2580.0,0.0376
2595.0,0.0369
2610.0,0.0362
2625.0,0.0355
2640.0,0.0349
2655.0,0.0342
2670.0,0.0336
2685.0,0.033
2700.0,0.0324
2715.0,0.0318
2730.0,0.0312
2745.0,0.0306
2760.0,0.03
2775.0,0.0295
2790.0,0.0289
2805.0,0.0284
2820.0,0.0279
2835.0,0.0273
2850.0,0.0268
2865.0,0.0263
2880.0,0.0258
2895.0,0.0254
2910.0,0.0249
2925.0,0.0244
2940.0,0.024
2955.0,0.0235
2970.0,0.0231
2985.0,0.0227
3000.0,0.0222
3015.0,0.0218
3030.0,0.0214
3045.0,0.021
3060.0,0.0206
3075.0,0.0203
3090.0,0.0199
3105.0,0.0195
3120.0,0.0191
3135.0,0.0188
3150.0,0.0184
3165.0,0.0181
3180.0,0.0178
3195.0,0.0174
3210.0,0.0171
3225.0,0.0168
3240.0,0.0165
3255.0,0.0162
3270.0,0.0159
3285.0,0.0156
3300.0,0.0153
3315.0,0.015
3330.0,0.0147
3345.0,0.0145
3360.0,0.0142
3375.0,0.0139
3390.0,0.0137
3405.0,0.0134
3420.0,0.0132
3435.0,0.0129
3450.0,0.0127
3465.0,0.0124
3480.0,0.0122
3495.0,0.012
3510.0,0.0118
3525.0,0.0115
3540.0,0.0113
3555.0,0.0111
3570.0,0.0109
3585.0,0.0107
3600.0,0.0105
3615.0,0.0103
3630.0,0.0101
3645.0,0.0099
3660.0,0.0097
3675.0,0.0096
3690.0,0.0094
3705.0,0.0092
3720.0,0.009
3735.0,0.0089
3750.0,0.0087
3765.0,0.0085
3780.0,0.0084
3795.0,0.0082
3810.0,0.0081
3825.0,0.0079
3840.0,0.0078
3855.0,0.0076
3870.0,0.0075
3885.0,0.0074
3900.0,0.0072
3915.0,0.0071
3930.0,0.007
3945.0,0.0068
3960.0,0.0067
3975.0,0.0066
3990.0,0.0065
4005.0,0.0063
4020.0,0.0062
4035.0,0.0061
4050.0,0.006
4065.0,0.0059
4080.0,0.0058
4095.0,0.0057
4110.0,0.0056
4125.0,0.0055
4140.0,0.0054
4155.0,0.0053
4170.0,0.0052
4185.0,0.0051
4200.0,0.005
4215.0,0.0049
4230.0,0.0048
4245.0,0.0047
4260.0,0.0046
4275.0,0.0045
4290.0,0.0044
4305.0,0.0044
4320.0,0.0043
4335.0,0.0042
4350.0,0.0041
4365.0,0.004
4380.0,0.004
4395.0,0.0039
4410.0,0.0038
4425.0,0.0037
4440.0,0.0037
4455.0,0.0036
4470.0,0.0035
4485.0,0.0035
4500.0,0.0034
4515.0,0.0033
4530.0,0.0033
4545.0,0.0032
4560.0,0.0032
4575.0,0.0031
4590.0,0.003
4605.0,0.003
4620.0,0.0029
4635.0,0.0029
4650.0,0.0028
4665.0,0.0028
4680.0,0.0027
4695.0,0.0027
4710.0,0.0026
4725.0,0.0026
4740.0,0.0025
4755.0,0.0025
4770.0,0.0024
4785.0,0.0024
4800.0,0.0023
4815.0,0.0023
4830.0,0.0023
4845.0,0.0022
4860.0,0.0022
4875.0,0.0021
4950.0,0.0
