# Synthetic flood depth hydrograph — case 081
# type=short  T_peak=824.3 min  h_peak=0.424 m  alpha=3.857  recession_ratio=2.899
# time (min), depth (m)
0.0,0.0
15.0,0.0
30.0,0.0
45.0,0.0002
60.0,0.0006
75.0,0.0014
90.0,0.0026
105.0,0.0043
120.0,0.0068
135.0,0.0099
150.0,0.0139
165.0,0.0187
180.0,0.0244
195.0,0.031
210.0,0.0385
225.0,0.0468
240.0,0.056
255.0,0.0659
270.0,0.0766
285.0,0.0879
300.0,0.0999
315.0,0.1124
330.0,0.1254
345.0,0.1388
360.0,0.1525
375.0,0.1664
390.0,0.1804
405.0,0.1945
420.0,0.2087
435.0,0.2227
450.0,0.2366
465.0,0.2503
480.0,0.2638
495.0,0.2769
510.0,0.2896
525.0,0.3019
540.0,0.3137
555.0,0.3251
570.0,0.3359
585.0,0.3461
600.0,0.3557
615.0,0.3648
630.0,0.3732
645.0,0.3809
660.0,0.388
675.0,0.3945
690.0,0.4003
705.0,0.4054
720.0,0.4099
735.0,0.4138
750.0,0.417
765.0,0.4196
780.0,0.4216
795.0,0.4229
810.0,0.4237
825.0,0.4235
840.0,0.4114
855.0,0.3997
870.0,0.3883
885.0,0.3772
900.0,0.3665
915.0,0.356
930.0,0.3459
945.0,0.336
960.0,0.3265
975.0,0.3172
990.0,0.3081
1005.0,0.2993
1020.0,0.2908
1035.0,0.2825
1050.0,0.2745
1065.0,0.2667
1080.0,0.2591
1095.0,0.2517
1110.0,0.2445
1125.0,0.2375
1140.0,0.2308
1155.0,0.2242
1170.0,0.2178
1185.0,0.2116
1200.0,0.2056
1215.0,0.1997
1230.0,0.194
1245.0,0.1885
1260.0,0.1831
1275.0,0.1779
1290.0,0.1728
1305.0,0.1679
1320.0,0.1631
1335.0,0.1585
1350.0,0.154
1365.0,0.1496
1380.0,0.1453
1395.0,0.1412
1410.0,0.1372
1425.0,0.1333
1440.0,0.1295
1455.0,0.1258
1470.0,0.1222
1485.0,0.1187
1500.0,0.1153
1515.0,0.112
1530.0,0.1088
1545.0,0.1057
1560.0,0.1027
1575.0,0.0998
1590.0,0.097
1605.0,0.0942
1620.0,0.0915
1635.0,0.0889
1650.0,0.0864
1665.0,0.0839
1680.0,0.0815
1695.0,0.0792
1710.0,0.0769
1725.0,0.0747
1740.0,0.0726
1755.0,0.0705
1770.0,0.0685
1785.0,0.0666
1800.0,0.0647
1815.0,0.0628
1830.0,0.0611
1845.0,0.0593
1860.0,0.0576
1875.0,0.056
1890.0,0.0544
1905.0,0.0528
1920.0,0.0513
1935.0,0.0499
1950.0,0.0485
1965.0,0.0471
1980.0,0.0457
1995.0,0.0444
2010.0,0.0432
2025.0,0.0419
2040.0,0.0407
2055.0,0.0396
2070.0,0.0384
2085.0,0.0374
2100.0,0.0363
2115.0,0.0353
2130.0,0.0342
2145.0,0.0333
2160.0,0.0323
2175.0,0.0314
2190.0,0.0305
2205.0,0.0296
2220.0,0.0288
2235.0,0.028
2250.0,0.0272
2265.0,0.0264
2280.0,0.0257
2295.0,0.0249
2310.0,0.0242
2325.0,0.0235
2340.0,0.0229
2355.0,0.0222
2370.0,0.0216
2385.0,0.021
2400.0,0.0204
2415.0,0.0198
2430.0,0.0192
2445.0,0.0187
2460.0,0.0181
2475.0,0.0176
2490.0,0.0171
2505.0,0.0166
2520.0,0.0162
2535.0,0.0157
2550.0,0.0152
2565.0,0.0148
2580.0,0.0144
2595.0,0.014
2610.0,0.0136
2625.0,0.0132
2640.0,0.0128
2655.0,0.0125
2670.0,0.0121
2685.0,0.0118
2700.0,0.0114
2715.0,0.0111
2730.0,0.0108
2745.0,0.0105
2760.0,0.0102
2775.0,0.0099
2790.0,0.0096
2805.0,0.0093
2820.0,0.0091
2835.0,0.0088
2850.0,0.0086
2865.0,0.0083
2880.0,0.0081
2895.0,0.0078
2910.0,0.0076
2925.0,0.0074
2940.0,0.0072
2955.0,0.007
2970.0,0.0068
2985.0,0.0066
3000.0,0.0064
3015.0,0.0062
3030.0,0.006
3045.0,0.0059
3060.0,0.0057
3075.0,0.0055
3090.0,0.0054
3105.0,0.0052
3120.0,0.0051
3135.0,0.0049
3150.0,0.0048
3165.0,0.0047
3180.0,0.0045
3195.0,0.0044
3210.0,0.0043
3225.0,0.0042
3240.0,0.004
3255.0,0.0039
3330.0,0.0
