# Synthetic flood depth hydrograph — case 066
# type=flash  T_peak=176.0 min  h_peak=1.383 m  alpha=2.030  recession_ratio=1.345
# time (min), depth (m)
0.0,0.0
5.0,0.0072
10.0,0.0278
15.0,0.0597
20.0,0.1011
25.0,0.1501
30.0,0.2052
35.0,0.2649
40.0,0.3279
45.0,0.3931
50.0,0.4596
55.0,0.5264
60.0,0.5929
65.0,0.6585
70.0,0.7225
75.0,0.7845
80.0,0.8443
85.0,0.9013
90.0,0.9555
95.0,1.0066
100.0,1.0545
105.0,1.0991
110.0,1.1402
115.0,1.178
120.0,1.2123
125.0,1.2433
130.0,1.2709
135.0,1.2952
140.0,1.3163
145.0,1.3343
150.0,1.3493
155.0,1.3614
160.0,1.3706
165.0,1.3772
170.0,1.3813
175.0,1.383
180.0,1.2805
185.0,1.1618
190.0,1.0542
195.0,0.9565
200.0,0.8678
205.0,0.7874
210.0,0.7144
215.0,0.6482
220.0,0.5882
225.0,0.5337
230.0,0.4842
235.0,0.4393
240.0,0.3986
245.0,0.3617
250.0,0.3282
255.0,0.2978
260.0,0.2702
265.0,0.2451
270.0,0.2224
275.0,0.2018
280.0,0.1831
285.0,0.1661
290.0,0.1507
295.0,0.1368
300.0,0.1241
305.0,0.1126
310.0,0.1022
315.0,0.0927
320.0,0.0841
325.0,0.0763
330.0,0.0692
335.0,0.0628
340.0,0.057
345.0,0.0517
350.0,0.0469
355.0,0.0426
360.0,0.0386
365.0,0.0351
370.0,0.0318
375.0,0.0289
380.0,0.0262
385.0,0.0238
390.0,0.0216
395.0,0.0196
400.0,0.0177
405.0,0.0161
410.0,0.0146
415.0,0.0133
420.0,0.012
425.0,0.0109
430.0,0.0099
455.0,0.0
