# Synthetic flood depth hydrograph — case 010
# type=short  T_peak=385.9 min  h_peak=0.751 m  alpha=2.558  recession_ratio=3.245
# time (min), depth (m)
0.0,0.0
15.0,0.0022
30.0,0.0115
45.0,0.0295
60.0,0.0557
75.0,0.0893
90.0,0.1289
105.0,0.1731
120.0,0.2205
135.0,0.2699
150.0,0.3199
165.0,0.3696
180.0,0.418
195.0,0.4644
210.0,0.5082
225.0,0.5489
240.0,0.5862
255.0,0.6197
270.0,0.6494
285.0,0.6752
300.0,0.697
315.0,0.7149
330.0,0.729
345.0,0.7395
360.0,0.7465
375.0,0.7502
390.0,0.7397
405.0,0.7
420.0,0.6625
435.0,0.6269
450.0,0.5933
465.0,0.5614
480.0,0.5313
495.0,0.5028
510.0,0.4758
525.0,0.4503
540.0,0.4261
555.0,0.4032
570.0,0.3816
585.0,0.3611
600.0,0.3417
615.0,0.3234
630.0,0.306
645.0,0.2896
660.0,0.2741
675.0,0.2593
690.0,0.2454
705.0,0.2323
720.0,0.2198
735.0,0.208
750.0,0.1968
765.0,0.1863
780.0,0.1763
795.0,0.1668
810.0,0.1579
825.0,0.1494
840.0,0.1414
855.0,0.1338
870.0,0.1266
885.0,0.1198
900.0,0.1134
915.0,0.1073
930.0,0.1015
945.0,0.0961
960.0,0.0909
975.0,0.086
990.0,0.0814
1005.0,0.0771
1020.0,0.0729
1035.0,0.069
1050.0,0.0653
1065.0,0.0618
1080.0,0.0585
1095.0,0.0553
1110.0,0.0524
1125.0,0.0496
1140.0,0.0469
1155.0,0.0444
1170.0,0.042
1185.0,0.0397
1200.0,0.0376
1215.0,0.0356
1230.0,0.0337
1245.0,0.0319
1260.0,0.0302
1275.0,0.0285
1290.0,0.027
1305.0,0.0256
1320.0,0.0242
1335.0,0.0229
1350.0,0.0217
1365.0,0.0205
1380.0,0.0194
1395.0,0.0184
1410.0,0.0174
1425.0,0.0164
1440.0,0.0156
1455.0,0.0147
1470.0,0.0139
1485.0,0.0132
1500.0,0.0125
1515.0,0.0118
1530.0,0.0112
1545.0,0.0106
1560.0,0.01
1575.0,0.0095
1590.0,0.009
1605.0,0.0085
1620.0,0.008
1635.0,0.0076
1650.0,0.0072
1665.0,0.0068
1680.0,0.0064
1755.0,0.0
