# Synthetic flood depth hydrograph — case 056
# type=flash  T_peak=46.6 min  h_peak=1.005 m  alpha=3.403  recession_ratio=1.461
# time (min), depth (m)
0.0,0.0
5.0,0.0105
10.0,0.0774
15.0,0.2134
20.0,0.3943
25.0,0.5848
30.0,0.7549
35.0,0.8853
40.0,0.9679
45.0,1.003
50.0,0.7979
55.0,0.5689
60.0,0.4056
65.0,0.2892
70.0,0.2062
75.0,0.147
80.0,0.1048
85.0,0.0747
90.0,0.0533
95.0,0.038
100.0,0.0271
105.0,0.0193
110.0,0.0138
115.0,0.0098
120.0,0.007
125.0,0.005
130.0,0.0036
155.0,0.0
