# Synthetic flood depth hydrograph — case 062
# type=flash  T_peak=152.7 min  h_peak=0.435 m  alpha=2.571  recession_ratio=1.478
# time (min), depth (m)
0.0,0.0
5.0,0.0008
10.0,0.0043
15.0,0.0113
20.0,0.0218
25.0,0.0356
30.0,0.0523
35.0,0.0715
40.0,0.0926
45.0,0.1152
50.0,0.1389
55.0,0.1631
60.0,0.1876
65.0,0.2118
70.0,0.2356
75.0,0.2586
80.0,0.2807
85.0,0.3015
90.0,0.3211
95.0,0.3392
100.0,0.3557
105.0,0.3707
110.0,0.3841
115.0,0.3958
120.0,0.406
125.0,0.4145
130.0,0.4214
135.0,0.4269
140.0,0.4309
145.0,0.4335
150.0,0.4348
155.0,0.4153
160.0,0.375
165.0,0.3387
170.0,0.3058
175.0,0.2762
180.0,0.2494
185.0,0.2252
190.0,0.2034
195.0,0.1836
200.0,0.1658
205.0,0.1498
210.0,0.1352
215.0,0.1221
220.0,0.1103
225.0,0.0996
230.0,0.0899
235.0,0.0812
240.0,0.0733
245.0,0.0662
250.0,0.0598
255.0,0.054
260.0,0.0488
265.0,0.044
270.0,0.0398
275.0,0.0359
280.0,0.0324
285.0,0.0293
290.0,0.0264
295.0,0.0239
300.0,0.0216
305.0,0.0195
310.0,0.0176
315.0,0.0159
320.0,0.0143
325.0,0.0129
330.0,0.0117
335.0,0.0106
340.0,0.0095
345.0,0.0086
350.0,0.0078
355.0,0.007
360.0,0.0063
365.0,0.0057
370.0,0.0052
375.0,0.0047
380.0,0.0042
385.0,0.0038
390.0,0.0034
395.0,0.0031
420.0,0.0
