# Synthetic flood depth hydrograph — case 075
# type=short  T_peak=1424.4 min  h_peak=0.070 m  alpha=3.411  recession_ratio=1.737
# time (min), depth (m)
0.0,0.0
15.0,0.0
30.0,0.0
45.0,0.0
60.0,0.0
75.0,0.0001
90.0,0.0001
105.0,0.0002
120.0,0.0003
135.0,0.0005
150.0,0.0007
165.0,0.0009
180.0,0.0012
195.0,0.0015
210.0,0.0019
225.0,0.0023
240.0,0.0027
255.0,0.0033
270.0,0.0038
285.0,0.0044
300.0,0.0051
315.0,0.0058
330.0,0.0066
345.0,0.0074
360.0,0.0082
375.0,0.0091
390.0,0.01
405.0,0.011
420.0,0.012
435.0,0.0131
450.0,0.0142
465.0,0.0153
480.0,0.0164
495.0,0.0176
510.0,0.0188
525.0,0.02
540.0,0.0213
555.0,0.0225
570.0,0.0238
585.0,0.0251
600.0,0.0264
615.0,0.0277
630.0,0.029
645.0,0.0303
660.0,0.0317
675.0,0.033
690.0,0.0343
705.0,0.0356
720.0,0.0369
735.0,0.0382
750.0,0.0395
765.0,0.0407
780.0,0.042
795.0,0.0432
810.0,0.0445
825.0,0.0457
840.0,0.0468
855.0,0.048
870.0,0.0491
885.0,0.0502
900.0,0.0513
915.0,0.0524
930.0,0.0534
945.0,0.0544
960.0,0.0554
975.0,0.0564
990.0,0.0573
1005.0,0.0582
1020.0,0.059
1035.0,0.0598
1050.0,0.0606
1065.0,0.0614
1080.0,0.0621
1095.0,0.0628
1110.0,0.0635
1125.0,0.0641
1140.0,0.0647
1155.0,0.0653
1170.0,0.0658
1185.0,0.0663
1200.0,0.0668
1215.0,0.0672
1230.0,0.0676
1245.0,0.068
1260.0,0.0683
1275.0,0.0686
1290.0,0.0689
1305.0,0.0691
1320.0,0.0693
1335.0,0.0695
1350.0,0.0697
1365.0,0.0698
1380.0,0.0699
1395.0,0.0699
1410.0,0.07
1425.0,0.0699
1440.0,0.068
1455.0,0.0661
1470.0,0.0643
1485.0,0.0625
1500.0,0.0608
1515.0,0.0591
1530.0,0.0575
1545.0,0.0559
1560.0,0.0544
1575.0,0.0529
1590.0,0.0514
1605.0,0.05
1620.0,0.0486
1635.0,0.0473
1650.0,0.046
1665.0,0.0447
1680.0,0.0435
1695.0,0.0423
1710.0,0.0411
1725.0,0.04
1740.0,0.0389
1755.0,0.0378
1770.0,0.0368
1785.0,0.0358
1800.0,0.0348
1815.0,0.0338
1830.0,0.0329
1845.0,0.032
1860.0,0.0311
1875.0,0.0303
1890.0,0.0294
1905.0,0.0286
1920.0,0.0278
1935.0,0.0271
1950.0,0.0263
1965.0,0.0256
1980.0,0.0249
1995.0,0.0242
2010.0,0.0235
2025.0,0.0229
2040.0,0.0223
2055.0,0.0216
2070.0,0.021
2085.0,0.0205
2100.0,0.0199
2115.0,0.0194
2130.0,0.0188
2145.0,0.0183
2160.0,0.0178
2175.0,0.0173
2190.0,0.0168
2205.0,0.0164
2220.0,0.0159
2235.0,0.0155
2250.0,0.0151
2265.0,0.0146
2280.0,0.0142
2295.0,0.0138
2310.0,0.0135
2325.0,0.0131
2340.0,0.0127
2355.0,0.0124
2370.0,0.012
2385.0,0.0117
2400.0,0.0114
2415.0,0.0111
2430.0,0.0108
2445.0,0.0105
2460.0,0.0102
2475.0,0.0099
2490.0,0.0096
2505.0,0.0094
2520.0,0.0091
2535.0,0.0089
2550.0,0.0086
2565.0,0.0084
2580.0,0.0081
2595.0,0.0079
2610.0,0.0077
2625.0,0.0075
2640.0,0.0073
2655.0,0.0071
2670.0,0.0069
2685.0,0.0067
2700.0,0.0065
2715.0,0.0063
2730.0,0.0062
2745.0,0.006
2760.0,0.0058
2775.0,0.0057
2790.0,0.0055
2805.0,0.0054
2820.0,0.0052
2835.0,0.0051
2850.0,0.0049
2865.0,0.0048
2880.0,0.0047
2895.0,0.0045
2910.0,0.0044
2925.0,0.0043
2940.0,0.0042
2955.0,0.0041
2970.0,0.0039
2985.0,0.0038
3000.0,0.0037
3015.0,0.0036
3030.0,0.0035
3045.0,0.0034
3060.0,0.0033
3075.0,0.0032
3090.0,0.0032
3105.0,0.0031
3120.0,0.003
3135.0,0.0029
3150.0,0.0028
3165.0,0.0027
3180.0,0.0027
3195.0,0.0026
3210.0,0.0025
3225.0,0.0025
3240.0,0.0024
3255.0,0.0023
3270.0,0.0023
3285.0,0.0022
3300.0,0.0021
3315.0,0.0021
3330.0,0.002
3345.0,0.002
3360.0,0.0019
3375.0,0.0019
3390.0,0.0018
3405.0,0.0018
3420.0,0.0017
3435.0,0.0017
3450.0,0.0016
3465.0,0.0016
3480.0,0.0015
3495.0,0.0015
3510.0,0.0014
3525.0,0.0014
3540.0,0.0014
3555.0,0.0013
3570.0,0.0013
3585.0,0.0013
3600.0,0.0012
3615.0,0.0012
3630.0,0.0012
3645.0,0.0011
3660.0,0.0011
3675.0,0.0011
3690.0,0.001
3705.0,0.001
3720.0,0.001
3735.0,0.0009
3750.0,0.0009
3765.0,0.0009
3780.0,0.0009
3795.0,0.0008
3810.0,0.0008
3825.0,0.0008
3840.0,0.0008
3855.0,0.0008
3870.0,0.0007
3885.0,0.0007
3900.0,0.0007
3915.0,0.0007
3930.0,0.0007
3945.0,0.0006
4020.0,0.0
