# Synthetic flood depth hydrograph — case 011
# type=short  T_peak=1427.5 min  h_peak=0.353 m  alpha=2.595  recession_ratio=2.800
# time (min), depth (m)
0.0,0.0
15.0,0.0
30.0,0.0002
45.0,0.0006
60.0,0.0011
75.0,0.002
90.0,0.0031
105.0,0.0045
120.0,0.0062
135.0,0.0081
150.0,0.0104
165.0,0.013
180.0,0.0158
195.0,0.0189
210.0,0.0223
225.0,0.026
240.0,0.0299
255.0,0.0341
270.0,0.0384
285.0,0.043
300.0,0.0479
315.0,0.0529
330.0,0.058
345.0,0.0634
360.0,0.0689
375.0,0.0745
390.0,0.0803
405.0,0.0861
420.0,0.0921
435.0,0.0982
450.0,0.1043
465.0,0.1105
480.0,0.1168
495.0,0.1231
510.0,0.1295
525.0,0.1358
540.0,0.1422
555.0,0.1486
570.0,0.1549
585.0,0.1613
600.0,0.1676
615.0,0.1739
630.0,0.1801
645.0,0.1863
660.0,0.1924
675.0,0.1985
690.0,0.2045
705.0,0.2104
720.0,0.2163
735.0,0.222
750.0,0.2277
765.0,0.2332
780.0,0.2387
795.0,0.244
810.0,0.2493
825.0,0.2544
840.0,0.2594
855.0,0.2643
870.0,0.269
885.0,0.2737
900.0,0.2782
915.0,0.2826
930.0,0.2868
945.0,0.2909
960.0,0.2949
975.0,0.2988
990.0,0.3025
1005.0,0.3061
1020.0,0.3095
1035.0,0.3128
1050.0,0.316
1065.0,0.319
1080.0,0.3219
1095.0,0.3247
1110.0,0.3273
1125.0,0.3298
1140.0,0.3321
1155.0,0.3343
1170.0,0.3364
1185.0,0.3384
1200.0,0.3402
1215.0,0.3419
1230.0,0.3435
1245.0,0.3449
1260.0,0.3462
1275.0,0.3474
1290.0,0.3485
1305.0,0.3494
1320.0,0.3503
1335.0,0.351
1350.0,0.3516
1365.0,0.3521
1380.0,0.3525
1395.0,0.3528
1410.0,0.3529
1425.0,0.353
1440.0,0.348
1455.0,0.342
1470.0,0.3361
1485.0,0.3304
1500.0,0.3247
1515.0,0.3192
1530.0,0.3137
1545.0,0.3083
1560.0,0.303
1575.0,0.2978
1590.0,0.2927
1605.0,0.2877
1620.0,0.2828
1635.0,0.278
1650.0,0.2732
1665.0,0.2685
1680.0,0.2639
1695.0,0.2594
1710.0,0.2549
1725.0,0.2506
1740.0,0.2463
1755.0,0.2421
1770.0,0.2379
1785.0,0.2338
1800.0,0.2298
1815.0,0.2259
1830.0,0.222
1845.0,0.2182
1860.0,0.2145
1875.0,0.2108
1890.0,0.2072
1905.0,0.2036
1920.0,0.2002
1935.0,0.1967
1950.0,0.1934
1965.0,0.19
1980.0,0.1868
1995.0,0.1836
2010.0,0.1804
2025.0,0.1773
2040.0,0.1743
2055.0,0.1713
2070.0,0.1684
2085.0,0.1655
2100.0,0.1627
2115.0,0.1599
2130.0,0.1571
2145.0,0.1544
2160.0,0.1518
2175.0,0.1492
2190.0,0.1466
2205.0,0.1441
2220.0,0.1417
2235.0,0.1392
2250.0,0.1369
2265.0,0.1345
2280.0,0.1322
2295.0,0.1299
2310.0,0.1277
2325.0,0.1255
2340.0,0.1234
2355.0,0.1213
2370.0,0.1192
2385.0,0.1171
2400.0,0.1151
2415.0,0.1132
2430.0,0.1112
2445.0,0.1093
2460.0,0.1074
2475.0,0.1056
2490.0,0.1038
2505.0,0.102
2520.0,0.1003
2535.0,0.0985
2550.0,0.0969
2565.0,0.0952
2580.0,0.0936
2595.0,0.092
2610.0,0.0904
2625.0,0.0888
2640.0,0.0873
2655.0,0.0858
2670.0,0.0844
2685.0,0.0829
2700.0,0.0815
2715.0,0.0801
2730.0,0.0787
2745.0,0.0774
2760.0,0.076
2775.0,0.0747
2790.0,0.0735
2805.0,0.0722
2820.0,0.071
2835.0,0.0697
2850.0,0.0686
2865.0,0.0674
2880.0,0.0662
2895.0,0.0651
2910.0,0.064
2925.0,0.0629
2940.0,0.0618
2955.0,0.0607
2970.0,0.0597
2985.0,0.0587
3000.0,0.0577
3015.0,0.0567
3030.0,0.0557
3045.0,0.0548
3060.0,0.0538
3075.0,0.0529
3090.0,0.052
3105.0,0.0511
3120.0,0.0502
3135.0,0.0494
3150.0,0.0485
3165.0,0.0477
3180.0,0.0469
3195.0,0.0461
3210.0,0.0453
3225.0,0.0445
3240.0,0.0437
3255.0,0.043
3270.0,0.0423
3285.0,0.0415
3300.0,0.0408
3315.0,0.0401
3330.0,0.0394
3345.0,0.0388
3360.0,0.0381
3375.0,0.0374
3390.0,0.0368
3405.0,0.0362
3420.0,0.0355
3435.0,0.0349
3450.0,0.0343
3465.0,0.0338
3480.0,0.0332
3495.0,0.0326
3510.0,0.032
3525.0,0.0315
3540.0,0.031
3555.0,0.0304
3570.0,0.0299
3585.0,0.0294
3600.0,0.0289
3615.0,0.0284
3630.0,0.0279
3645.0,0.0274
3660.0,0.027
3675.0,0.0265
3690.0,0.026
3705.0,0.0256
3720.0,0.0252
3735.0,0.0247
3750.0,0.0243
3765.0,0.0239
3780.0,0.0235
3795.0,0.0231
3810.0,0.0227
3825.0,0.0223
3840.0,0.0219
3855.0,0.0215
3870.0,0.0212
3885.0,0.0208
3900.0,0.0204
3915.0,0.0201
3930.0,0.0198
3945.0,0.0194
3960.0,0.0191
3975.0,0.0188
3990.0,0.0184
4005.0,0.0181
4020.0,0.0178
4035.0,0.0175
4050.0,0.0172
4065.0,0.0169
4080.0,0.0166
4095.0,0.0163
4110.0,0.0161
4125.0,0.0158
4140.0,0.0155
4155.0,0.0152
4170.0,0.015
4185.0,0.0147
4200.0,0.0145
4215.0,0.0142
4230.0,0.014
4245.0,0.0137
4260.0,0.0135
4275.0,0.0133
4290.0,0.013
4305.0,0.0128
4320.0,0.0126
4335.0,0.0124
4350.0,0.0122
4365.0,0.012
4380.0,0.0118
4395.0,0.0116
4410.0,0.0114
4425.0,0.0112
4440.0,0.011
4455.0,0.0108
4470.0,0.0106
4485.0,0.0104
4500.0,0.0102
4515.0,0.0101
4530.0,0.0099
4545.0,0.0097
4560.0,0.0096
4575.0,0.0094
4590.0,0.0092
4605.0,0.0091
4620.0,0.0089
4635.0,0.0088
4650.0,0.0086
4665.0,0.0085
4680.0,0.0083
4695.0,0.0082
4710.0,0.008
4725.0,0.0079
4740.0,0.0078
4755.0,0.0076
4770.0,0.0075
4785.0,0.0074
4800.0,0.0072
4815.0,0.0071
4830.0,0.007
4845.0,0.0069
4860.0,0.0068
4875.0,0.0066
4890.0,0.0065
4905.0,0.0064
4920.0,0.0063
4935.0,0.0062
4950.0,0.0061
4965.0,0.006
4980.0,0.0059
4995.0,0.0058
5010.0,0.0057
5025.0,0.0056
5040.0,0.0055
5055.0,0.0054
5070.0,0.0053
5085.0,0.0052
5100.0,0.0051
5115.0,0.005
5130.0,0.005
5145.0,0.0049
5160.0,0.0048
5175.0,0.0047
5190.0,0.0046
5205.0,0.0045
5220.0,0.0045
5235.0,0.0044
5250.0,0.0043
5265.0,0.0042
5280.0,0.0042
5295.0,0.0041
5310.0,0.004
5325.0,0.004
5340.0,0.0039
5355.0,0.0038
5370.0,0.0038
5385.0,0.0037
5400.0,0.0036
5415.0,0.0036
5430.0,0.0035
5445.0,0.0034
5460.0,0.0034
5475.0,0.0033
5550.0,0.0
