# Synthetic flood depth hydrograph — case 035
# type=short  T_peak=250.4 min  h_peak=0.927 m  alpha=2.321  recession_ratio=1.886
# time (min), depth (m)
0.0,0.0
15.0,0.0119
30.0,0.0519
45.0,0.1158
60.0,0.1965
75.0,0.287
90.0,0.3814
105.0,0.4746
120.0,0.5631
135.0,0.644
150.0,0.7157
165.0,0.777
180.0,0.8274
195.0,0.867
210.0,0.8961
225.0,0.9152
240.0,0.9251
255.0,0.8863
270.0,0.7657
285.0,0.6615
300.0,0.5715
315.0,0.4937
330.0,0.4266
345.0,0.3685
360.0,0.3184
375.0,0.275
390.0,0.2376
405.0,0.2053
420.0,0.1773
435.0,0.1532
450.0,0.1324
465.0,0.1144
480.0,0.0988
495.0,0.0853
510.0,0.0737
525.0,0.0637
540.0,0.055
555.0,0.0475
570.0,0.0411
585.0,0.0355
600.0,0.0307
615.0,0.0265
630.0,0.0229
645.0,0.0198
660.0,0.0171
675.0,0.0148
690.0,0.0127
705.0,0.011
720.0,0.0095
735.0,0.0082
750.0,0.0071
765.0,0.0061
840.0,0.0
