# Synthetic flood depth hydrograph — case 095
# type=flash  T_peak=119.3 min  h_peak=0.373 m  alpha=3.952  recession_ratio=1.857
# time (min), depth (m)
0.0,0.0
5.0,0.0001
10.0,0.0008
15.0,0.0033
20.0,0.0086
25.0,0.0176
30.0,0.0307
35.0,0.0479
40.0,0.0688
45.0,0.0928
50.0,0.1193
55.0,0.1473
60.0,0.176
65.0,0.2046
70.0,0.2324
75.0,0.2586
80.0,0.2828
85.0,0.3045
90.0,0.3233
95.0,0.3392
100.0,0.352
105.0,0.3617
110.0,0.3683
115.0,0.372
120.0,0.3673
125.0,0.331
130.0,0.2983
135.0,0.2689
140.0,0.2423
145.0,0.2184
150.0,0.1968
155.0,0.1774
160.0,0.1599
165.0,0.1441
170.0,0.1299
175.0,0.117
180.0,0.1055
185.0,0.0951
190.0,0.0857
195.0,0.0772
200.0,0.0696
205.0,0.0627
210.0,0.0565
215.0,0.0509
220.0,0.0459
225.0,0.0414
230.0,0.0373
235.0,0.0336
240.0,0.0303
245.0,0.0273
250.0,0.0246
255.0,0.0222
260.0,0.02
265.0,0.018
270.0,0.0162
275.0,0.0146
280.0,0.0132
285.0,0.0119
290.0,0.0107
295.0,0.0097
300.0,0.0087
305.0,0.0078
310.0,0.0071
315.0,0.0064
320.0,0.0057
325.0,0.0052
330.0,0.0047
335.0,0.0042
340.0,0.0038
345.0,0.0034
350.0,0.0031
355.0,0.0028
380.0,0.0
