# Synthetic flood depth hydrograph — case 015
# type=short  T_peak=1399.7 min  h_peak=0.137 m  alpha=2.507  recession_ratio=1.697
# time (min), depth (m)
0.0,0.0
15.0,0.0
30.0,0.0001
45.0,0.0003
60.0,0.0006
75.0,0.001
90.0,0.0015
105.0,0.0021
120.0,0.0029
135.0,0.0038
150.0,0.0048
165.0,0.0059
180.0,0.0071
195.0,0.0085
210.0,0.0099
225.0,0.0115
240.0,0.0131
255.0,0.0149
270.0,0.0167
285.0,0.0187
300.0,0.0207
315.0,0.0227
330.0,0.0249
345.0,0.0271
360.0,0.0293
375.0,0.0316
390.0,0.0339
405.0,0.0363
420.0,0.0387
435.0,0.0412
450.0,0.0436
465.0,0.0461
480.0,0.0486
495.0,0.0511
510.0,0.0536
525.0,0.0562
540.0,0.0587
555.0,0.0612
570.0,0.0637
585.0,0.0662
600.0,0.0686
615.0,0.0711
630.0,0.0735
645.0,0.0759
660.0,0.0783
675.0,0.0806
690.0,0.0829
705.0,0.0852
720.0,0.0874
735.0,0.0896
750.0,0.0918
765.0,0.0939
780.0,0.096
795.0,0.098
810.0,0.1
825.0,0.1019
840.0,0.1038
855.0,0.1056
870.0,0.1074
885.0,0.1091
900.0,0.1108
915.0,0.1124
930.0,0.114
945.0,0.1155
960.0,0.117
975.0,0.1184
990.0,0.1198
1005.0,0.1211
1020.0,0.1223
1035.0,0.1235
1050.0,0.1247
1065.0,0.1258
1080.0,0.1268
1095.0,0.1278
1110.0,0.1287
1125.0,0.1296
1140.0,0.1304
1155.0,0.1312
1170.0,0.1319
1185.0,0.1326
1200.0,0.1332
1215.0,0.1338
1230.0,0.1343
1245.0,0.1348
1260.0,0.1352
1275.0,0.1356
1290.0,0.1359
1305.0,0.1362
1320.0,0.1364
1335.0,0.1366
1350.0,0.1368
1365.0,0.1369
1380.0,0.137
1395.0,0.137
1410.0,0.1343
1425.0,0.1304
1440.0,0.1267
1455.0,0.1231
1470.0,0.1195
1485.0,0.1161
1500.0,0.1128
1515.0,0.1096
1530.0,0.1064
1545.0,0.1034
1560.0,0.1004
1575.0,0.0975
1590.0,0.0947
1605.0,0.092
1620.0,0.0894
1635.0,0.0868
1650.0,0.0843
1665.0,0.0819
1680.0,0.0796
1695.0,0.0773
1710.0,0.0751
1725.0,0.0729
1740.0,0.0708
1755.0,0.0688
1770.0,0.0668
1785.0,0.0649
1800.0,0.0631
1815.0,0.0612
1830.0,0.0595
1845.0,0.0578
1860.0,0.0561
1875.0,0.0545
1890.0,0.053
1905.0,0.0514
1920.0,0.05
1935.0,0.0485
1950.0,0.0471
1965.0,0.0458
1980.0,0.0445
1995.0,0.0432
2010.0,0.042
2025.0,0.0408
2040.0,0.0396
2055.0,0.0385
2070.0,0.0374
2085.0,0.0363
2100.0,0.0352
2115.0,0.0342
2130.0,0.0333
2145.0,0.0323
2160.0,0.0314
2175.0,0.0305
2190.0,0.0296
2205.0,0.0288
2220.0,0.0279
2235.0,0.0271
2250.0,0.0264
2265.0,0.0256
2280.0,0.0249
2295.0,0.0241
2310.0,0.0235
2325.0,0.0228
2340.0,0.0221
2355.0,0.0215
2370.0,0.0209
2385.0,0.0203
2400.0,0.0197
2415.0,0.0191
2430.0,0.0186
2445.0,0.0181
2460.0,0.0175
2475.0,0.017
2490.0,0.0165
2505.0,0.0161
2520.0,0.0156
2535.0,0.0152
2550.0,0.0147
2565.0,0.0143
2580.0,0.0139
2595.0,0.0135
2610.0,0.0131
2625.0,0.0127
2640.0,0.0124
2655.0,0.012
2670.0,0.0117
2685.0,0.0113
2700.0,0.011
2715.0,0.0107
2730.0,0.0104
2745.0,0.0101
2760.0,0.0098
2775.0,0.0095
2790.0,0.0092
2805.0,0.009
2820.0,0.0087
2835.0,0.0085
2850.0,0.0082
2865.0,0.008
2880.0,0.0078
2895.0,0.0075
2910.0,0.0073
2925.0,0.0071
2940.0,0.0069
2955.0,0.0067
2970.0,0.0065
2985.0,0.0063
3000.0,0.0062
3015.0,0.006
3030.0,0.0058
3045.0,0.0056
3060.0,0.0055
3075.0,0.0053
3090.0,0.0052
3105.0,0.005
3120.0,0.0049
3135.0,0.0047
3150.0,0.0046
3165.0,0.0045
3180.0,0.0043
3195.0,0.0042
3210.0,0.0041
3225.0,0.004
3240.0,0.0039
3255.0,0.0038
3270.0,0.0036
3285.0,0.0035
3300.0,0.0034
3315.0,0.0033
3330.0,0.0032
3345.0,0.0032
3360.0,0.0031
3375.0,0.003
3390.0,0.0029
3405.0,0.0028
3420.0,0.0027
3435.0,0.0026
3450.0,0.0026
3465.0,0.0025
3480.0,0.0024
3495.0,0.0024
3510.0,0.0023
3525.0,0.0022
3540.0,0.0022
3555.0,0.0021
3570.0,0.002
3585.0,0.002
3600.0,0.0019
3615.0,0.0019
3630.0,0.0018
3645.0,0.0018
3660.0,0.0017
3675.0,0.0017
3690.0,0.0016
3705.0,0.0016
3720.0,0.0015
3735.0,0.0015
3750.0,0.0014
3765.0,0.0014
3780.0,0.0014
3795.0,0.0013
3810.0,0.0013
3825.0,0.0012
3900.0,0.0
