# Synthetic flood depth hydrograph — case 097
# type=prolonged  T_peak=3065.7 min  h_peak=0.624 m  alpha=2.346  recession_ratio=5.877
# time (min), depth (m)
0.0,0.0
60.0,0.0006
120.0,0.003
180.0,0.0073
240.0,0.0138
300.0,0.0222
360.0,0.0325
420.0,0.0446
480.0,0.0583
540.0,0.0733
600.0,0.0897
660.0,0.1071
720.0,0.1255
780.0,0.1446
840.0,0.1644
900.0,0.1846
960.0,0.2051
1020.0,0.2259
1080.0,0.2467
1140.0,0.2675
1200.0,0.2881
1260.0,0.3086
1320.0,0.3287
1380.0,0.3485
1440.0,0.3678
1500.0,0.3866
1560.0,0.4048
1620.0,0.4225
1680.0,0.4394
1740.0,0.4557
1800.0,0.4713
1860.0,0.4862
1920.0,0.5002
1980.0,0.5136
2040.0,0.5261
2100.0,0.5378
2160.0,0.5488
2220.0,0.559
2280.0,0.5684
2340.0,0.577
2400.0,0.5848
2460.0,0.5919
2520.0,0.5982
2580.0,0.6038
2640.0,0.6086
2700.0,0.6128
2760.0,0.6162
2820.0,0.6191
2880.0,0.6212
2940.0,0.6227
3000.0,0.6237
3060.0,0.624
3120.0,0.6154
3180.0,0.606
3240.0,0.5968
3300.0,0.5877
3360.0,0.5788
3420.0,0.57
3480.0,0.5613
3540.0,0.5527
3600.0,0.5443
3660.0,0.5361
3720.0,0.5279
3780.0,0.5199
3840.0,0.5119
3900.0,0.5042
3960.0,0.4965
4020.0,0.4889
4080.0,0.4815
4140.0,0.4742
4200.0,0.4669
4260.0,0.4598
4320.0,0.4528
4380.0,0.4459
4440.0,0.4392
4500.0,0.4325
4560.0,0.4259
4620.0,0.4194
4680.0,0.413
4740.0,0.4067
4800.0,0.4006
4860.0,0.3945
4920.0,0.3885
4980.0,0.3825
5040.0,0.3767
5100.0,0.371
5160.0,0.3653
5220.0,0.3598
5280.0,0.3543
5340.0,0.3489
5400.0,0.3436
5460.0,0.3384
5520.0,0.3332
5580.0,0.3282
5640.0,0.3232
5700.0,0.3182
5760.0,0.3134
5820.0,0.3086
5880.0,0.3039
5940.0,0.2993
6000.0,0.2947
6060.0,0.2903
6120.0,0.2858
6180.0,0.2815
6240.0,0.2772
6300.0,0.273
6360.0,0.2688
6420.0,0.2647
6480.0,0.2607
