# Synthetic flood depth hydrograph — case 042
# type=flash  T_peak=117.0 min  h_peak=0.569 m  alpha=2.605  recession_ratio=1.572
# time (min), depth (m)
0.0,0.0
5.0,0.0019
10.0,0.0102
15.0,0.0261
20.0,0.0495
25.0,0.0791
30.0,0.1138
35.0,0.1522
40.0,0.1928
45.0,0.2344
50.0,0.276
55.0,0.3165
60.0,0.3552
65.0,0.3915
70.0,0.4249
75.0,0.455
80.0,0.4816
85.0,0.5046
90.0,0.5239
95.0,0.5396
100.0,0.5518
105.0,0.5606
110.0,0.5662
115.0,0.5688
120.0,0.5285
125.0,0.4663
130.0,0.4115
135.0,0.3631
140.0,0.3204
145.0,0.2827
150.0,0.2494
155.0,0.2201
160.0,0.1942
165.0,0.1714
170.0,0.1512
175.0,0.1334
180.0,0.1177
185.0,0.1039
190.0,0.0917
195.0,0.0809
200.0,0.0714
205.0,0.063
210.0,0.0556
215.0,0.049
220.0,0.0433
225.0,0.0382
230.0,0.0337
235.0,0.0297
240.0,0.0262
245.0,0.0231
250.0,0.0204
255.0,0.018
260.0,0.0159
265.0,0.014
270.0,0.0124
275.0,0.0109
280.0,0.0096
285.0,0.0085
290.0,0.0075
295.0,0.0066
300.0,0.0058
305.0,0.0052
310.0,0.0045
315.0,0.004
340.0,0.0
