# Synthetic flood depth hydrograph — case 076
# type=prolonged  T_peak=2936.4 min  h_peak=0.926 m  alpha=3.975  recession_ratio=5.441
# time (min), depth (m)
0.0,0.0
60.0,0.0
120.0,0.0001
180.0,0.0006
240.0,0.0017
300.0,0.0038
360.0,0.0072
420.0,0.0123
480.0,0.0192
540.0,0.0283
600.0,0.0397
660.0,0.0535
720.0,0.0697
780.0,0.0883
840.0,0.1093
900.0,0.1325
960.0,0.1579
1020.0,0.1853
1080.0,0.2144
1140.0,0.2451
1200.0,0.2771
1260.0,0.3102
1320.0,0.3441
1380.0,0.3785
1440.0,0.4133
1500.0,0.4482
1560.0,0.483
1620.0,0.5174
1680.0,0.5512
1740.0,0.5843
1800.0,0.6164
1860.0,0.6474
1920.0,0.6772
1980.0,0.7056
2040.0,0.7325
2100.0,0.7579
2160.0,0.7815
2220.0,0.8035
2280.0,0.8236
2340.0,0.842
2400.0,0.8585
2460.0,0.8732
2520.0,0.886
2580.0,0.8969
2640.0,0.9061
2700.0,0.9135
2760.0,0.9191
2820.0,0.923
2880.0,0.9253
2940.0,0.925
3000.0,0.9092
3060.0,0.8936
3120.0,0.8783
3180.0,0.8632
3240.0,0.8484
3300.0,0.8339
3360.0,0.8196
3420.0,0.8055
3480.0,0.7917
3540.0,0.7781
3600.0,0.7648
3660.0,0.7517
3720.0,0.7388
3780.0,0.7261
3840.0,0.7137
3900.0,0.7014
3960.0,0.6894
4020.0,0.6776
4080.0,0.666
4140.0,0.6545
4200.0,0.6433
4260.0,0.6323
4320.0,0.6214
4380.0,0.6108
4440.0,0.6003
4500.0,0.59
4560.0,0.5799
4620.0,0.57
4680.0,0.5602
4740.0,0.5506
4800.0,0.5412
4860.0,0.5319
4920.0,0.5228
4980.0,0.5138
5040.0,0.505
5100.0,0.4963
5160.0,0.4878
5220.0,0.4794
5280.0,0.4712
5340.0,0.4631
5400.0,0.4552
5460.0,0.4474
5520.0,0.4397
5580.0,0.4322
5640.0,0.4248
5700.0,0.4175
5760.0,0.4103
5820.0,0.4033
5880.0,0.3964
5940.0,0.3896
6000.0,0.3829
6060.0,0.3763
6120.0,0.3699
6180.0,0.3636
6240.0,0.3573
6300.0,0.3512
6360.0,0.3452
6420.0,0.3393
6480.0,0.3334
6540.0,0.3277
6600.0,0.3221
6660.0,0.3166
6720.0,0.3112
6780.0,0.3058
6840.0,0.3006
6900.0,0.2954
6960.0,0.2904
7020.0,0.2854
7080.0,0.2805
7140.0,0.2757
7200.0,0.2709
7260.0,0.2663
7320.0,0.2617
7380.0,0.2572
7440.0,0.2528
7500.0,0.2485
7560.0,0.2442
7620.0,0.2401
7680.0,0.2359
7740.0,0.2319
7800.0,0.2279
7860.0,0.224
7920.0,0.2202
7980.0,0.2164
8040.0,0.2127
8100.0,0.209
8160.0,0.2055
8220.0,0.2019
8280.0,0.1985
8340.0,0.1951
8400.0,0.1917
8460.0,0.1884
8520.0,0.1852
8580.0,0.182
8640.0,0.1789
8700.0,0.1758
8760.0,0.1728
8820.0,0.1699
8880.0,0.1669
8940.0,0.1641
9000.0,0.1613
9060.0,0.1585
9120.0,0.1558
9180.0,0.1531
9240.0,0.1505
9300.0,0.1479
9360.0,0.1454
9420.0,0.1429
9480.0,0.1404
9540.0,0.138
9600.0,0.1357
9660.0,0.1333
9720.0,0.131
9780.0,0.1288
9840.0,0.1266
9900.0,0.1244
9960.0,0.1223
10020.0,0.1202
10080.0,0.1181
10140.0,0.1161
10200.0,0.1141
10260.0,0.1122
10320.0,0.1102
10380.0,0.1083
10440.0,0.1065
10500.0,0.1047
10560.0,0.1029
