# Synthetic flood depth hydrograph — case 086
# type=flash  T_peak=58.8 min  h_peak=0.343 m  alpha=2.510  recession_ratio=1.976
# time (min), depth (m)
0.0,0.0
5.0,0.007
10.0,0.0323
15.0,0.0722
20.0,0.1201
25.0,0.1698
30.0,0.2168
35.0,0.2578
40.0,0.2911
45.0,0.316
50.0,0.3325
55.0,0.3412
60.0,0.3265
65.0,0.2678
70.0,0.2196
75.0,0.1801
80.0,0.1477
85.0,0.1211
90.0,0.0994
95.0,0.0815
100.0,0.0668
105.0,0.0548
110.0,0.0449
115.0,0.0369
120.0,0.0302
125.0,0.0248
130.0,0.0203
135.0,0.0167
140.0,0.0137
145.0,0.0112
150.0,0.0092
155.0,0.0075
160.0,0.0062
165.0,0.0051
170.0,0.0042
175.0,0.0034
180.0,0.0028
185.0,0.0023
190.0,0.0019
215.0,0.0
