# Synthetic flood depth hydrograph — case 024
# type=prolonged  T_peak=7182.1 min  h_peak=0.172 m  alpha=1.683  recession_ratio=5.984
# time (min), depth (m)
0.0,0.0
60.0,0.0003
120.0,0.0009
180.0,0.0018
240.0,0.0029
300.0,0.0041
360.0,0.0055
420.0,0.0071
480.0,0.0087
540.0,0.0105
600.0,0.0123
660.0,0.0143
720.0,0.0163
780.0,0.0184
840.0,0.0205
900.0,0.0227
960.0,0.025
1020.0,0.0273
1080.0,0.0296
1140.0,0.032
1200.0,0.0344
1260.0,0.0368
1320.0,0.0393
1380.0,0.0417
1440.0,0.0442
1500.0,0.0467
1560.0,0.0492
1620.0,0.0517
1680.0,0.0541
1740.0,0.0566
1800.0,0.0591
1860.0,0.0616
1920.0,0.0641
1980.0,0.0666
2040.0,0.069
2100.0,0.0714
2160.0,0.0739
2220.0,0.0763
2280.0,0.0787
2340.0,0.081
2400.0,0.0834
2460.0,0.0857
2520.0,0.088
2580.0,0.0903
2640.0,0.0925
2700.0,0.0948
2760.0,0.0969
2820.0,0.0991
2880.0,0.1013
2940.0,0.1034
3000.0,0.1055
3060.0,0.1075
3120.0,0.1095
3180.0,0.1115
3240.0,0.1135
3300.0,0.1154
3360.0,0.1173
3420.0,0.1191
3480.0,0.121
3540.0,0.1228
3600.0,0.1245
3660.0,0.1263
3720.0,0.1279
3780.0,0.1296
3840.0,0.1312
3900.0,0.1328
3960.0,0.1344
4020.0,0.1359
4080.0,0.1374
4140.0,0.1388
4200.0,0.1402
4260.0,0.1416
4320.0,0.143
4380.0,0.1443
4440.0,0.1456
4500.0,0.1468
4560.0,0.148
4620.0,0.1492
4680.0,0.1504
4740.0,0.1515
4800.0,0.1525
4860.0,0.1536
4920.0,0.1546
4980.0,0.1556
5040.0,0.1565
5100.0,0.1575
5160.0,0.1584
5220.0,0.1592
5280.0,0.16
5340.0,0.1608
5400.0,0.1616
5460.0,0.1623
5520.0,0.163
5580.0,0.1637
5640.0,0.1644
5700.0,0.165
5760.0,0.1656
5820.0,0.1661
5880.0,0.1667
5940.0,0.1672
6000.0,0.1676
6060.0,0.1681
6120.0,0.1685
6180.0,0.1689
6240.0,0.1693
6300.0,0.1696
6360.0,0.17
6420.0,0.1703
