# Synthetic flood depth hydrograph — case 027
# type=prolonged  T_peak=2232.2 min  h_peak=0.211 m  alpha=3.294  recession_ratio=4.419
# time (min), depth (m)
0.0,0.0
60.0,0.0
120.0,0.0003
180.0,0.0011
240.0,0.0026
300.0,0.0049
360.0,0.0082
420.0,0.0125
480.0,0.0177
540.0,0.0239
600.0,0.031
660.0,0.0388
720.0,0.0473
780.0,0.0563
840.0,0.0658
900.0,0.0756
960.0,0.0856
1020.0,0.0957
1080.0,0.1057
1140.0,0.1156
1200.0,0.1253
1260.0,0.1347
1320.0,0.1437
1380.0,0.1522
1440.0,0.1603
1500.0,0.1678
1560.0,0.1748
1620.0,0.1812
1680.0,0.1869
1740.0,0.192
1800.0,0.1965
1860.0,0.2004
1920.0,0.2036
1980.0,0.2063
2040.0,0.2083
2100.0,0.2097
2160.0,0.2106
2220.0,0.211
2280.0,0.2063
2340.0,0.2006
2400.0,0.1951
2460.0,0.1897
2520.0,0.1845
2580.0,0.1794
2640.0,0.1744
2700.0,0.1696
2760.0,0.1649
2820.0,0.1604
2880.0,0.1559
2940.0,0.1516
3000.0,0.1474
3060.0,0.1434
3120.0,0.1394
3180.0,0.1355
3240.0,0.1318
3300.0,0.1282
3360.0,0.1246
3420.0,0.1212
3480.0,0.1178
3540.0,0.1146
3600.0,0.1114
3660.0,0.1083
3720.0,0.1053
3780.0,0.1024
3840.0,0.0996
3900.0,0.0969
3960.0,0.0942
4020.0,0.0916
4080.0,0.089
4140.0,0.0866
4200.0,0.0842
4260.0,0.0819
4320.0,0.0796
4380.0,0.0774
4440.0,0.0753
4500.0,0.0732
4560.0,0.0712
4620.0,0.0692
4680.0,0.0673
4740.0,0.0654
4800.0,0.0636
4860.0,0.0619
4920.0,0.0602
4980.0,0.0585
5040.0,0.0569
5100.0,0.0553
5160.0,0.0538
5220.0,0.0523
5280.0,0.0509
5340.0,0.0494
5400.0,0.0481
5460.0,0.0468
5520.0,0.0455
5580.0,0.0442
5640.0,0.043
5700.0,0.0418
5760.0,0.0406
5820.0,0.0395
5880.0,0.0384
5940.0,0.0374
6000.0,0.0363
6060.0,0.0353
6120.0,0.0344
6180.0,0.0334
6240.0,0.0325
6300.0,0.0316
6360.0,0.0307
6420.0,0.0299
6480.0,0.029
6540.0,0.0282
6600.0,0.0275
6660.0,0.0267
6720.0,0.026
6780.0,0.0252
6840.0,0.0245
6900.0,0.0239
6960.0,0.0232
7020.0,0.0226
7080.0,0.0219
7140.0,0.0213
7200.0,0.0207
7260.0,0.0202
7320.0,0.0196
7380.0,0.0191
7440.0,0.0186
7500.0,0.018
7560.0,0.0175
7620.0,0.0171
7680.0,0.0166
7740.0,0.0161
7800.0,0.0157
7860.0,0.0152
7920.0,0.0148
7980.0,0.0144
8040.0,0.014
8100.0,0.0136
8160.0,0.0133
8220.0,0.0129
8280.0,0.0125
8340.0,0.0122
8400.0,0.0118
8460.0,0.0115
8520.0,0.0112
8580.0,0.0109
8640.0,0.0106
8700.0,0.0103
8760.0,0.01
8820.0,0.0097
8880.0,0.0095
8940.0,0.0092
9000.0,0.009
9060.0,0.0087
9120.0,0.0085
9180.0,0.0082
9240.0,0.008
9300.0,0.0078
9360.0,0.0076
9420.0,0.0074
9480.0,0.0072
9540.0,0.007
9600.0,0.0068
9660.0,0.0066
9720.0,0.0064
9780.0,0.0062
9840.0,0.006
9900.0,0.0059
9960.0,0.0057
10020.0,0.0056
10080.0,0.0054
10140.0,0.0053
10200.0,0.0051
10260.0,0.005
10320.0,0.0048
10380.0,0.0047
10440.0,0.0046
10500.0,0.0044
10560.0,0.0043
10620.0,0.0042
10680.0,0.0041
10740.0,0.004
10800.0,0.0039
10860.0,0.0038
10920.0,0.0037
10980.0,0.0036
11040.0,0.0035
11100.0,0.0034
11160.0,0.0033
11220.0,0.0032
11280.0,0.0031
11340.0,0.003
11400.0,0.0029
11460.0,0.0028
11520.0,0.0028
11580.0,0.0027
11640.0,0.0026
11700.0,0.0025
11760.0,0.0025
11820.0,0.0024
11880.0,0.0023
11940.0,0.0023
12000.0,0.0022
12060.0,0.0021
12120.0,0.0021
12180.0,0.002
12240.0,0.002
12300.0,0.0019
12600.0,0.0
