# Synthetic flood depth hydrograph — case 072
# type=prolonged  T_peak=3401.8 min  h_peak=1.585 m  alpha=3.936  recession_ratio=3.097
# time (min), depth (m)
0.0,0.0
60.0,0.0
120.0,0.0001
180.0,0.0006
240.0,0.0018
300.0,0.0041
360.0,0.0078
420.0,0.0133
480.0,0.0209
540.0,0.031
600.0,0.0438
660.0,0.0595
720.0,0.0782
780.0,0.1
840.0,0.1249
900.0,0.1528
960.0,0.1838
1020.0,0.2177
1080.0,0.2544
1140.0,0.2936
1200.0,0.3352
1260.0,0.3789
1320.0,0.4245
1380.0,0.4718
1440.0,0.5204
1500.0,0.5701
1560.0,0.6207
1620.0,0.6718
1680.0,0.7232
1740.0,0.7746
1800.0,0.8258
1860.0,0.8765
1920.0,0.9266
1980.0,0.9758
2040.0,1.0238
2100.0,1.0706
2160.0,1.1159
2220.0,1.1596
2280.0,1.2016
2340.0,1.2417
2400.0,1.2798
2460.0,1.3158
2520.0,1.3497
2580.0,1.3814
2640.0,1.4108
2700.0,1.4379
2760.0,1.4627
2820.0,1.4851
2880.0,1.5052
2940.0,1.523
3000.0,1.5384
3060.0,1.5516
3120.0,1.5625
3180.0,1.5712
3240.0,1.5777
3300.0,1.5822
3360.0,1.5845
3420.0,1.5724
3480.0,1.5317
3540.0,1.4921
3600.0,1.4535
3660.0,1.4158
3720.0,1.3792
3780.0,1.3435
3840.0,1.3087
3900.0,1.2748
3960.0,1.2418
4020.0,1.2097
4080.0,1.1784
4140.0,1.1479
4200.0,1.1181
4260.0,1.0892
4320.0,1.061
4380.0,1.0335
4440.0,1.0068
4500.0,0.9807
4560.0,0.9553
4620.0,0.9306
4680.0,0.9065
4740.0,0.8831
4800.0,0.8602
4860.0,0.8379
4920.0,0.8162
4980.0,0.7951
5040.0,0.7745
5100.0,0.7545
5160.0,0.7349
5220.0,0.7159
5280.0,0.6974
5340.0,0.6793
5400.0,0.6618
5460.0,0.6446
5520.0,0.6279
5580.0,0.6117
5640.0,0.5958
5700.0,0.5804
5760.0,0.5654
5820.0,0.5508
5880.0,0.5365
5940.0,0.5226
6000.0,0.5091
6060.0,0.4959
6120.0,0.4831
6180.0,0.4706
6240.0,0.4584
6300.0,0.4465
6360.0,0.435
6420.0,0.4237
6480.0,0.4127
6540.0,0.4021
6600.0,0.3916
6660.0,0.3815
6720.0,0.3716
6780.0,0.362
6840.0,0.3526
6900.0,0.3435
6960.0,0.3346
7020.0,0.326
7080.0,0.3175
7140.0,0.3093
7200.0,0.3013
7260.0,0.2935
7320.0,0.2859
7380.0,0.2785
7440.0,0.2713
7500.0,0.2643
7560.0,0.2574
7620.0,0.2508
7680.0,0.2443
7740.0,0.2379
7800.0,0.2318
7860.0,0.2258
7920.0,0.2199
7980.0,0.2142
8040.0,0.2087
8100.0,0.2033
8160.0,0.198
8220.0,0.1929
8280.0,0.1879
8340.0,0.1831
8400.0,0.1783
8460.0,0.1737
8520.0,0.1692
8580.0,0.1648
8640.0,0.1606
8700.0,0.1564
8760.0,0.1523
8820.0,0.1484
8880.0,0.1446
8940.0,0.1408
9000.0,0.1372
9060.0,0.1336
9120.0,0.1302
9180.0,0.1268
9240.0,0.1235
9300.0,0.1203
9360.0,0.1172
9420.0,0.1142
9480.0,0.1112
9540.0,0.1083
9600.0,0.1055
9660.0,0.1028
9720.0,0.1001
9780.0,0.0975
9840.0,0.095
9900.0,0.0926
9960.0,0.0902
10020.0,0.0878
10080.0,0.0856
10140.0,0.0833
10200.0,0.0812
10260.0,0.0791
10320.0,0.077
10380.0,0.075
10440.0,0.0731
10500.0,0.0712
10560.0,0.0694
10620.0,0.0676
10680.0,0.0658
10740.0,0.0641
10800.0,0.0625
10860.0,0.0608
10920.0,0.0593
10980.0,0.0577
11040.0,0.0562
11100.0,0.0548
11160.0,0.0534
11220.0,0.052
11280.0,0.0506
11340.0,0.0493
11400.0,0.048
11460.0,0.0468
11520.0,0.0456
11580.0,0.0444
11640.0,0.0433
11700.0,0.0421
11760.0,0.0411
11820.0,0.04
11880.0,0.039
11940.0,0.0379
12000.0,0.037
12060.0,0.036
12120.0,0.0351
12180.0,0.0342
12240.0,0.0333
12300.0,0.0324
12360.0,0.0316
12420.0,0.0308
12480.0,0.03
12540.0,0.0292
12600.0,0.0284
12660.0,0.0277
12720.0,0.027
12780.0,0.0263
12840.0,0.0256
12900.0,0.0249
12960.0,0.0243
13020.0,0.0237
13080.0,0.0231
13140.0,0.0225
13200.0,0.0219
13260.0,0.0213
13320.0,0.0208
13380.0,0.0202
13440.0,0.0197
13500.0,0.0192
13560.0,0.0187
13620.0,0.0182
13680.0,0.0177
13740.0,0.0173
13800.0,0.0168
13860.0,0.0164
13920.0,0.016
13980.0,0.0156
14040.0,0.0152
14100.0,0.0148
14400.0,0.0
