# Synthetic flood depth hydrograph — case 071
# type=flash  T_peak=228.6 min  h_peak=0.656 m  alpha=2.207  recession_ratio=1.620
# time (min), depth (m)
0.0,0.0
5.0,0.0012
10.0,0.0054
15.0,0.0126
20.0,0.0227
25.0,0.0354
30.0,0.0505
35.0,0.0676
40.0,0.0865
45.0,0.1069
50.0,0.1285
55.0,0.1511
60.0,0.1745
65.0,0.1984
70.0,0.2226
75.0,0.247
80.0,0.2714
85.0,0.2956
90.0,0.3196
95.0,0.3431
100.0,0.3661
105.0,0.3885
110.0,0.4103
115.0,0.4312
120.0,0.4514
125.0,0.4706
130.0,0.489
135.0,0.5064
140.0,0.5229
145.0,0.5384
150.0,0.5529
155.0,0.5663
160.0,0.5788
165.0,0.5903
170.0,0.6008
175.0,0.6103
180.0,0.6188
185.0,0.6264
190.0,0.6331
195.0,0.6389
200.0,0.6437
205.0,0.6478
210.0,0.651
215.0,0.6533
220.0,0.6549
225.0,0.6558
230.0,0.6447
235.0,0.6058
240.0,0.5693
245.0,0.535
250.0,0.5027
255.0,0.4724
260.0,0.4439
265.0,0.4172
270.0,0.392
275.0,0.3684
280.0,0.3462
285.0,0.3253
290.0,0.3057
295.0,0.2873
300.0,0.27
305.0,0.2537
310.0,0.2384
315.0,0.224
320.0,0.2105
325.0,0.1978
330.0,0.1859
335.0,0.1747
340.0,0.1642
345.0,0.1543
350.0,0.145
355.0,0.1362
360.0,0.128
365.0,0.1203
370.0,0.113
375.0,0.1062
380.0,0.0998
385.0,0.0938
390.0,0.0882
395.0,0.0828
400.0,0.0778
405.0,0.0732
410.0,0.0687
415.0,0.0646
420.0,0.0607
425.0,0.057
430.0,0.0536
435.0,0.0504
440.0,0.0473
445.0,0.0445
450.0,0.0418
455.0,0.0393
460.0,0.0369
465.0,0.0347
470.0,0.0326
475.0,0.0306
480.0,0.0288
485.0,0.0271
490.0,0.0254
495.0,0.0239
500.0,0.0224
505.0,0.0211
510.0,0.0198
515.0,0.0186
520.0,0.0175
525.0,0.0165
530.0,0.0155
535.0,0.0145
540.0,0.0137
545.0,0.0128
550.0,0.0121
555.0,0.0113
560.0,0.0106
565.0,0.01
570.0,0.0094
575.0,0.0088
580.0,0.0083
585.0,0.0078
590.0,0.0073
595.0,0.0069
600.0,0.0065
605.0,0.0061
610.0,0.0057
615.0,0.0054
640.0,0.0
