# Synthetic flood depth hydrograph — case 049
# type=flash  T_peak=50.2 min  h_peak=0.647 m  alpha=3.415  recession_ratio=1.710
# time (min), depth (m)
0.0,0.0
5.0,0.0053
10.0,0.0404
15.0,0.1148
20.0,0.2182
25.0,0.3326
30.0,0.4411
35.0,0.5313
40.0,0.5964
45.0,0.6345
50.0,0.647
55.0,0.4992
60.0,0.3817
65.0,0.2919
70.0,0.2232
75.0,0.1706
80.0,0.1305
85.0,0.0998
90.0,0.0763
95.0,0.0583
100.0,0.0446
105.0,0.0341
110.0,0.0261
115.0,0.0199
120.0,0.0152
125.0,0.0117
130.0,0.0089
135.0,0.0068
140.0,0.0052
145.0,0.004
150.0,0.003
175.0,0.0
