# Synthetic flood depth hydrograph — case 092
# type=flash  T_peak=86.2 min  h_peak=1.034 m  alpha=2.207  recession_ratio=1.856
# time (min), depth (m)
0.0,0.0
5.0,0.0154
10.0,0.0626
15.0,0.1349
20.0,0.2239
25.0,0.3224
30.0,0.4242
35.0,0.5245
40.0,0.6196
45.0,0.7071
50.0,0.785
55.0,0.8524
60.0,0.9088
65.0,0.9541
70.0,0.9887
75.0,1.013
80.0,1.0278
85.0,1.0338
90.0,0.9277
95.0,0.8034
100.0,0.6957
105.0,0.6025
110.0,0.5218
115.0,0.4518
120.0,0.3913
125.0,0.3389
130.0,0.2935
135.0,0.2541
140.0,0.2201
145.0,0.1906
150.0,0.165
155.0,0.1429
160.0,0.1238
165.0,0.1072
170.0,0.0928
175.0,0.0804
180.0,0.0696
185.0,0.0603
190.0,0.0522
195.0,0.0452
200.0,0.0392
205.0,0.0339
210.0,0.0294
215.0,0.0254
220.0,0.022
225.0,0.0191
230.0,0.0165
235.0,0.0143
240.0,0.0124
245.0,0.0107
250.0,0.0093
255.0,0.008
260.0,0.007
285.0,0.0
