# Synthetic flood depth hydrograph — case 061
# type=flash  T_peak=126.1 min  h_peak=0.349 m  alpha=1.755  recession_ratio=1.702
# time (min), depth (m)
0.0,0.0
5.0,0.0065
10.0,0.0205
15.0,0.039
20.0,0.0603
25.0,0.0833
30.0,0.1069
35.0,0.1307
40.0,0.1542
45.0,0.1768
50.0,0.1984
55.0,0.2188
60.0,0.2378
65.0,0.2552
70.0,0.2712
75.0,0.2855
80.0,0.2982
85.0,0.3094
90.0,0.3191
95.0,0.3273
100.0,0.334
105.0,0.3394
110.0,0.3436
115.0,0.3465
120.0,0.3483
125.0,0.349
130.0,0.3212
135.0,0.2885
140.0,0.2592
145.0,0.2328
150.0,0.2091
155.0,0.1879
160.0,0.1688
165.0,0.1516
170.0,0.1362
175.0,0.1223
180.0,0.1099
185.0,0.0987
190.0,0.0887
195.0,0.0797
200.0,0.0716
205.0,0.0643
210.0,0.0577
215.0,0.0519
220.0,0.0466
225.0,0.0419
230.0,0.0376
235.0,0.0338
240.0,0.0303
245.0,0.0273
250.0,0.0245
255.0,0.022
260.0,0.0198
265.0,0.0177
270.0,0.0159
275.0,0.0143
280.0,0.0129
285.0,0.0116
290.0,0.0104
295.0,0.0093
300.0,0.0084
305.0,0.0075
310.0,0.0068
315.0,0.0061
320.0,0.0055
325.0,0.0049
330.0,0.0044
335.0,0.004
340.0,0.0036
345.0,0.0032
350.0,0.0029
355.0,0.0026
380.0,0.0
