# Synthetic flood depth hydrograph — case 099
# type=flash  T_peak=203.6 min  h_peak=0.502 m  alpha=3.367  recession_ratio=1.998
# time (min), depth (m)
0.0,0.0
5.0,0.0001
10.0,0.0005
15.0,0.0017
20.0,0.0042
25.0,0.0083
30.0,0.014
35.0,0.0217
40.0,0.0313
45.0,0.0429
50.0,0.0563
55.0,0.0715
60.0,0.0882
65.0,0.1063
70.0,0.1256
75.0,0.1459
80.0,0.1669
85.0,0.1884
90.0,0.2103
95.0,0.2323
100.0,0.2541
105.0,0.2757
110.0,0.2969
115.0,0.3175
120.0,0.3373
125.0,0.3563
130.0,0.3743
135.0,0.3913
140.0,0.4072
145.0,0.4219
150.0,0.4354
155.0,0.4476
160.0,0.4586
165.0,0.4683
170.0,0.4767
175.0,0.4839
180.0,0.4898
185.0,0.4945
190.0,0.4981
195.0,0.5004
200.0,0.5017
205.0,0.4942
210.0,0.467
215.0,0.4413
220.0,0.417
225.0,0.394
230.0,0.3724
235.0,0.3519
240.0,0.3325
245.0,0.3142
250.0,0.2969
255.0,0.2806
260.0,0.2651
265.0,0.2505
270.0,0.2368
275.0,0.2237
280.0,0.2114
285.0,0.1998
290.0,0.1888
295.0,0.1784
300.0,0.1686
305.0,0.1593
310.0,0.1505
315.0,0.1423
320.0,0.1344
325.0,0.127
330.0,0.12
335.0,0.1134
340.0,0.1072
345.0,0.1013
350.0,0.0957
355.0,0.0905
360.0,0.0855
365.0,0.0808
370.0,0.0763
375.0,0.0721
380.0,0.0682
385.0,0.0644
390.0,0.0609
395.0,0.0575
400.0,0.0543
405.0,0.0514
410.0,0.0485
415.0,0.0459
420.0,0.0433
425.0,0.041
430.0,0.0387
435.0,0.0366
440.0,0.0346
445.0,0.0327
450.0,0.0309
455.0,0.0292
460.0,0.0276
465.0,0.026
470.0,0.0246
475.0,0.0233
480.0,0.022
485.0,0.0208
490.0,0.0196
495.0,0.0185
500.0,0.0175
505.0,0.0166
510.0,0.0156
515.0,0.0148
520.0,0.014
525.0,0.0132
530.0,0.0125
535.0,0.0118
540.0,0.0111
545.0,0.0105
550.0,0.0099
555.0,0.0094
560.0,0.0089
565.0,0.0084
570.0,0.0079
575.0,0.0075
580.0,0.0071
585.0,0.0067
590.0,0.0063
595.0,0.006
600.0,0.0056
605.0,0.0053
610.0,0.005
615.0,0.0048
620.0,0.0045
625.0,0.0043
650.0,0.0
