# Synthetic flood depth hydrograph — case 016
# type=short  T_peak=511.1 min  h_peak=0.328 m  alpha=2.125  recession_ratio=2.057
# time (min), depth (m)
0.0,0.0
15.0,0.0014
30.0,0.0059
45.0,0.013
60.0,0.0226
75.0,0.0341
90.0,0.0471
105.0,0.0615
120.0,0.0767
135.0,0.0926
150.0,0.1088
165.0,0.1251
180.0,0.1415
195.0,0.1575
210.0,0.1733
225.0,0.1885
240.0,0.2031
255.0,0.2171
270.0,0.2303
285.0,0.2427
300.0,0.2543
315.0,0.265
330.0,0.2749
345.0,0.2839
360.0,0.2919
375.0,0.2991
390.0,0.3055
405.0,0.311
420.0,0.3156
435.0,0.3195
450.0,0.3226
465.0,0.325
480.0,0.3267
495.0,0.3276
510.0,0.328
525.0,0.3086
540.0,0.289
555.0,0.2706
570.0,0.2534
585.0,0.2373
600.0,0.2222
615.0,0.2081
630.0,0.1948
645.0,0.1824
660.0,0.1708
675.0,0.16
690.0,0.1498
705.0,0.1403
720.0,0.1314
735.0,0.123
750.0,0.1152
765.0,0.1079
780.0,0.101
795.0,0.0946
810.0,0.0886
825.0,0.0829
840.0,0.0777
855.0,0.0727
870.0,0.0681
885.0,0.0638
900.0,0.0597
915.0,0.0559
930.0,0.0524
945.0,0.049
960.0,0.0459
975.0,0.043
990.0,0.0403
1005.0,0.0377
1020.0,0.0353
1035.0,0.0331
1050.0,0.0309
1065.0,0.029
1080.0,0.0271
1095.0,0.0254
1110.0,0.0238
1125.0,0.0223
1140.0,0.0209
1155.0,0.0195
1170.0,0.0183
1185.0,0.0171
1200.0,0.016
1215.0,0.015
1230.0,0.0141
1245.0,0.0132
1260.0,0.0123
1275.0,0.0116
1290.0,0.0108
1305.0,0.0101
1320.0,0.0095
1335.0,0.0089
1350.0,0.0083
1365.0,0.0078
1380.0,0.0073
1395.0,0.0068
1410.0,0.0064
1425.0,0.006
1440.0,0.0056
1455.0,0.0053
1470.0,0.0049
1485.0,0.0046
1500.0,0.0043
1515.0,0.004
1530.0,0.0038
1545.0,0.0035
1560.0,0.0033
1575.0,0.0031
1590.0,0.0029
1605.0,0.0027
1680.0,0.0
