# Synthetic flood depth hydrograph — case 050
# type=flash  T_peak=52.8 min  h_peak=0.133 m  alpha=2.850  recession_ratio=1.456
# time (min), depth (m)
0.0,0.0
5.0,0.0021
10.0,0.0117
15.0,0.0284
20.0,0.0491
25.0,0.0709
30.0,0.091
35.0,0.1077
40.0,0.1203
45.0,0.1285
50.0,0.1325
55.0,0.1164
60.0,0.0863
65.0,0.0639
70.0,0.0474
75.0,0.0351
80.0,0.026
85.0,0.0193
90.0,0.0143
95.0,0.0106
100.0,0.0079
105.0,0.0058
110.0,0.0043
115.0,0.0032
120.0,0.0024
125.0,0.0018
130.0,0.0013
135.0,0.001
140.0,0.0007
145.0,0.0005
170.0,0.0
