# Synthetic flood depth hydrograph — case 100
# type=prolonged  T_peak=4400.0 min  h_peak=0.419 m  alpha=1.615  recession_ratio=5.614
# time (min), depth (m)
0.0,0.0
60.0,0.002
120.0,0.006
180.0,0.0113
240.0,0.0176
300.0,0.0247
360.0,0.0324
420.0,0.0406
480.0,0.0493
540.0,0.0584
600.0,0.0677
660.0,0.0772
720.0,0.0869
780.0,0.0968
840.0,0.1067
900.0,0.1167
960.0,0.1267
1020.0,0.1367
1080.0,0.1466
1140.0,0.1565
1200.0,0.1663
1260.0,0.1761
1320.0,0.1857
1380.0,0.1951
1440.0,0.2045
1500.0,0.2137
1560.0,0.2227
1620.0,0.2315
1680.0,0.2402
1740.0,0.2486
1800.0,0.2569
1860.0,0.265
1920.0,0.2728
1980.0,0.2805
2040.0,0.2879
2100.0,0.2952
2160.0,0.3022
2220.0,0.309
2280.0,0.3155
2340.0,0.3219
2400.0,0.328
2460.0,0.3339
2520.0,0.3396
2580.0,0.3451
2640.0,0.3503
2700.0,0.3554
2760.0,0.3602
2820.0,0.3648
2880.0,0.3692
2940.0,0.3734
3000.0,0.3774
3060.0,0.3811
3120.0,0.3847
3180.0,0.3881
3240.0,0.3913
3300.0,0.3943
3360.0,0.3971
3420.0,0.3997
3480.0,0.4021
3540.0,0.4044
3600.0,0.4064
3660.0,0.4083
3720.0,0.4101
3780.0,0.4116
3840.0,0.413
3900.0,0.4143
3960.0,0.4154
4020.0,0.4163
4080.0,0.4171
4140.0,0.4178
4200.0,0.4183
4260.0,0.4187
4320.0,0.4189
4380.0,0.419
4440.0,0.4159
4500.0,0.4113
4560.0,0.4067
4620.0,0.4022
4680.0,0.3977
4740.0,0.3933
4800.0,0.3889
4860.0,0.3846
4920.0,0.3803
4980.0,0.3761
5040.0,0.3719
5100.0,0.3677
5160.0,0.3636
5220.0,0.3596
5280.0,0.3556
5340.0,0.3516
5400.0,0.3477
5460.0,0.3439
5520.0,0.34
5580.0,0.3363
5640.0,0.3325
5700.0,0.3288
5760.0,0.3252
5820.0,0.3215
5880.0,0.318
5940.0,0.3144
6000.0,0.3109
6060.0,0.3075
6120.0,0.3041
6180.0,0.3007
6240.0,0.2973
6300.0,0.294
6360.0,0.2907
6420.0,0.2875
6480.0,0.2843
6540.0,0.2812
6600.0,0.278
6660.0,0.2749
6720.0,0.2719
6780.0,0.2688
6840.0,0.2659
6900.0,0.2629
6960.0,0.26
7020.0,0.2571
7080.0,0.2542
7140.0,0.2514
7200.0,0.2486
7260.0,0.2458
7320.0,0.2431
7380.0,0.2404
7440.0,0.2377
7500.0,0.2351
7560.0,0.2325
7620.0,0.2299
7680.0,0.2273
7740.0,0.2248
7800.0,0.2223
7860.0,0.2198
7920.0,0.2174
7980.0,0.215
8040.0,0.2126
8100.0,0.2102
8160.0,0.2079
8220.0,0.2055
8280.0,0.2033
8340.0,0.201
8400.0,0.1988
8460.0,0.1966
8520.0,0.1944
8580.0,0.1922
8640.0,0.1901
8700.0,0.188
8760.0,0.1859
8820.0,0.1838
8880.0,0.1818
8940.0,0.1797
9000.0,0.1777
9060.0,0.1758
9120.0,0.1738
9180.0,0.1719
9240.0,0.17
9300.0,0.1681
9360.0,0.1662
9420.0,0.1643
9480.0,0.1625
9540.0,0.1607
9600.0,0.1589
9660.0,0.1572
9720.0,0.1554
9780.0,0.1537
9840.0,0.152
9900.0,0.1503
9960.0,0.1486
10020.0,0.147
10080.0,0.1453
10140.0,0.1437
10200.0,0.1421
10260.0,0.1405
10320.0,0.139
10380.0,0.1374
10440.0,0.1359
10500.0,0.1344
10560.0,0.1329
10620.0,0.1314
10680.0,0.1299
10740.0,0.1285
10800.0,0.1271
10860.0,0.1257
10920.0,0.1243
10980.0,0.1229
11040.0,0.1215
11100.0,0.1202
11160.0,0.1188
11220.0,0.1175
11280.0,0.1162
11340.0,0.1149
11400.0,0.1136
11460.0,0.1124
11520.0,0.1111
11580.0,0.1099
11640.0,0.1086
11700.0,0.1074
11760.0,0.1062
11820.0,0.1051
11880.0,0.1039
11940.0,0.1027
12000.0,0.1016
12060.0,0.1005
12120.0,0.0993
12180.0,0.0982
12240.0,0.0971
12300.0,0.0961
12360.0,0.095
12420.0,0.0939
12480.0,0.0929
