# Synthetic flood depth hydrograph — case 051
# type=prolonged  T_peak=2775.0 min  h_peak=0.638 m  alpha=2.539  recession_ratio=4.170
# time (min), depth (m)
0.0,0.0
60.0,0.0005
120.0,0.0025
180.0,0.0066
240.0,0.013
300.0,0.0216
360.0,0.0325
420.0,0.0456
480.0,0.0605
540.0,0.0773
600.0,0.0956
660.0,0.1152
720.0,0.1361
780.0,0.1578
840.0,0.1803
900.0,0.2034
960.0,0.2268
1020.0,0.2504
1080.0,0.274
1140.0,0.2975
1200.0,0.3208
1260.0,0.3437
1320.0,0.3662
1380.0,0.388
1440.0,0.4092
1500.0,0.4296
1560.0,0.4493
1620.0,0.468
1680.0,0.4859
1740.0,0.5028
1800.0,0.5187
1860.0,0.5336
1920.0,0.5475
1980.0,0.5604
2040.0,0.5723
2100.0,0.5831
2160.0,0.5928
2220.0,0.6016
2280.0,0.6093
2340.0,0.6161
2400.0,0.6219
2460.0,0.6268
2520.0,0.6308
2580.0,0.6338
2640.0,0.636
2700.0,0.6374
2760.0,0.638
2820.0,0.6267
2880.0,0.6119
2940.0,0.5975
3000.0,0.5834
3060.0,0.5696
3120.0,0.5562
3180.0,0.543
3240.0,0.5302
3300.0,0.5177
3360.0,0.5055
3420.0,0.4936
3480.0,0.4819
3540.0,0.4705
3600.0,0.4594
3660.0,0.4486
3720.0,0.438
3780.0,0.4277
3840.0,0.4176
3900.0,0.4077
3960.0,0.3981
4020.0,0.3887
4080.0,0.3796
4140.0,0.3706
4200.0,0.3619
4260.0,0.3533
4320.0,0.345
4380.0,0.3368
4440.0,0.3289
4500.0,0.3211
4560.0,0.3136
4620.0,0.3062
4680.0,0.2989
4740.0,0.2919
4800.0,0.285
4860.0,0.2783
4920.0,0.2717
4980.0,0.2653
5040.0,0.259
5100.0,0.2529
5160.0,0.247
5220.0,0.2411
5280.0,0.2354
5340.0,0.2299
5400.0,0.2245
5460.0,0.2192
5520.0,0.214
5580.0,0.2089
5640.0,0.204
5700.0,0.1992
5760.0,0.1945
5820.0,0.1899
5880.0,0.1854
5940.0,0.1811
6000.0,0.1768
6060.0,0.1726
6120.0,0.1685
6180.0,0.1646
6240.0,0.1607
6300.0,0.1569
6360.0,0.1532
6420.0,0.1496
6480.0,0.146
6540.0,0.1426
6600.0,0.1392
6660.0,0.1359
6720.0,0.1327
6780.0,0.1296
6840.0,0.1265
6900.0,0.1236
6960.0,0.1206
7020.0,0.1178
7080.0,0.115
7140.0,0.1123
7200.0,0.1097
7260.0,0.1071
7320.0,0.1045
7380.0,0.1021
7440.0,0.0997
7500.0,0.0973
7560.0,0.095
7620.0,0.0928
7680.0,0.0906
7740.0,0.0884
7800.0,0.0864
7860.0,0.0843
7920.0,0.0823
7980.0,0.0804
8040.0,0.0785
8100.0,0.0766
8160.0,0.0748
8220.0,0.0731
8280.0,0.0713
8340.0,0.0697
8400.0,0.068
8460.0,0.0664
8520.0,0.0648
8580.0,0.0633
8640.0,0.0618
8700.0,0.0604
8760.0,0.0589
8820.0,0.0575
8880.0,0.0562
8940.0,0.0549
9000.0,0.0536
9060.0,0.0523
9120.0,0.0511
9180.0,0.0499
9240.0,0.0487
9300.0,0.0475
9360.0,0.0464
9420.0,0.0453
9480.0,0.0443
9540.0,0.0432
9600.0,0.0422
9660.0,0.0412
9720.0,0.0402
9780.0,0.0393
9840.0,0.0383
9900.0,0.0374
9960.0,0.0366
10020.0,0.0357
10080.0,0.0349
10140.0,0.034
10200.0,0.0332
10260.0,0.0324
10320.0,0.0317
10380.0,0.0309
10440.0,0.0302
10500.0,0.0295
10560.0,0.0288
10620.0,0.0281
10680.0,0.0275
10740.0,0.0268
10800.0,0.0262
10860.0,0.0256
10920.0,0.025
10980.0,0.0244
11040.0,0.0238
11100.0,0.0232
11160.0,0.0227
11220.0,0.0221
11280.0,0.0216
11340.0,0.0211
11400.0,0.0206
11460.0,0.0201
11520.0,0.0197
11580.0,0.0192
11640.0,0.0187
11700.0,0.0183
11760.0,0.0179
11820.0,0.0174
11880.0,0.017
11940.0,0.0166
12000.0,0.0162
12060.0,0.0159
12120.0,0.0155
12180.0,0.0151
12240.0,0.0148
12300.0,0.0144
12360.0,0.0141
12420.0,0.0137
12480.0,0.0134
12540.0,0.0131
12600.0,0.0128
12660.0,0.0125
12720.0,0.0122
12780.0,0.0119
12840.0,0.0116
12900.0,0.0113
12960.0,0.0111
13020.0,0.0108
13080.0,0.0106
13140.0,0.0103
13200.0,0.0101
13260.0,0.0098
13320.0,0.0096
13380.0,0.0094
13440.0,0.0092
13500.0,0.0089
13560.0,0.0087
13620.0,0.0085
13680.0,0.0083
13740.0,0.0081
13800.0,0.0079
13860.0,0.0077
13920.0,0.0076
13980.0,0.0074
14040.0,0.0072
14100.0,0.007
14160.0,0.0069
14220.0,0.0067
14280.0,0.0066
14340.0,0.0064
14400.0,0.0062
14460.0,0.0061
14520.0,0.006
14820.0,0.0
