# Synthetic flood depth hydrograph — case 096
# type=flash  T_peak=184.8 min  h_peak=0.167 m  alpha=2.815  recession_ratio=1.552
# time (min), depth (m)
0.0,0.0
5.0,0.0001
10.0,0.0007
15.0,0.0019
20.0,0.0039
25.0,0.0068
30.0,0.0106
35.0,0.0151
40.0,0.0204
45.0,0.0264
50.0,0.0329
55.0,0.0398
60.0,0.0471
65.0,0.0547
70.0,0.0625
75.0,0.0703
80.0,0.0781
85.0,0.0858
90.0,0.0934
95.0,0.1008
100.0,0.1079
105.0,0.1147
110.0,0.1212
115.0,0.1273
120.0,0.1329
125.0,0.1382
130.0,0.143
135.0,0.1474
140.0,0.1513
145.0,0.1547
150.0,0.1577
155.0,0.1603
160.0,0.1624
165.0,0.1641
170.0,0.1654
175.0,0.1663
180.0,0.1668
185.0,0.1663
190.0,0.1535
195.0,0.1417
200.0,0.1307
205.0,0.1206
210.0,0.1113
215.0,0.1027
220.0,0.0948
225.0,0.0875
230.0,0.0807
235.0,0.0745
240.0,0.0688
245.0,0.0635
250.0,0.0586
255.0,0.054
260.0,0.0499
265.0,0.046
270.0,0.0425
275.0,0.0392
280.0,0.0362
285.0,0.0334
290.0,0.0308
295.0,0.0284
300.0,0.0262
305.0,0.0242
310.0,0.0223
315.0,0.0206
320.0,0.019
325.0,0.0176
330.0,0.0162
335.0,0.015
340.0,0.0138
345.0,0.0127
350.0,0.0118
355.0,0.0108
360.0,0.01
365.0,0.0092
370.0,0.0085
375.0,0.0079
380.0,0.0073
385.0,0.0067
390.0,0.0062
395.0,0.0057
400.0,0.0053
405.0,0.0049
410.0,0.0045
415.0,0.0041
420.0,0.0038
425.0,0.0035
430.0,0.0033
435.0,0.003
440.0,0.0028
445.0,0.0026
450.0,0.0024
455.0,0.0022
460.0,0.002
465.0,0.0019
470.0,0.0017
475.0,0.0016
480.0,0.0015
485.0,0.0013
510.0,0.0
