# Synthetic flood depth hydrograph — case 084
# type=prolonged  T_peak=3693.9 min  h_peak=0.339 m  alpha=2.729  recession_ratio=4.539
# time (min), depth (m)
0.0,0.0
60.0,0.0001
120.0,0.0004
180.0,0.0012
240.0,0.0025
300.0,0.0044
360.0,0.0069
420.0,0.0101
480.0,0.0139
540.0,0.0183
600.0,0.0234
660.0,0.029
720.0,0.0352
780.0,0.0419
840.0,0.049
900.0,0.0566
960.0,0.0646
1020.0,0.0729
1080.0,0.0815
1140.0,0.0904
1200.0,0.0995
1260.0,0.1087
1320.0,0.1181
1380.0,0.1275
1440.0,0.137
1500.0,0.1466
1560.0,0.156
1620.0,0.1655
1680.0,0.1748
1740.0,0.184
1800.0,0.1931
1860.0,0.202
1920.0,0.2108
1980.0,0.2193
2040.0,0.2276
2100.0,0.2356
2160.0,0.2434
2220.0,0.251
2280.0,0.2582
2340.0,0.2652
2400.0,0.2718
2460.0,0.2782
2520.0,0.2842
2580.0,0.2899
2640.0,0.2953
2700.0,0.3003
2760.0,0.3051
2820.0,0.3095
2880.0,0.3136
2940.0,0.3174
3000.0,0.3208
3060.0,0.3239
3120.0,0.3267
3180.0,0.3293
3240.0,0.3315
3300.0,0.3334
3360.0,0.335
3420.0,0.3363
3480.0,0.3374
3540.0,0.3382
3600.0,0.3387
3660.0,0.339
3720.0,0.3366
3780.0,0.3311
3840.0,0.3257
3900.0,0.3203
3960.0,0.3151
4020.0,0.31
4080.0,0.3049
4140.0,0.2999
4200.0,0.295
4260.0,0.2902
4320.0,0.2854
4380.0,0.2808
4440.0,0.2762
4500.0,0.2717
4560.0,0.2672
4620.0,0.2629
4680.0,0.2586
4740.0,0.2543
4800.0,0.2502
4860.0,0.2461
4920.0,0.2421
4980.0,0.2381
5040.0,0.2342
5100.0,0.2304
5160.0,0.2266
5220.0,0.2229
5280.0,0.2193
5340.0,0.2157
5400.0,0.2122
5460.0,0.2087
5520.0,0.2053
5580.0,0.2019
5640.0,0.1986
5700.0,0.1954
5760.0,0.1922
5820.0,0.1891
5880.0,0.186
5940.0,0.1829
6000.0,0.1799
6060.0,0.177
6120.0,0.1741
6180.0,0.1713
6240.0,0.1685
6300.0,0.1657
6360.0,0.163
6420.0,0.1603
6480.0,0.1577
6540.0,0.1551
6600.0,0.1526
6660.0,0.1501
6720.0,0.1477
6780.0,0.1452
6840.0,0.1429
6900.0,0.1405
6960.0,0.1382
7020.0,0.136
7080.0,0.1338
7140.0,0.1316
7200.0,0.1294
7260.0,0.1273
7320.0,0.1252
7380.0,0.1232
7440.0,0.1212
7500.0,0.1192
7560.0,0.1172
7620.0,0.1153
7680.0,0.1134
7740.0,0.1116
7800.0,0.1098
7860.0,0.108
7920.0,0.1062
7980.0,0.1045
8040.0,0.1028
8100.0,0.1011
8160.0,0.0994
8220.0,0.0978
8280.0,0.0962
8340.0,0.0946
8400.0,0.0931
8460.0,0.0916
8520.0,0.0901
8580.0,0.0886
8640.0,0.0871
8700.0,0.0857
8760.0,0.0843
8820.0,0.0829
8880.0,0.0816
8940.0,0.0802
9000.0,0.0789
9060.0,0.0776
9120.0,0.0764
9180.0,0.0751
9240.0,0.0739
9300.0,0.0727
9360.0,0.0715
9420.0,0.0703
9480.0,0.0692
9540.0,0.0681
9600.0,0.0669
9660.0,0.0658
9720.0,0.0648
9780.0,0.0637
