# Synthetic flood depth hydrograph — case 041
# type=flash  T_peak=196.1 min  h_peak=0.870 m  alpha=2.252  recession_ratio=1.692
# time (min), depth (m)
0.0,0.0
5.0,0.002
10.0,0.0091
15.0,0.0213
20.0,0.0385
25.0,0.06
30.0,0.0855
35.0,0.1142
40.0,0.1457
45.0,0.1793
50.0,0.2146
55.0,0.2512
60.0,0.2885
65.0,0.3262
70.0,0.3639
75.0,0.4014
80.0,0.4382
85.0,0.4743
90.0,0.5094
95.0,0.5432
100.0,0.5757
105.0,0.6067
110.0,0.6361
115.0,0.6639
120.0,0.6899
125.0,0.7141
130.0,0.7365
135.0,0.7571
140.0,0.7758
145.0,0.7928
150.0,0.8079
155.0,0.8213
160.0,0.8329
165.0,0.8429
170.0,0.8512
175.0,0.8579
180.0,0.8631
185.0,0.8668
190.0,0.869
195.0,0.87
200.0,0.8239
205.0,0.7687
210.0,0.7171
215.0,0.6691
220.0,0.6242
225.0,0.5823
230.0,0.5433
235.0,0.5069
240.0,0.4729
245.0,0.4412
250.0,0.4116
255.0,0.384
260.0,0.3583
265.0,0.3342
270.0,0.3118
275.0,0.2909
280.0,0.2714
285.0,0.2532
290.0,0.2362
295.0,0.2204
300.0,0.2056
305.0,0.1918
310.0,0.179
315.0,0.167
320.0,0.1558
325.0,0.1453
330.0,0.1356
335.0,0.1265
340.0,0.118
345.0,0.1101
350.0,0.1027
355.0,0.0958
360.0,0.0894
365.0,0.0834
370.0,0.0778
375.0,0.0726
380.0,0.0677
385.0,0.0632
390.0,0.059
395.0,0.055
400.0,0.0513
405.0,0.0479
410.0,0.0447
415.0,0.0417
420.0,0.0389
425.0,0.0363
430.0,0.0338
435.0,0.0316
440.0,0.0295
445.0,0.0275
450.0,0.0256
455.0,0.0239
460.0,0.0223
465.0,0.0208
470.0,0.0194
475.0,0.0181
480.0,0.0169
485.0,0.0158
490.0,0.0147
495.0,0.0137
500.0,0.0128
505.0,0.0119
510.0,0.0111
515.0,0.0104
520.0,0.0097
525.0,0.0091
530.0,0.0084
535.0,0.0079
540.0,0.0073
545.0,0.0069
570.0,0.0
