# Synthetic flood depth hydrograph — case 089
# type=flash  T_peak=94.6 min  h_peak=0.336 m  alpha=3.981  recession_ratio=1.275
# time (min), depth (m)
0.0,0.0
5.0,0.0001
10.0,0.0015
15.0,0.0063
20.0,0.016
25.0,0.0315
30.0,0.0527
35.0,0.0788
40.0,0.1087
45.0,0.1407
50.0,0.1734
55.0,0.2054
60.0,0.2353
65.0,0.2622
70.0,0.2853
75.0,0.3042
80.0,0.3187
85.0,0.3287
90.0,0.3344
95.0,0.3308
100.0,0.2733
105.0,0.2258
110.0,0.1865
115.0,0.1541
120.0,0.1273
125.0,0.1052
130.0,0.0869
135.0,0.0718
140.0,0.0593
145.0,0.049
150.0,0.0405
155.0,0.0335
160.0,0.0276
165.0,0.0228
170.0,0.0189
175.0,0.0156
180.0,0.0129
185.0,0.0106
190.0,0.0088
195.0,0.0073
200.0,0.006
205.0,0.005
210.0,0.0041
215.0,0.0034
220.0,0.0028
225.0,0.0023
230.0,0.0019
255.0,0.0
