# Synthetic flood depth hydrograph — case 022
# type=flash  T_peak=103.3 min  h_peak=0.422 m  alpha=2.548  recession_ratio=1.696
# time (min), depth (m)
0.0,0.0
5.0,0.0021
10.0,0.011
15.0,0.0273
20.0,0.0502
25.0,0.0784
30.0,0.1103
35.0,0.1444
40.0,0.1793
45.0,0.214
50.0,0.2474
55.0,0.2788
60.0,0.3076
65.0,0.3335
70.0,0.356
75.0,0.3752
80.0,0.3909
85.0,0.4033
90.0,0.4124
95.0,0.4184
100.0,0.4214
105.0,0.4033
110.0,0.3537
115.0,0.3101
120.0,0.2719
125.0,0.2384
130.0,0.209
135.0,0.1833
140.0,0.1607
145.0,0.1409
150.0,0.1236
155.0,0.1083
160.0,0.095
165.0,0.0833
170.0,0.073
175.0,0.064
180.0,0.0561
185.0,0.0492
190.0,0.0432
195.0,0.0378
200.0,0.0332
205.0,0.0291
210.0,0.0255
215.0,0.0224
220.0,0.0196
225.0,0.0172
230.0,0.0151
235.0,0.0132
240.0,0.0116
245.0,0.0102
250.0,0.0089
255.0,0.0078
260.0,0.0069
265.0,0.006
270.0,0.0053
275.0,0.0046
280.0,0.0041
285.0,0.0036
290.0,0.0031
295.0,0.0027
320.0,0.0
