# Synthetic flood depth hydrograph — case 069
# type=prolonged  T_peak=3384.2 min  h_peak=0.656 m  alpha=3.365  recession_ratio=3.702
# time (min), depth (m)
0.0,0.0
60.0,0.0
120.0,0.0002
180.0,0.0008
240.0,0.002
300.0,0.0041
360.0,0.007
420.0,0.0112
480.0,0.0165
540.0,0.0231
600.0,0.031
660.0,0.0402
720.0,0.0508
780.0,0.0626
840.0,0.0757
900.0,0.09
960.0,0.1053
1020.0,0.1217
1080.0,0.1389
1140.0,0.157
1200.0,0.1758
1260.0,0.1951
1320.0,0.215
1380.0,0.2352
1440.0,0.2557
1500.0,0.2764
1560.0,0.2971
1620.0,0.3178
1680.0,0.3384
1740.0,0.3587
1800.0,0.3788
1860.0,0.3985
1920.0,0.4177
1980.0,0.4364
2040.0,0.4546
2100.0,0.4722
2160.0,0.4891
2220.0,0.5052
2280.0,0.5207
2340.0,0.5353
2400.0,0.5492
2460.0,0.5622
2520.0,0.5744
2580.0,0.5857
2640.0,0.5961
2700.0,0.6057
2760.0,0.6145
2820.0,0.6223
2880.0,0.6293
2940.0,0.6355
3000.0,0.6408
3060.0,0.6453
3120.0,0.6489
3180.0,0.6518
3240.0,0.6539
3300.0,0.6553
3360.0,0.6559
3420.0,0.6474
3480.0,0.6333
3540.0,0.6195
3600.0,0.606
3660.0,0.5928
3720.0,0.5798
3780.0,0.5672
3840.0,0.5548
3900.0,0.5427
3960.0,0.5309
4020.0,0.5193
4080.0,0.508
4140.0,0.4969
4200.0,0.486
4260.0,0.4754
4320.0,0.4651
4380.0,0.4549
4440.0,0.445
4500.0,0.4353
4560.0,0.4258
4620.0,0.4165
4680.0,0.4074
4740.0,0.3985
4800.0,0.3898
4860.0,0.3813
4920.0,0.373
4980.0,0.3649
5040.0,0.3569
5100.0,0.3491
5160.0,0.3415
5220.0,0.3341
5280.0,0.3268
5340.0,0.3197
5400.0,0.3127
5460.0,0.3059
5520.0,0.2992
5580.0,0.2927
5640.0,0.2863
5700.0,0.28
5760.0,0.2739
5820.0,0.268
5880.0,0.2621
5940.0,0.2564
6000.0,0.2508
6060.0,0.2453
6120.0,0.24
6180.0,0.2347
6240.0,0.2296
6300.0,0.2246
6360.0,0.2197
6420.0,0.2149
6480.0,0.2102
6540.0,0.2057
6600.0,0.2012
6660.0,0.1968
6720.0,0.1925
6780.0,0.1883
6840.0,0.1842
6900.0,0.1802
6960.0,0.1762
7020.0,0.1724
7080.0,0.1686
7140.0,0.1649
7200.0,0.1613
7260.0,0.1578
7320.0,0.1544
7380.0,0.151
7440.0,0.1477
7500.0,0.1445
7560.0,0.1414
7620.0,0.1383
7680.0,0.1353
7740.0,0.1323
7800.0,0.1294
7860.0,0.1266
7920.0,0.1238
7980.0,0.1211
8040.0,0.1185
8100.0,0.1159
8160.0,0.1134
8220.0,0.1109
8280.0,0.1085
8340.0,0.1061
8400.0,0.1038
8460.0,0.1015
8520.0,0.0993
8580.0,0.0972
8640.0,0.095
8700.0,0.093
8760.0,0.0909
8820.0,0.089
8880.0,0.087
8940.0,0.0851
9000.0,0.0833
9060.0,0.0814
9120.0,0.0797
9180.0,0.0779
9240.0,0.0762
9300.0,0.0746
9360.0,0.0729
9420.0,0.0713
9480.0,0.0698
9540.0,0.0683
9600.0,0.0668
9660.0,0.0653
9720.0,0.0639
9780.0,0.0625
9840.0,0.0611
9900.0,0.0598
9960.0,0.0585
10020.0,0.0572
10080.0,0.056
10140.0,0.0548
10200.0,0.0536
10260.0,0.0524
10320.0,0.0513
10380.0,0.0501
10440.0,0.049
10500.0,0.048
10560.0,0.0469
10620.0,0.0459
10680.0,0.0449
10740.0,0.0439
10800.0,0.043
10860.0,0.042
10920.0,0.0411
10980.0,0.0402
11040.0,0.0393
11100.0,0.0385
11160.0,0.0376
11220.0,0.0368
11280.0,0.036
11340.0,0.0352
11400.0,0.0345
11460.0,0.0337
11520.0,0.033
11580.0,0.0323
11640.0,0.0315
11700.0,0.0309
11760.0,0.0302
11820.0,0.0295
11880.0,0.0289
11940.0,0.0283
12000.0,0.0276
12060.0,0.027
12120.0,0.0264
12180.0,0.0259
12240.0,0.0253
12300.0,0.0248
12360.0,0.0242
12420.0,0.0237
12480.0,0.0232
12540.0,0.0227
12600.0,0.0222
12660.0,0.0217
12720.0,0.0212
12780.0,0.0207
12840.0,0.0203
12900.0,0.0199
12960.0,0.0194
13020.0,0.019
13080.0,0.0186
13140.0,0.0182
13200.0,0.0178
13260.0,0.0174
13320.0,0.017
13380.0,0.0166
13440.0,0.0163
13500.0,0.0159
13560.0,0.0156
13620.0,0.0152
13680.0,0.0149
13740.0,0.0146
13800.0,0.0143
13860.0,0.014
13920.0,0.0136
13980.0,0.0133
14040.0,0.0131
14100.0,0.0128
14160.0,0.0125
14220.0,0.0122
14280.0,0.012
14340.0,0.0117
14400.0,0.0114
14460.0,0.0112
14520.0,0.0109
14580.0,0.0107
14640.0,0.0105
14700.0,0.0102
14760.0,0.01
14820.0,0.0098
14880.0,0.0096
14940.0,0.0094
15000.0,0.0092
15060.0,0.009
15120.0,0.0088
15180.0,0.0086
15240.0,0.0084
15300.0,0.0082
15360.0,0.008
15420.0,0.0079
15480.0,0.0077
15540.0,0.0075
15600.0,0.0074
15660.0,0.0072
15720.0,0.007
15780.0,0.0069
15840.0,0.0067
15900.0,0.0066
15960.0,0.0064
16020.0,0.0063
16080.0,0.0062
16380.0,0.0
