# Synthetic flood depth hydrograph — case 040
# type=flash  T_peak=57.1 min  h_peak=0.580 m  alpha=2.506  recession_ratio=1.527
# time (min), depth (m)
0.0,0.0
5.0,0.0128
10.0,0.0583
15.0,0.1293
20.0,0.2134
25.0,0.2997
30.0,0.38
35.0,0.4489
40.0,0.5037
45.0,0.5432
50.0,0.568
55.0,0.579
60.0,0.4968
65.0,0.3814
70.0,0.2929
75.0,0.2249
80.0,0.1727
85.0,0.1326
90.0,0.1018
95.0,0.0782
100.0,0.06
105.0,0.0461
110.0,0.0354
115.0,0.0272
120.0,0.0209
125.0,0.016
130.0,0.0123
135.0,0.0094
140.0,0.0072
145.0,0.0056
150.0,0.0043
155.0,0.0033
160.0,0.0025
185.0,0.0
