# Synthetic flood depth hydrograph — case 054
# type=short  T_peak=438.3 min  h_peak=0.791 m  alpha=2.511  recession_ratio=2.858
# time (min), depth (m)
0.0,0.0
15.0,0.0019
30.0,0.0098
45.0,0.0248
60.0,0.0469
75.0,0.0753
90.0,0.1092
105.0,0.1476
120.0,0.1894
135.0,0.2337
150.0,0.2794
165.0,0.3257
180.0,0.3718
195.0,0.4172
210.0,0.4611
225.0,0.5032
240.0,0.543
255.0,0.5802
270.0,0.6146
285.0,0.646
300.0,0.6743
315.0,0.6994
330.0,0.7213
345.0,0.7401
360.0,0.7558
375.0,0.7684
390.0,0.7781
405.0,0.785
420.0,0.7892
435.0,0.7909
450.0,0.7577
465.0,0.717
480.0,0.6786
495.0,0.6422
510.0,0.6077
525.0,0.5751
540.0,0.5443
555.0,0.5151
570.0,0.4874
585.0,0.4613
600.0,0.4365
615.0,0.4131
630.0,0.3909
645.0,0.37
660.0,0.3501
675.0,0.3313
690.0,0.3136
705.0,0.2967
720.0,0.2808
735.0,0.2657
750.0,0.2515
765.0,0.238
780.0,0.2252
795.0,0.2131
810.0,0.2017
825.0,0.1909
840.0,0.1806
855.0,0.171
870.0,0.1618
885.0,0.1531
900.0,0.1449
915.0,0.1371
930.0,0.1298
945.0,0.1228
960.0,0.1162
975.0,0.11
990.0,0.1041
1005.0,0.0985
1020.0,0.0932
1035.0,0.0882
1050.0,0.0835
1065.0,0.079
1080.0,0.0748
1095.0,0.0707
1110.0,0.0669
1125.0,0.0634
1140.0,0.06
1155.0,0.0567
1170.0,0.0537
1185.0,0.0508
1200.0,0.0481
1215.0,0.0455
1230.0,0.0431
1245.0,0.0408
1260.0,0.0386
1275.0,0.0365
1290.0,0.0345
1305.0,0.0327
1320.0,0.0309
1335.0,0.0293
1350.0,0.0277
1365.0,0.0262
1380.0,0.0248
1395.0,0.0235
1410.0,0.0222
1425.0,0.021
1440.0,0.0199
1455.0,0.0188
1470.0,0.0178
1485.0,0.0169
1500.0,0.016
1515.0,0.0151
1530.0,0.0143
1545.0,0.0135
1560.0,0.0128
1575.0,0.0121
1590.0,0.0115
1605.0,0.0108
1620.0,0.0103
1635.0,0.0097
1650.0,0.0092
1665.0,0.0087
1680.0,0.0082
1695.0,0.0078
1710.0,0.0074
1725.0,0.007
1740.0,0.0066
1815.0,0.0
