# Synthetic flood depth hydrograph — case 039
# type=prolonged  T_peak=2587.9 min  h_peak=0.185 m  alpha=3.161  recession_ratio=2.280
# time (min), depth (m)
0.0,0.0
60.0,0.0
120.0,0.0002
180.0,0.0008
240.0,0.0018
300.0,0.0033
360.0,0.0055
420.0,0.0083
480.0,0.0118
540.0,0.0159
600.0,0.0207
660.0,0.0259
720.0,0.0318
780.0,0.038
840.0,0.0446
900.0,0.0516
960.0,0.0588
1020.0,0.0662
1080.0,0.0737
1140.0,0.0812
1200.0,0.0888
1260.0,0.0963
1320.0,0.1037
1380.0,0.1109
1440.0,0.1179
1500.0,0.1246
1560.0,0.1311
1620.0,0.1373
1680.0,0.1431
1740.0,0.1486
1800.0,0.1537
1860.0,0.1585
1920.0,0.1628
1980.0,0.1668
2040.0,0.1703
2100.0,0.1735
2160.0,0.1762
2220.0,0.1786
2280.0,0.1806
2340.0,0.1822
2400.0,0.1834
2460.0,0.1843
2520.0,0.1848
2580.0,0.185
2640.0,0.1776
2700.0,0.1695
2760.0,0.1617
2820.0,0.1543
2880.0,0.1473
2940.0,0.1405
3000.0,0.1341
3060.0,0.128
3120.0,0.1221
3180.0,0.1165
3240.0,0.1112
3300.0,0.1061
3360.0,0.1013
3420.0,0.0966
3480.0,0.0922
3540.0,0.088
3600.0,0.084
3660.0,0.0801
3720.0,0.0765
3780.0,0.073
3840.0,0.0696
3900.0,0.0664
3960.0,0.0634
4020.0,0.0605
4080.0,0.0577
4140.0,0.0551
4200.0,0.0526
4260.0,0.0502
4320.0,0.0479
4380.0,0.0457
4440.0,0.0436
4500.0,0.0416
4560.0,0.0397
4620.0,0.0379
4680.0,0.0361
4740.0,0.0345
4800.0,0.0329
4860.0,0.0314
4920.0,0.03
4980.0,0.0286
5040.0,0.0273
5100.0,0.026
5160.0,0.0248
5220.0,0.0237
5280.0,0.0226
5340.0,0.0216
5400.0,0.0206
5460.0,0.0197
5520.0,0.0188
5580.0,0.0179
5640.0,0.0171
5700.0,0.0163
5760.0,0.0156
5820.0,0.0148
5880.0,0.0142
5940.0,0.0135
6000.0,0.0129
6060.0,0.0123
6120.0,0.0117
6180.0,0.0112
6240.0,0.0107
6300.0,0.0102
6360.0,0.0097
6420.0,0.0093
6480.0,0.0089
6540.0,0.0085
6600.0,0.0081
6660.0,0.0077
6720.0,0.0074
6780.0,0.007
6840.0,0.0067
6900.0,0.0064
6960.0,0.0061
7020.0,0.0058
7080.0,0.0056
7140.0,0.0053
7200.0,0.0051
7260.0,0.0048
7320.0,0.0046
7380.0,0.0044
7440.0,0.0042
7500.0,0.004
7560.0,0.0038
7620.0,0.0036
7680.0,0.0035
7740.0,0.0033
7800.0,0.0032
7860.0,0.003
7920.0,0.0029
7980.0,0.0028
8040.0,0.0026
8100.0,0.0025
8160.0,0.0024
8220.0,0.0023
8280.0,0.0022
8340.0,0.0021
8400.0,0.002
8460.0,0.0019
8520.0,0.0018
8580.0,0.0017
8640.0,0.0016
8940.0,0.0
