# Synthetic flood depth hydrograph — case 026
# type=short  T_peak=1037.6 min  h_peak=0.543 m  alpha=3.158  recession_ratio=2.099
# time (min), depth (m)
0.0,0.0
15.0,0.0
30.0,0.0002
45.0,0.0006
60.0,0.0013
75.0,0.0025
90.0,0.0043
105.0,0.0067
120.0,0.0098
135.0,0.0135
150.0,0.018
165.0,0.0232
180.0,0.0292
195.0,0.036
210.0,0.0434
225.0,0.0516
240.0,0.0604
255.0,0.0699
270.0,0.08
285.0,0.0906
300.0,0.1018
315.0,0.1135
330.0,0.1256
345.0,0.1381
360.0,0.1509
375.0,0.164
390.0,0.1773
405.0,0.1908
420.0,0.2045
435.0,0.2183
450.0,0.2321
465.0,0.2459
480.0,0.2597
495.0,0.2735
510.0,0.2871
525.0,0.3006
540.0,0.3139
555.0,0.327
570.0,0.3398
585.0,0.3524
600.0,0.3647
615.0,0.3767
630.0,0.3884
645.0,0.3997
660.0,0.4106
675.0,0.4211
690.0,0.4312
705.0,0.4409
720.0,0.4502
735.0,0.4591
750.0,0.4675
765.0,0.4754
780.0,0.4829
795.0,0.49
810.0,0.4966
825.0,0.5027
840.0,0.5084
855.0,0.5137
870.0,0.5184
885.0,0.5228
900.0,0.5267
915.0,0.5301
930.0,0.5332
945.0,0.5358
960.0,0.538
975.0,0.5398
990.0,0.5411
1005.0,0.5421
1020.0,0.5427
1035.0,0.543
1050.0,0.529
1065.0,0.5125
1080.0,0.4965
1095.0,0.481
1110.0,0.466
1125.0,0.4514
1140.0,0.4373
1155.0,0.4237
1170.0,0.4104
1185.0,0.3976
1200.0,0.3852
1215.0,0.3732
1230.0,0.3615
1245.0,0.3502
1260.0,0.3393
1275.0,0.3287
1290.0,0.3185
1305.0,0.3085
1320.0,0.2989
1335.0,0.2896
1350.0,0.2805
1365.0,0.2718
1380.0,0.2633
1395.0,0.2551
1410.0,0.2471
1425.0,0.2394
1440.0,0.2319
1455.0,0.2247
1470.0,0.2177
1485.0,0.2109
1500.0,0.2043
1515.0,0.1979
1530.0,0.1917
1545.0,0.1857
1560.0,0.1799
1575.0,0.1743
1590.0,0.1689
1605.0,0.1636
1620.0,0.1585
1635.0,0.1535
1650.0,0.1488
1665.0,0.1441
1680.0,0.1396
1695.0,0.1353
1710.0,0.131
1725.0,0.1269
1740.0,0.123
1755.0,0.1191
1770.0,0.1154
1785.0,0.1118
1800.0,0.1083
1815.0,0.1049
1830.0,0.1017
1845.0,0.0985
1860.0,0.0954
1875.0,0.0924
1890.0,0.0896
1905.0,0.0868
1920.0,0.084
1935.0,0.0814
1950.0,0.0789
1965.0,0.0764
1980.0,0.074
1995.0,0.0717
2010.0,0.0695
2025.0,0.0673
2040.0,0.0652
2055.0,0.0632
2070.0,0.0612
2085.0,0.0593
2100.0,0.0574
2115.0,0.0557
2130.0,0.0539
2145.0,0.0522
2160.0,0.0506
2175.0,0.049
2190.0,0.0475
2205.0,0.046
2220.0,0.0446
2235.0,0.0432
2250.0,0.0418
2265.0,0.0405
2280.0,0.0393
2295.0,0.038
2310.0,0.0368
2325.0,0.0357
2340.0,0.0346
2355.0,0.0335
2370.0,0.0325
2385.0,0.0314
2400.0,0.0305
2415.0,0.0295
2430.0,0.0286
2445.0,0.0277
2460.0,0.0268
2475.0,0.026
2490.0,0.0252
2505.0,0.0244
2520.0,0.0236
2535.0,0.0229
2550.0,0.0222
2565.0,0.0215
2580.0,0.0208
2595.0,0.0202
2610.0,0.0195
2625.0,0.0189
2640.0,0.0183
2655.0,0.0178
2670.0,0.0172
2685.0,0.0167
2700.0,0.0162
2715.0,0.0156
2730.0,0.0152
2745.0,0.0147
2760.0,0.0142
2775.0,0.0138
2790.0,0.0134
2805.0,0.0129
2820.0,0.0125
2835.0,0.0121
2850.0,0.0118
2865.0,0.0114
2880.0,0.011
2895.0,0.0107
2910.0,0.0104
2925.0,0.01
2940.0,0.0097
2955.0,0.0094
2970.0,0.0091
2985.0,0.0088
3000.0,0.0086
3015.0,0.0083
3030.0,0.008
3045.0,0.0078
3060.0,0.0075
3075.0,0.0073
3090.0,0.0071
3105.0,0.0069
3120.0,0.0066
3135.0,0.0064
3150.0,0.0062
3165.0,0.006
3180.0,0.0059
3195.0,0.0057
3210.0,0.0055
3225.0,0.0053
3240.0,0.0052
3255.0,0.005
3330.0,0.0
