# Synthetic flood velocity hydrograph — case 035
# type=short  V_peak=1.269 m/s  lead_ratio=0.056  alpha_v=2.675  recession_ratio_v=1.811
# time (min), velocity (m/s)
0.0,0.0
15.0,0.0108
30.0,0.0579
45.0,0.1434
60.0,0.2594
75.0,0.3947
90.0,0.5385
105.0,0.6813
120.0,0.8158
135.0,0.9364
150.0,1.0398
165.0,1.124
180.0,1.1884
195.0,1.2332
210.0,1.2595
225.0,1.2689
240.0,1.0913
255.0,0.9222
270.0,0.7793
285.0,0.6586
300.0,0.5565
315.0,0.4703
330.0,0.3974
345.0,0.3358
360.0,0.2838
375.0,0.2398
390.0,0.2027
405.0,0.1713
420.0,0.1447
435.0,0.1223
450.0,0.1033
465.0,0.0873
480.0,0.0738
495.0,0.0624
510.0,0.0527
525.0,0.0445
540.0,0.0376
555.0,0.0318
570.0,0.0269
585.0,0.0227
600.0,0.0192
615.0,0.0162
630.0,0.0137
645.0,0.0116
660.0,0.0098
675.0,0.0083
690.0,0.007
705.0,0.0059
720.0,0.005
735.0,0.0042
750.0,0.0036
765.0,0.003
840.0,0.0013
