# Synthetic flood velocity hydrograph — case 026
# type=short  V_peak=1.091 m/s  lead_ratio=0.023  alpha_v=1.446  recession_ratio_v=2.143
# time (min), velocity (m/s)
0.0,0.0
15.0,0.0103
30.0,0.0274
45.0,0.0482
60.0,0.0716
75.0,0.0967
90.0,0.1232
105.0,0.1507
120.0,0.179
135.0,0.2077
150.0,0.2368
165.0,0.266
180.0,0.2952
195.0,0.3244
210.0,0.3535
225.0,0.3822
240.0,0.4107
255.0,0.4388
270.0,0.4665
285.0,0.4938
300.0,0.5205
315.0,0.5467
330.0,0.5723
345.0,0.5974
360.0,0.6218
375.0,0.6456
390.0,0.6688
405.0,0.6913
420.0,0.7132
435.0,0.7344
450.0,0.7549
465.0,0.7748
480.0,0.794
495.0,0.8125
510.0,0.8303
525.0,0.8475
540.0,0.864
555.0,0.8798
570.0,0.895
585.0,0.9095
600.0,0.9234
615.0,0.9367
630.0,0.9493
645.0,0.9613
660.0,0.9727
675.0,0.9835
690.0,0.9938
705.0,1.0034
720.0,1.0125
735.0,1.021
750.0,1.0289
765.0,1.0363
780.0,1.0432
795.0,1.0496
810.0,1.0555
825.0,1.0609
840.0,1.0658
855.0,1.0702
870.0,1.0742
885.0,1.0777
900.0,1.0807
915.0,1.0834
930.0,1.0856
945.0,1.0875
960.0,1.0889
975.0,1.09
990.0,1.0906
1005.0,1.091
1020.0,1.0708
1035.0,1.0372
1050.0,1.0046
1065.0,0.9731
1080.0,0.9426
1095.0,0.913
1110.0,0.8844
1125.0,0.8566
1140.0,0.8297
1155.0,0.8037
1170.0,0.7785
1185.0,0.7541
1200.0,0.7304
1215.0,0.7075
1230.0,0.6853
1245.0,0.6638
1260.0,0.643
1275.0,0.6228
1290.0,0.6033
1305.0,0.5843
1320.0,0.566
1335.0,0.5482
1350.0,0.531
1365.0,0.5144
1380.0,0.4982
1395.0,0.4826
1410.0,0.4675
1425.0,0.4528
1440.0,0.4386
1455.0,0.4248
1470.0,0.4115
1485.0,0.3986
1500.0,0.3861
1515.0,0.374
1530.0,0.3622
1545.0,0.3509
1560.0,0.3399
1575.0,0.3292
1590.0,0.3189
1605.0,0.3089
1620.0,0.2992
1635.0,0.2898
1650.0,0.2807
1665.0,0.2719
1680.0,0.2634
1695.0,0.2551
1710.0,0.2471
1725.0,0.2393
1740.0,0.2318
1755.0,0.2246
1770.0,0.2175
1785.0,0.2107
1800.0,0.2041
1815.0,0.1977
1830.0,0.1915
1845.0,0.1855
1860.0,0.1797
1875.0,0.174
1890.0,0.1686
1905.0,0.1633
1920.0,0.1581
1935.0,0.1532
1950.0,0.1484
1965.0,0.1437
1980.0,0.1392
1995.0,0.1348
2010.0,0.1306
2025.0,0.1265
2040.0,0.1225
2055.0,0.1187
2070.0,0.115
2085.0,0.1114
2100.0,0.1079
2115.0,0.1045
2130.0,0.1012
2145.0,0.098
2160.0,0.095
2175.0,0.092
2190.0,0.0891
2205.0,0.0863
2220.0,0.0836
2235.0,0.081
2250.0,0.0784
2265.0,0.076
2280.0,0.0736
2295.0,0.0713
2310.0,0.069
2325.0,0.0669
2340.0,0.0648
2355.0,0.0627
2370.0,0.0608
2385.0,0.0589
2400.0,0.057
2415.0,0.0552
2430.0,0.0535
2445.0,0.0518
2460.0,0.0502
2475.0,0.0486
2490.0,0.0471
2505.0,0.0456
2520.0,0.0442
2535.0,0.0428
2550.0,0.0415
2565.0,0.0402
2580.0,0.0389
2595.0,0.0377
2610.0,0.0365
2625.0,0.0353
2640.0,0.0342
2655.0,0.0332
2670.0,0.0321
2685.0,0.0311
2700.0,0.0301
2715.0,0.0292
2730.0,0.0283
2745.0,0.0274
2760.0,0.0265
2775.0,0.0257
2790.0,0.0249
2805.0,0.0241
2820.0,0.0234
2835.0,0.0226
2850.0,0.0219
2865.0,0.0212
2880.0,0.0206
2895.0,0.0199
2910.0,0.0193
2925.0,0.0187
2940.0,0.0181
2955.0,0.0175
2970.0,0.017
2985.0,0.0164
3000.0,0.0159
3015.0,0.0154
3030.0,0.0149
3045.0,0.0145
3060.0,0.014
3075.0,0.0136
3090.0,0.0132
3105.0,0.0127
3120.0,0.0123
3135.0,0.012
3150.0,0.0116
3165.0,0.0112
3180.0,0.0109
3195.0,0.0105
3210.0,0.0102
3225.0,0.0099
3240.0,0.0096
3255.0,0.0093
3330.0,0.0079
