# Synthetic flood velocity hydrograph — case 087
# type=short  V_peak=1.046 m/s  lead_ratio=0.041  alpha_v=2.463  recession_ratio_v=2.604
# time (min), velocity (m/s)
0.0,0.0
15.0,0.006
30.0,0.0294
45.0,0.0709
60.0,0.1281
75.0,0.1975
90.0,0.2754
105.0,0.3582
120.0,0.4429
135.0,0.5267
150.0,0.6076
165.0,0.6837
180.0,0.7537
195.0,0.8168
210.0,0.8724
225.0,0.92
240.0,0.9597
255.0,0.9915
270.0,1.0156
285.0,1.0324
300.0,1.0424
315.0,1.046
330.0,0.9698
345.0,0.8918
360.0,0.8201
375.0,0.7542
390.0,0.6936
405.0,0.6378
420.0,0.5865
435.0,0.5393
450.0,0.496
465.0,0.4561
480.0,0.4194
495.0,0.3857
510.0,0.3547
525.0,0.3262
540.0,0.2999
555.0,0.2758
570.0,0.2536
585.0,0.2333
600.0,0.2145
615.0,0.1973
630.0,0.1814
645.0,0.1668
660.0,0.1534
675.0,0.1411
690.0,0.1297
705.0,0.1193
720.0,0.1097
735.0,0.1009
750.0,0.0928
765.0,0.0853
780.0,0.0784
795.0,0.0721
810.0,0.0663
825.0,0.061
840.0,0.0561
855.0,0.0516
870.0,0.0474
885.0,0.0436
900.0,0.0401
915.0,0.0369
930.0,0.0339
945.0,0.0312
960.0,0.0287
975.0,0.0264
990.0,0.0243
1005.0,0.0223
1020.0,0.0205
1035.0,0.0189
1050.0,0.0174
1065.0,0.016
1080.0,0.0147
1095.0,0.0135
1110.0,0.0124
1125.0,0.0114
1200.0,0.0075
