# Synthetic flood velocity hydrograph — case 003
# type=prolonged  V_peak=0.326 m/s  lead_ratio=0.125  alpha_v=3.022  recession_ratio_v=3.912
# time (min), velocity (m/s)
0.0,0.0
60.0,0.0
120.0,0.0
180.0,0.0001
240.0,0.0003
300.0,0.0006
360.0,0.001
420.0,0.0016
480.0,0.0023
540.0,0.0032
600.0,0.0042
660.0,0.0055
720.0,0.0069
780.0,0.0085
840.0,0.0104
900.0,0.0124
960.0,0.0146
1020.0,0.0171
1080.0,0.0197
1140.0,0.0226
1200.0,0.0256
1260.0,0.0288
1320.0,0.0322
1380.0,0.0358
1440.0,0.0395
1500.0,0.0435
1560.0,0.0475
1620.0,0.0517
1680.0,0.0561
1740.0,0.0606
1800.0,0.0652
1860.0,0.0699
1920.0,0.0748
1980.0,0.0797
2040.0,0.0848
2100.0,0.0899
2160.0,0.0951
2220.0,0.1003
2280.0,0.1056
2340.0,0.111
2400.0,0.1164
2460.0,0.1218
2520.0,0.1273
2580.0,0.1327
2640.0,0.1382
2700.0,0.1437
2760.0,0.1492
2820.0,0.1546
2880.0,0.1601
2940.0,0.1655
3000.0,0.1709
3060.0,0.1762
3120.0,0.1815
3180.0,0.1868
3240.0,0.192
3300.0,0.1971
3360.0,0.2022
3420.0,0.2072
3480.0,0.2121
3540.0,0.217
3600.0,0.2218
3660.0,0.2265
3720.0,0.2311
3780.0,0.2356
3840.0,0.24
3900.0,0.2443
3960.0,0.2485
4020.0,0.2526
4080.0,0.2567
4140.0,0.2606
4200.0,0.2644
4260.0,0.268
4320.0,0.2716
4380.0,0.2751
4440.0,0.2784
4500.0,0.2816
4560.0,0.2848
4620.0,0.2878
4680.0,0.2906
4740.0,0.2934
4800.0,0.2961
4860.0,0.2986
4920.0,0.301
4980.0,0.3033
5040.0,0.3055
5100.0,0.3076
5160.0,0.3095
5220.0,0.3113
5280.0,0.3131
5340.0,0.3147
5400.0,0.3162
5460.0,0.3176
5520.0,0.3188
5580.0,0.32
5640.0,0.3211
5700.0,0.322
5760.0,0.3229
5820.0,0.3236
5880.0,0.3242
5940.0,0.3248
6000.0,0.3252
6060.0,0.3255
6120.0,0.3258
6180.0,0.3259
6240.0,0.326
6300.0,0.3228
6360.0,0.3192
6420.0,0.3156
6480.0,0.312
6540.0,0.3085
6600.0,0.3051
6660.0,0.3016
6720.0,0.2982
6780.0,0.2949
6840.0,0.2916
6900.0,0.2883
6960.0,0.285
7020.0,0.2818
7080.0,0.2787
7140.0,0.2755
7200.0,0.2724
7260.0,0.2694
7320.0,0.2663
7380.0,0.2634
7440.0,0.2604
7500.0,0.2575
7560.0,0.2546
7620.0,0.2517
7680.0,0.2489
7740.0,0.2461
7800.0,0.2433
7860.0,0.2406
7920.0,0.2379
7980.0,0.2352
8040.0,0.2326
8100.0,0.2299
8160.0,0.2274
8220.0,0.2248
8280.0,0.2223
8340.0,0.2198
8400.0,0.2173
8460.0,0.2149
8520.0,0.2124
8580.0,0.2101
8640.0,0.2077
8700.0,0.2054
8760.0,0.2031
8820.0,0.2008
8880.0,0.1985
8940.0,0.1963
9000.0,0.1941
9060.0,0.1919
9120.0,0.1897
9180.0,0.1876
9240.0,0.1855
9300.0,0.1834
9360.0,0.1813
9420.0,0.1793
9480.0,0.1773
9540.0,0.1753
9600.0,0.1733
9660.0,0.1714
9720.0,0.1695
9780.0,0.1676
9840.0,0.1657
9900.0,0.1638
9960.0,0.162
10020.0,0.1601
10080.0,0.1583
10140.0,0.1566
10200.0,0.1548
10260.0,0.1531
10320.0,0.1513
10380.0,0.1496
10440.0,0.148
10500.0,0.1463
