# Synthetic flood velocity hydrograph — case 052
# type=short  V_peak=0.187 m/s  lead_ratio=0.151  alpha_v=3.163  recession_ratio_v=3.581
# time (min), velocity (m/s)
0.0,0.0
15.0,0.0
30.0,0.0001
45.0,0.0003
60.0,0.0006
75.0,0.0011
90.0,0.0019
105.0,0.003
120.0,0.0044
135.0,0.006
150.0,0.008
165.0,0.0103
180.0,0.0129
195.0,0.0157
210.0,0.0189
225.0,0.0224
240.0,0.0261
255.0,0.0301
270.0,0.0343
285.0,0.0387
300.0,0.0432
315.0,0.048
330.0,0.0529
345.0,0.0578
360.0,0.0629
375.0,0.0681
390.0,0.0733
405.0,0.0785
420.0,0.0838
435.0,0.089
450.0,0.0942
465.0,0.0994
480.0,0.1045
495.0,0.1095
510.0,0.1145
525.0,0.1193
540.0,0.124
555.0,0.1286
570.0,0.133
585.0,0.1373
600.0,0.1415
615.0,0.1455
630.0,0.1493
645.0,0.1529
660.0,0.1564
675.0,0.1597
690.0,0.1628
705.0,0.1657
720.0,0.1684
735.0,0.1709
750.0,0.1732
765.0,0.1754
780.0,0.1773
795.0,0.1791
810.0,0.1807
825.0,0.1821
840.0,0.1833
855.0,0.1843
870.0,0.1852
885.0,0.1859
900.0,0.1864
915.0,0.1867
930.0,0.1869
945.0,0.1863
960.0,0.1826
975.0,0.1789
990.0,0.1752
1005.0,0.1717
1020.0,0.1682
1035.0,0.1648
1050.0,0.1615
1065.0,0.1582
1080.0,0.155
1095.0,0.1518
1110.0,0.1488
1125.0,0.1458
1140.0,0.1428
1155.0,0.1399
1170.0,0.1371
1185.0,0.1343
1200.0,0.1316
1215.0,0.1289
1230.0,0.1263
1245.0,0.1237
1260.0,0.1212
1275.0,0.1188
1290.0,0.1164
1305.0,0.114
1320.0,0.1117
1335.0,0.1094
1350.0,0.1072
1365.0,0.105
1380.0,0.1029
1395.0,0.1008
1410.0,0.0988
1425.0,0.0968
1440.0,0.0948
1455.0,0.0929
1470.0,0.091
1485.0,0.0892
1500.0,0.0874
1515.0,0.0856
1530.0,0.0839
1545.0,0.0822
1560.0,0.0805
1575.0,0.0789
1590.0,0.0773
1605.0,0.0757
1620.0,0.0742
1635.0,0.0727
1650.0,0.0712
1665.0,0.0698
1680.0,0.0683
1695.0,0.067
1710.0,0.0656
1725.0,0.0643
1740.0,0.063
1755.0,0.0617
1770.0,0.0604
1785.0,0.0592
1800.0,0.058
1815.0,0.0568
1830.0,0.0557
1845.0,0.0546
1860.0,0.0535
1875.0,0.0524
1890.0,0.0513
1905.0,0.0503
1920.0,0.0493
1935.0,0.0483
1950.0,0.0473
1965.0,0.0463
1980.0,0.0454
1995.0,0.0445
2010.0,0.0436
2025.0,0.0427
2040.0,0.0418
2055.0,0.041
2070.0,0.0401
2085.0,0.0393
2100.0,0.0385
2115.0,0.0377
2130.0,0.037
2145.0,0.0362
2160.0,0.0355
2175.0,0.0348
2190.0,0.0341
2205.0,0.0334
2220.0,0.0327
2235.0,0.032
2250.0,0.0314
2265.0,0.0308
2280.0,0.0301
2295.0,0.0295
2310.0,0.0289
2325.0,0.0283
2340.0,0.0278
2355.0,0.0272
2370.0,0.0267
2385.0,0.0261
2400.0,0.0256
2415.0,0.0251
2430.0,0.0246
2445.0,0.0241
2460.0,0.0236
2475.0,0.0231
2490.0,0.0226
2505.0,0.0222
2520.0,0.0217
2535.0,0.0213
2550.0,0.0208
2565.0,0.0204
2580.0,0.02
2595.0,0.0196
2610.0,0.0192
2625.0,0.0188
2640.0,0.0184
2655.0,0.0181
2670.0,0.0177
2685.0,0.0173
2700.0,0.017
2715.0,0.0166
2730.0,0.0163
2745.0,0.016
2760.0,0.0157
2775.0,0.0153
2790.0,0.015
2805.0,0.0147
2820.0,0.0144
2835.0,0.0141
2850.0,0.0138
2865.0,0.0136
2880.0,0.0133
2895.0,0.013
2910.0,0.0128
2925.0,0.0125
2940.0,0.0122
2955.0,0.012
2970.0,0.0118
2985.0,0.0115
3000.0,0.0113
3015.0,0.0111
3030.0,0.0108
3045.0,0.0106
3060.0,0.0104
3075.0,0.0102
3090.0,0.01
3105.0,0.0098
3120.0,0.0096
3135.0,0.0094
3150.0,0.0092
3165.0,0.009
3180.0,0.0088
3195.0,0.0086
3210.0,0.0085
3225.0,0.0083
3240.0,0.0081
3255.0,0.008
3270.0,0.0078
3285.0,0.0076
3300.0,0.0075
3315.0,0.0073
3330.0,0.0072
3345.0,0.007
3360.0,0.0069
3375.0,0.0068
3390.0,0.0066
3405.0,0.0065
3420.0,0.0064
3435.0,0.0062
3450.0,0.0061
3465.0,0.006
3480.0,0.0059
3495.0,0.0057
3510.0,0.0056
3525.0,0.0055
3540.0,0.0054
3555.0,0.0053
3570.0,0.0052
3585.0,0.0051
3600.0,0.005
3615.0,0.0049
3630.0,0.0048
3645.0,0.0047
3660.0,0.0046
3675.0,0.0045
3690.0,0.0044
3705.0,0.0043
3720.0,0.0042
3735.0,0.0041
3750.0,0.0041
3765.0,0.004
3780.0,0.0039
3795.0,0.0038
3810.0,0.0037
3825.0,0.0037
3840.0,0.0036
3855.0,0.0035
3870.0,0.0034
3885.0,0.0034
3900.0,0.0033
3915.0,0.0032
3930.0,0.0032
3945.0,0.0031
3960.0,0.003
3975.0,0.003
3990.0,0.0029
4005.0,0.0029
4020.0,0.0028
4035.0,0.0027
4050.0,0.0027
4065.0,0.0026
4080.0,0.0026
4095.0,0.0025
4110.0,0.0025
4125.0,0.0024
4140.0,0.0024
4155.0,0.0023
4170.0,0.0023
4185.0,0.0022
4200.0,0.0022
4215.0,0.0021
4230.0,0.0021
4245.0,0.0021
4260.0,0.002
4275.0,0.002
4290.0,0.0019
4305.0,0.0019
4320.0,0.0019
4335.0,0.0018
4350.0,0.0018
4365.0,0.0018
4380.0,0.0017
4395.0,0.0017
4410.0,0.0016
4425.0,0.0016
4440.0,0.0016
4455.0,0.0015
4470.0,0.0015
4485.0,0.0015
4500.0,0.0015
4515.0,0.0014
4530.0,0.0014
4605.0,0.0013
