# Synthetic flood velocity hydrograph — case 024
# type=prolonged  V_peak=0.239 m/s  lead_ratio=0.187  alpha_v=3.226  recession_ratio_v=6.892
# time (min), velocity (m/s)
0.0,0.0
60.0,0.0
120.0,0.0
180.0,0.0001
240.0,0.0002
300.0,0.0004
360.0,0.0006
420.0,0.001
480.0,0.0015
540.0,0.0022
600.0,0.0029
660.0,0.0038
720.0,0.0049
780.0,0.0062
840.0,0.0076
900.0,0.0091
960.0,0.0109
1020.0,0.0128
1080.0,0.0149
1140.0,0.0171
1200.0,0.0195
1260.0,0.0221
1320.0,0.0248
1380.0,0.0277
1440.0,0.0307
1500.0,0.0339
1560.0,0.0372
1620.0,0.0406
1680.0,0.0442
1740.0,0.0478
1800.0,0.0516
1860.0,0.0555
1920.0,0.0594
1980.0,0.0634
2040.0,0.0675
2100.0,0.0717
2160.0,0.0759
2220.0,0.0802
2280.0,0.0845
2340.0,0.0889
2400.0,0.0933
2460.0,0.0976
2520.0,0.1021
2580.0,0.1065
2640.0,0.1109
2700.0,0.1153
2760.0,0.1196
2820.0,0.124
2880.0,0.1283
2940.0,0.1326
3000.0,0.1369
3060.0,0.1411
3120.0,0.1452
3180.0,0.1493
3240.0,0.1533
3300.0,0.1573
3360.0,0.1612
3420.0,0.165
3480.0,0.1688
3540.0,0.1725
3600.0,0.1761
3660.0,0.1796
3720.0,0.183
3780.0,0.1863
3840.0,0.1895
3900.0,0.1927
3960.0,0.1957
4020.0,0.1986
4080.0,0.2015
4140.0,0.2042
4200.0,0.2068
4260.0,0.2093
4320.0,0.2118
4380.0,0.2141
4440.0,0.2163
4500.0,0.2184
4560.0,0.2204
4620.0,0.2223
4680.0,0.2241
4740.0,0.2257
4800.0,0.2273
4860.0,0.2288
4920.0,0.2302
4980.0,0.2314
5040.0,0.2326
5100.0,0.2336
5160.0,0.2346
5220.0,0.2355
5280.0,0.2362
5340.0,0.2369
5400.0,0.2375
5460.0,0.2379
5520.0,0.2383
5580.0,0.2386
5640.0,0.2388
5700.0,0.239
5760.0,0.2389
5820.0,0.2372
5880.0,0.2356
5940.0,0.234
6000.0,0.2323
6060.0,0.2307
6120.0,0.2291
6180.0,0.2275
6240.0,0.2259
6300.0,0.2244
6360.0,0.2228
6420.0,0.2213
6480.0,0.2197
6540.0,0.2182
6600.0,0.2167
6660.0,0.2152
6720.0,0.2137
6780.0,0.2122
6840.0,0.2107
6900.0,0.2093
6960.0,0.2078
7020.0,0.2064
7080.0,0.205
7140.0,0.2035
7200.0,0.2021
7260.0,0.2007
7320.0,0.1993
7380.0,0.1979
7440.0,0.1966
7500.0,0.1952
7560.0,0.1938
7620.0,0.1925
7680.0,0.1912
7740.0,0.1898
7800.0,0.1885
7860.0,0.1872
7920.0,0.1859
7980.0,0.1846
8040.0,0.1833
8100.0,0.1821
8160.0,0.1808
8220.0,0.1795
8280.0,0.1783
8340.0,0.1771
8400.0,0.1758
8460.0,0.1746
8520.0,0.1734
8580.0,0.1722
8640.0,0.171
8700.0,0.1698
8760.0,0.1686
8820.0,0.1675
8880.0,0.1663
8940.0,0.1651
9000.0,0.164
9060.0,0.1629
9120.0,0.1617
9180.0,0.1606
9240.0,0.1595
9300.0,0.1584
9360.0,0.1573
9420.0,0.1562
9480.0,0.1551
9540.0,0.154
9600.0,0.153
9660.0,0.1519
9720.0,0.1509
9780.0,0.1498
9840.0,0.1488
9900.0,0.1477
9960.0,0.1467
10020.0,0.1457
10080.0,0.1447
10140.0,0.1437
10200.0,0.1427
10260.0,0.1417
10320.0,0.1407
10380.0,0.1397
10440.0,0.1388
10500.0,0.1378
