# Synthetic flood velocity hydrograph — case 029
# type=prolonged  V_peak=0.192 m/s  lead_ratio=0.177  alpha_v=3.279  recession_ratio_v=4.283
# time (min), velocity (m/s)
0.0,0.0
60.0,0.0
120.0,0.0001
180.0,0.0002
240.0,0.0004
300.0,0.0009
360.0,0.0015
420.0,0.0024
480.0,0.0035
540.0,0.0049
600.0,0.0066
660.0,0.0086
720.0,0.0109
780.0,0.0135
840.0,0.0164
900.0,0.0195
960.0,0.0229
1020.0,0.0266
1080.0,0.0305
1140.0,0.0346
1200.0,0.0389
1260.0,0.0435
1320.0,0.0481
1380.0,0.0529
1440.0,0.0579
1500.0,0.0629
1560.0,0.068
1620.0,0.0732
1680.0,0.0784
1740.0,0.0836
1800.0,0.0889
1860.0,0.0941
1920.0,0.0993
1980.0,0.1044
2040.0,0.1095
2100.0,0.1145
2160.0,0.1194
2220.0,0.1242
2280.0,0.1289
2340.0,0.1335
2400.0,0.1379
2460.0,0.1421
2520.0,0.1463
2580.0,0.1502
2640.0,0.154
2700.0,0.1577
2760.0,0.1611
2820.0,0.1644
2880.0,0.1675
2940.0,0.1704
3000.0,0.1731
3060.0,0.1756
3120.0,0.1779
3180.0,0.1801
3240.0,0.1821
3300.0,0.1838
3360.0,0.1854
3420.0,0.1869
3480.0,0.1881
3540.0,0.1891
3600.0,0.19
3660.0,0.1908
3720.0,0.1913
3780.0,0.1917
3840.0,0.1919
3900.0,0.192
3960.0,0.1889
4020.0,0.1858
4080.0,0.1828
4140.0,0.1798
4200.0,0.1768
4260.0,0.1739
4320.0,0.1711
4380.0,0.1683
4440.0,0.1655
4500.0,0.1628
4560.0,0.1601
4620.0,0.1575
4680.0,0.1549
4740.0,0.1524
4800.0,0.1499
4860.0,0.1474
4920.0,0.145
4980.0,0.1426
5040.0,0.1403
5100.0,0.138
5160.0,0.1357
5220.0,0.1335
5280.0,0.1313
5340.0,0.1291
5400.0,0.127
5460.0,0.1249
5520.0,0.1229
5580.0,0.1209
5640.0,0.1189
5700.0,0.1169
5760.0,0.115
5820.0,0.1131
5880.0,0.1113
5940.0,0.1095
6000.0,0.1077
6060.0,0.1059
6120.0,0.1042
6180.0,0.1024
6240.0,0.1008
6300.0,0.0991
6360.0,0.0975
6420.0,0.0959
6480.0,0.0943
6540.0,0.0928
6600.0,0.0912
6660.0,0.0898
6720.0,0.0883
6780.0,0.0868
6840.0,0.0854
6900.0,0.084
6960.0,0.0826
7020.0,0.0813
7080.0,0.0799
7140.0,0.0786
7200.0,0.0773
7260.0,0.0761
7320.0,0.0748
7380.0,0.0736
7440.0,0.0724
7500.0,0.0712
7560.0,0.07
7620.0,0.0689
7680.0,0.0678
7740.0,0.0666
7800.0,0.0656
7860.0,0.0645
7920.0,0.0634
7980.0,0.0624
8040.0,0.0614
8100.0,0.0603
8160.0,0.0594
8220.0,0.0584
8280.0,0.0574
8340.0,0.0565
8400.0,0.0556
8460.0,0.0546
8520.0,0.0538
8580.0,0.0529
8640.0,0.052
8700.0,0.0512
8760.0,0.0503
8820.0,0.0495
8880.0,0.0487
8940.0,0.0479
9000.0,0.0471
9060.0,0.0463
9120.0,0.0456
9180.0,0.0448
9240.0,0.0441
9300.0,0.0434
9360.0,0.0426
9420.0,0.0419
9480.0,0.0413
9540.0,0.0406
9600.0,0.0399
9660.0,0.0393
9720.0,0.0386
9780.0,0.038
9840.0,0.0374
9900.0,0.0367
9960.0,0.0361
10020.0,0.0356
10080.0,0.035
10140.0,0.0344
10200.0,0.0338
10260.0,0.0333
10320.0,0.0327
10380.0,0.0322
10440.0,0.0317
10500.0,0.0311
