# Synthetic flood velocity hydrograph — case 034
# type=short  V_peak=0.575 m/s  lead_ratio=0.061  alpha_v=3.029  recession_ratio_v=2.867
# time (min), velocity (m/s)
0.0,0.0
15.0,0.0
30.0,0.0002
45.0,0.0007
60.0,0.0016
75.0,0.0031
90.0,0.0051
105.0,0.0078
120.0,0.0112
135.0,0.0153
150.0,0.0202
165.0,0.0259
180.0,0.0323
195.0,0.0394
210.0,0.0473
225.0,0.0558
240.0,0.0651
255.0,0.0749
270.0,0.0854
285.0,0.0964
300.0,0.1079
315.0,0.1199
330.0,0.1323
345.0,0.1451
360.0,0.1582
375.0,0.1716
390.0,0.1852
405.0,0.199
420.0,0.2129
435.0,0.227
450.0,0.2411
465.0,0.2552
480.0,0.2693
495.0,0.2833
510.0,0.2972
525.0,0.311
540.0,0.3246
555.0,0.3381
570.0,0.3513
585.0,0.3642
600.0,0.3769
615.0,0.3893
630.0,0.4014
645.0,0.4131
660.0,0.4245
675.0,0.4355
690.0,0.4462
705.0,0.4564
720.0,0.4663
735.0,0.4757
750.0,0.4847
765.0,0.4933
780.0,0.5014
795.0,0.5091
810.0,0.5164
825.0,0.5232
840.0,0.5296
855.0,0.5356
870.0,0.5411
885.0,0.5461
900.0,0.5508
915.0,0.555
930.0,0.5588
945.0,0.5622
960.0,0.5651
975.0,0.5677
990.0,0.5698
1005.0,0.5716
1020.0,0.573
1035.0,0.574
1050.0,0.5747
1065.0,0.575
1080.0,0.5668
1095.0,0.5542
1110.0,0.5419
1125.0,0.5298
1140.0,0.518
1155.0,0.5065
1170.0,0.4952
1185.0,0.4842
1200.0,0.4734
1215.0,0.4629
1230.0,0.4526
1245.0,0.4425
1260.0,0.4327
1275.0,0.423
1290.0,0.4136
1305.0,0.4044
1320.0,0.3954
1335.0,0.3866
1350.0,0.378
1365.0,0.3696
1380.0,0.3614
1395.0,0.3533
1410.0,0.3455
1425.0,0.3378
1440.0,0.3303
1455.0,0.3229
1470.0,0.3157
1485.0,0.3087
1500.0,0.3018
1515.0,0.2951
1530.0,0.2885
1545.0,0.2821
1560.0,0.2758
1575.0,0.2697
1590.0,0.2637
1605.0,0.2578
1620.0,0.2521
1635.0,0.2465
1650.0,0.241
1665.0,0.2356
1680.0,0.2304
1695.0,0.2253
1710.0,0.2202
1725.0,0.2153
1740.0,0.2105
1755.0,0.2059
1770.0,0.2013
1785.0,0.1968
1800.0,0.1924
1815.0,0.1881
1830.0,0.1839
1845.0,0.1799
1860.0,0.1759
1875.0,0.1719
1890.0,0.1681
1905.0,0.1644
1920.0,0.1607
1935.0,0.1571
1950.0,0.1536
1965.0,0.1502
1980.0,0.1469
1995.0,0.1436
2010.0,0.1404
2025.0,0.1373
2040.0,0.1342
2055.0,0.1312
2070.0,0.1283
2085.0,0.1255
2100.0,0.1227
2115.0,0.1199
2130.0,0.1173
2145.0,0.1147
2160.0,0.1121
2175.0,0.1096
2190.0,0.1072
2205.0,0.1048
2220.0,0.1025
2235.0,0.1002
2250.0,0.0979
2265.0,0.0958
2280.0,0.0936
2295.0,0.0916
2310.0,0.0895
2325.0,0.0875
2340.0,0.0856
2355.0,0.0837
2370.0,0.0818
2385.0,0.08
2400.0,0.0782
2415.0,0.0765
2430.0,0.0748
2445.0,0.0731
2460.0,0.0715
2475.0,0.0699
2490.0,0.0683
2505.0,0.0668
2520.0,0.0653
2535.0,0.0639
2550.0,0.0624
2565.0,0.0611
2580.0,0.0597
2595.0,0.0584
2610.0,0.0571
2625.0,0.0558
2640.0,0.0546
2655.0,0.0533
2670.0,0.0522
2685.0,0.051
2700.0,0.0499
2715.0,0.0487
2730.0,0.0477
2745.0,0.0466
2760.0,0.0456
2775.0,0.0446
2790.0,0.0436
2805.0,0.0426
2820.0,0.0416
2835.0,0.0407
2850.0,0.0398
2865.0,0.0389
2880.0,0.0381
2895.0,0.0372
2910.0,0.0364
2925.0,0.0356
2940.0,0.0348
2955.0,0.034
2970.0,0.0332
2985.0,0.0325
3000.0,0.0318
3015.0,0.0311
3030.0,0.0304
3045.0,0.0297
3060.0,0.029
3075.0,0.0284
3090.0,0.0278
3105.0,0.0272
3120.0,0.0265
3135.0,0.026
3150.0,0.0254
3165.0,0.0248
3180.0,0.0243
3195.0,0.0237
3210.0,0.0232
3225.0,0.0227
3240.0,0.0222
3255.0,0.0217
3270.0,0.0212
3285.0,0.0207
3300.0,0.0203
3315.0,0.0198
3330.0,0.0194
3345.0,0.0189
3360.0,0.0185
3375.0,0.0181
3390.0,0.0177
3405.0,0.0173
3420.0,0.0169
3435.0,0.0165
3450.0,0.0162
3465.0,0.0158
3480.0,0.0155
3495.0,0.0151
3510.0,0.0148
3525.0,0.0145
3540.0,0.0141
3555.0,0.0138
3570.0,0.0135
3585.0,0.0132
3600.0,0.0129
3615.0,0.0126
3630.0,0.0124
3645.0,0.0121
3660.0,0.0118
3675.0,0.0115
3690.0,0.0113
3705.0,0.011
3720.0,0.0108
3735.0,0.0105
3750.0,0.0103
3765.0,0.0101
3780.0,0.0099
3795.0,0.0096
3810.0,0.0094
3825.0,0.0092
3840.0,0.009
3855.0,0.0088
3870.0,0.0086
3885.0,0.0084
3900.0,0.0082
3915.0,0.0081
3930.0,0.0079
3945.0,0.0077
3960.0,0.0075
3975.0,0.0074
3990.0,0.0072
4005.0,0.007
4020.0,0.0069
4035.0,0.0067
4050.0,0.0066
4065.0,0.0064
4080.0,0.0063
4095.0,0.0061
4110.0,0.006
4125.0,0.0059
4140.0,0.0057
4155.0,0.0056
4170.0,0.0055
4185.0,0.0054
4200.0,0.0053
4215.0,0.0051
4230.0,0.005
4245.0,0.0049
4260.0,0.0048
4275.0,0.0047
4290.0,0.0046
4305.0,0.0045
4320.0,0.0044
4335.0,0.0043
4350.0,0.0042
4365.0,0.0041
4380.0,0.004
4395.0,0.0039
4410.0,0.0038
4425.0,0.0037
4440.0,0.0037
4455.0,0.0036
4470.0,0.0035
4485.0,0.0034
4500.0,0.0033
4515.0,0.0033
4530.0,0.0032
4545.0,0.0031
4560.0,0.0031
4575.0,0.003
4590.0,0.0029
4605.0,0.0029
4620.0,0.0028
4635.0,0.0027
4650.0,0.0027
4665.0,0.0026
4680.0,0.0026
4695.0,0.0025
4710.0,0.0024
4725.0,0.0024
4740.0,0.0023
4755.0,0.0023
4770.0,0.0022
4785.0,0.0022
4800.0,0.0021
4815.0,0.0021
4830.0,0.002
4845.0,0.002
4860.0,0.002
4875.0,0.0019
4950.0,0.0017
