# Synthetic flood velocity hydrograph — case 072
# type=prolonged  V_peak=1.276 m/s  lead_ratio=0.025  alpha_v=3.197  recession_ratio_v=3.086
# time (min), velocity (m/s)
0.0,0.0
60.0,0.0001
120.0,0.0007
180.0,0.0025
240.0,0.0058
300.0,0.0112
360.0,0.0189
420.0,0.0291
480.0,0.0421
540.0,0.0579
600.0,0.0764
660.0,0.0977
720.0,0.1218
780.0,0.1483
840.0,0.1773
900.0,0.2085
960.0,0.2417
1020.0,0.2767
1080.0,0.3132
1140.0,0.3512
1200.0,0.3902
1260.0,0.4301
1320.0,0.4707
1380.0,0.5117
1440.0,0.553
1500.0,0.5942
1560.0,0.6353
1620.0,0.676
1680.0,0.7162
1740.0,0.7557
1800.0,0.7943
1860.0,0.8319
1920.0,0.8684
1980.0,0.9037
2040.0,0.9376
2100.0,0.9702
2160.0,1.0012
2220.0,1.0307
2280.0,1.0586
2340.0,1.0849
2400.0,1.1094
2460.0,1.1323
2520.0,1.1534
2580.0,1.1728
2640.0,1.1905
2700.0,1.2064
2760.0,1.2206
2820.0,1.2331
2880.0,1.244
2940.0,1.2532
3000.0,1.2607
3060.0,1.2668
3120.0,1.2712
3180.0,1.2742
3240.0,1.2758
3300.0,1.2621
3360.0,1.2281
3420.0,1.195
3480.0,1.1628
3540.0,1.1314
3600.0,1.1009
3660.0,1.0712
3720.0,1.0424
3780.0,1.0142
3840.0,0.9869
3900.0,0.9603
3960.0,0.9344
4020.0,0.9092
4080.0,0.8847
4140.0,0.8608
4200.0,0.8376
4260.0,0.8151
4320.0,0.7931
4380.0,0.7717
4440.0,0.7509
4500.0,0.7306
4560.0,0.7109
4620.0,0.6918
4680.0,0.6731
4740.0,0.655
4800.0,0.6373
4860.0,0.6201
4920.0,0.6034
4980.0,0.5872
5040.0,0.5713
5100.0,0.5559
5160.0,0.5409
5220.0,0.5263
5280.0,0.5122
5340.0,0.4983
5400.0,0.4849
5460.0,0.4718
5520.0,0.4591
5580.0,0.4467
5640.0,0.4347
5700.0,0.423
5760.0,0.4116
5820.0,0.4005
5880.0,0.3897
5940.0,0.3792
6000.0,0.3689
6060.0,0.359
6120.0,0.3493
6180.0,0.3399
6240.0,0.3307
6300.0,0.3218
6360.0,0.3131
6420.0,0.3047
6480.0,0.2965
6540.0,0.2885
6600.0,0.2807
6660.0,0.2731
6720.0,0.2658
6780.0,0.2586
6840.0,0.2516
6900.0,0.2449
6960.0,0.2383
7020.0,0.2318
7080.0,0.2256
7140.0,0.2195
7200.0,0.2136
7260.0,0.2078
7320.0,0.2022
7380.0,0.1968
7440.0,0.1915
7500.0,0.1863
7560.0,0.1813
7620.0,0.1764
7680.0,0.1716
7740.0,0.167
7800.0,0.1625
7860.0,0.1581
7920.0,0.1539
7980.0,0.1497
8040.0,0.1457
8100.0,0.1418
8160.0,0.1379
8220.0,0.1342
8280.0,0.1306
8340.0,0.1271
8400.0,0.1236
8460.0,0.1203
8520.0,0.1171
8580.0,0.1139
8640.0,0.1108
8700.0,0.1079
8760.0,0.1049
8820.0,0.1021
8880.0,0.0994
8940.0,0.0967
9000.0,0.0941
9060.0,0.0915
9120.0,0.0891
9180.0,0.0867
9240.0,0.0843
9300.0,0.0821
9360.0,0.0798
9420.0,0.0777
9480.0,0.0756
9540.0,0.0736
9600.0,0.0716
9660.0,0.0696
9720.0,0.0678
9780.0,0.0659
9840.0,0.0642
9900.0,0.0624
9960.0,0.0608
10020.0,0.0591
10080.0,0.0575
10140.0,0.056
10200.0,0.0545
10260.0,0.053
10320.0,0.0516
10380.0,0.0502
10440.0,0.0488
10500.0,0.0475
10560.0,0.0462
10620.0,0.045
10680.0,0.0438
10740.0,0.0426
10800.0,0.0414
10860.0,0.0403
10920.0,0.0392
10980.0,0.0382
11040.0,0.0371
11100.0,0.0361
11160.0,0.0352
11220.0,0.0342
11280.0,0.0333
11340.0,0.0324
11400.0,0.0315
11460.0,0.0307
11520.0,0.0299
11580.0,0.029
11640.0,0.0283
11700.0,0.0275
11760.0,0.0268
11820.0,0.026
11880.0,0.0253
11940.0,0.0247
12000.0,0.024
12060.0,0.0233
12120.0,0.0227
12180.0,0.0221
12240.0,0.0215
12300.0,0.0209
12360.0,0.0204
12420.0,0.0198
12480.0,0.0193
12540.0,0.0188
12600.0,0.0183
12660.0,0.0178
12720.0,0.0173
12780.0,0.0168
12840.0,0.0164
12900.0,0.0159
12960.0,0.0155
13020.0,0.0151
13080.0,0.0147
13140.0,0.0143
13200.0,0.0139
13260.0,0.0135
13320.0,0.0131
13380.0,0.0128
13440.0,0.0124
13500.0,0.0121
13560.0,0.0118
13620.0,0.0115
13680.0,0.0112
13740.0,0.0109
13800.0,0.0106
13860.0,0.0103
13920.0,0.01
13980.0,0.0097
14040.0,0.0095
14100.0,0.0092
14400.0,0.008
